"name","bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper","prop_richness","max_age","mid_age","min_age","duration","abbr","color"
"aquitanian",4,45,30,37.5,"N",177.31,155,199.625,0.105603268573334,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",5,30,15,22.5,"N",152.84,132.475,175.525,0.0910292908958797,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",6,15,0,7.5,"N",142.06,115.475,163.05,0.084608878988934,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",7,0,-15,-7.5,"S",101.61,83.425,117.525,0.0605174446998845,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",8,-15,-30,-22.5,"S",124.67,105.475,143.525,0.0742516467939631,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",9,-30,-45,-37.5,"S",126.35,108.475,146.1,0.0752522304677729,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",10,-45,-60,-52.5,"S",104.78,87.475,119,0.0624054507986802,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",11,-60,-75,-67.5,"S",138.91,120.425,156.525,0.0827327846005408,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",12,-75,-90,-82.5,"S",68.85,54,81.525,0.0410060630605949,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"artinskian",1,90,75,82.5,"N",120.95,98.95,142.625,0.0770485224138261,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",2,75,60,67.5,"N",86.08,67.475,105.05,0.0548353601437135,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",3,60,45,52.5,"N",108.65,91.425,126.575,0.0692130794564878,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",4,45,30,37.5,"N",145.59,129.475,167,0.092744889443811,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",5,30,15,22.5,"N",83.13,68.475,98.525,0.0529561278897177,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",6,15,0,7.5,"N",73.87,60,89.05,0.0470572496958192,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",7,0,-15,-7.5,"S",69.12,57,84.05,0.0440313672529447,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",8,-15,-30,-22.5,"S",126.25,106.95,146.525,0.0804247701921913,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",9,-30,-45,-37.5,"S",157.86,138,176,0.100561221564668,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",10,-45,-60,-52.5,"S",153.71,133,177,0.0979175558514196,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",11,-60,-75,-67.5,"S",178.2,157.375,199,0.113518368698998,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",12,-75,-90,-82.5,"S",266.38,241.9,293.525,0.169691487396403,290.1,284.7,279.3,10.8,"Art","#E37B68"
"asselian",1,90,75,82.5,"N",147.01,124.8,169.625,0.0929572299365152,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",2,75,60,67.5,"N",107.61,86.95,122.525,0.0680438576523257,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",3,60,45,52.5,"N",93.27,75.475,110.525,0.0589764018514303,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",4,45,30,37.5,"N",142.85,123.425,165.625,0.0903267825075246,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",5,30,15,22.5,"N",91.05,76,110.05,0.057572653463844,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",6,15,0,7.5,"N",70.34,56,86,0.0444773250373068,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",7,0,-15,-7.5,"S",69.99,57,83.05,0.0442560133545793,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",8,-15,-30,-22.5,"S",134.52,110.95,157.575,0.0850595644586084,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",9,-30,-45,-37.5,"S",167.08,143.95,193.1,0.105647874143208,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",10,-45,-60,-52.5,"S",172.45,149.475,197.05,0.109043427675342,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",11,-60,-75,-67.5,"S",167.91,145,195,0.106172698990819,298.9,297.2,295.5,3.4,"As","#E36350"
"asselian",12,-75,-90,-82.5,"S",217.4,198.475,239.525,0.137466170928497,298.9,297.2,295.5,3.4,"As","#E36350"
"bajocian",1,90,75,82.5,"N",272.75,247.475,303.1,0.179076745300672,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",2,75,60,67.5,"N",202.95,181.475,229.05,0.133248855944166,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",3,60,45,52.5,"N",155.06,134.475,175.575,0.101806196613463,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",4,45,30,37.5,"N",219.28,198,242,0.143970481061526,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",5,30,15,22.5,"N",172.02,155,192.05,0.112941454543067,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",6,15,0,7.5,"N",83.44,68,99,0.0547833680215877,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",7,0,-15,-7.5,"S",63.11,48,79,0.0414355028264909,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",8,-15,-30,-22.5,"S",68.95,53.375,85.525,0.0452698133399865,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",9,-30,-45,-37.5,"S",71.08,59,85,0.0466682861813813,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",10,-45,-60,-52.5,"S",28.18,18,37.525,0.0185018613476551,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",11,-60,-75,-67.5,"S",37.36,28,50.525,0.0245290823260608,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",12,-75,-90,-82.5,"S",148.91,126.95,167,0.0977683524939432,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"barremian",1,90,75,82.5,"N",252.63,228.425,279.1,0.156321739507082,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",2,75,60,67.5,"N",189.28,165.375,211.625,0.117122189977043,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",3,60,45,52.5,"N",147.33,124.475,166.05,0.0911644772258971,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",4,45,30,37.5,"N",180.47,158,212.05,0.111670760910593,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",5,30,15,22.5,"N",195.4,172.475,223.525,0.120909107784839,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",6,15,0,7.5,"N",100.26,85,127.05,0.0620386240865298,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",7,0,-15,-7.5,"S",32.84,22.475,46,0.0203206504588235,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",8,-15,-30,-22.5,"S",56.46,43.475,68,0.0349361731091709,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",9,-30,-45,-37.5,"S",94.16,75.475,113.525,0.058264081827126,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",10,-45,-60,-52.5,"S",172.97,152.95,198,0.107029930263785,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",11,-60,-75,-67.5,"S",168.51,145.95,188.525,0.104270182972483,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",12,-75,-90,-82.5,"S",25.78,17.475,34,0.0159520818766282,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"bartonian",1,90,75,82.5,"N",216.99,194.425,245.625,0.127517409573061,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",2,75,60,67.5,"N",226.13,205.475,250,0.132888666882144,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",3,60,45,52.5,"N",213.26,187.475,237,0.125325419445832,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",4,45,30,37.5,"N",209.63,184.9,232.525,0.123192195809949,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",5,30,15,22.5,"N",200.45,180.95,230.2,0.117797431904328,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",6,15,0,7.5,"N",127.4,107.95,148.625,0.0748685099756119,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",7,0,-15,-7.5,"S",51.52,38.475,66.525,0.0302764963417859,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",8,-15,-30,-22.5,"S",65.88,53,81,0.0387153644991626,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",9,-30,-45,-37.5,"S",91.41,72.325,109.525,0.0537184497399583,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",10,-45,-60,-52.5,"S",108.69,93,125.525,0.0638732994446567,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",11,-60,-75,-67.5,"S",128.2,108.85,151.05,0.075338641906385,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",12,-75,-90,-82.5,"S",62.09,45.475,78,0.0364881144771251,41.3,39.65,38,3.3,"Brt","#FDC091"
"bathonian",1,90,75,82.5,"N",241.22,215.475,262.525,0.15347517369506,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",2,75,60,67.5,"N",212.35,186.95,233.525,0.13510676201868,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",3,60,45,52.5,"N",158.17,134.475,180,0.100634973150434,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",4,45,30,37.5,"N",225.23,202.9,248.1,0.143301605884,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",5,30,15,22.5,"N",190.92,169,217,0.121472017916677,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",6,15,0,7.5,"N",105.07,88.475,122.05,0.0668503295752424,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",7,0,-15,-7.5,"S",48.31,34.95,60.05,0.0307370269513654,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",8,-15,-30,-22.5,"S",77.46,62.475,95,0.0492835874074263,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",9,-30,-45,-37.5,"S",86.76,70.475,104.575,0.0552006718753977,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",10,-45,-60,-52.5,"S",46.26,35.475,59,0.0294327233858448,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",11,-60,-75,-67.5,"S",28.35,18,38.525,0.018037563942687,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",12,-75,-90,-82.5,"S",151.62,126.95,175.525,0.0964675641971852,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"berriasian",1,90,75,82.5,"N",290.72,264.475,314.575,0.175334270154214,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",2,75,60,67.5,"N",294.44,260.95,321.05,0.177577815438245,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",3,60,45,52.5,"N",171.41,153.95,192.525,0.103377983101038,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",4,45,30,37.5,"N",141.13,120.475,159.05,0.0851160069718773,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",5,30,15,22.5,"N",150.86,129.475,171.05,0.0909842047174761,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",6,15,0,7.5,"N",104.55,84.475,120,0.0630544783455663,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",7,0,-15,-7.5,"S",53.42,40,68,0.0322177927615509,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",8,-15,-30,-22.5,"S",62.38,46.475,75.05,0.0376216007574981,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",9,-30,-45,-37.5,"S",106.97,86.9,123.05,0.0645139889873288,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",10,-45,-60,-52.5,"S",128.31,108.425,149.525,0.0773842191919618,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",11,-60,-75,-67.5,"S",94.75,77,110,0.0571440633499991,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",12,-75,-90,-82.5,"S",59.15,45,73,0.0356735762232448,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"burdigalian",1,90,75,82.5,"N",187.31,164.95,210.525,0.111925761269659,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",2,75,60,67.5,"N",182.28,158.375,204.525,0.108920120464649,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",3,60,45,52.5,"N",197.19,171.425,223.525,0.117829485157034,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",4,45,30,37.5,"N",185.02,164.425,201.05,0.11055738802046,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",5,30,15,22.5,"N",154.95,136.95,179.575,0.0925892729097949,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",6,15,0,7.5,"N",143.66,121.85,164.525,0.0858430135283713,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",7,0,-15,-7.5,"S",110.52,91.475,127.625,0.0660404417037143,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",8,-15,-30,-22.5,"S",125.63,107.475,142.525,0.0750693149768153,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",9,-30,-45,-37.5,"S",116.23,98.95,135.525,0.0694524116831589,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",10,-45,-60,-52.5,"S",80.14,65.95,96,0.0478870882929394,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",11,-60,-75,-67.5,"S",125.88,108.475,146,0.0752187007027105,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",12,-75,-90,-82.5,"S",64.71,52,81,0.0386670012906927,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"callovian",1,90,75,82.5,"N",228.38,207,254.05,0.140336862545088,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",2,75,60,67.5,"N",239.75,217.475,269.1,0.147323595740366,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",3,60,45,52.5,"N",207.52,182.425,232.05,0.127518634360963,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",4,45,30,37.5,"N",228.48,205.85,253.05,0.140398311385856,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",5,30,15,22.5,"N",190.06,166.475,210.525,0.116789666762937,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",6,15,0,7.5,"N",105.47,88.425,124,0.0648100923576077,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",7,0,-15,-7.5,"S",51.41,36.425,67.575,0.0315908490386329,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",8,-15,-30,-22.5,"S",85.19,64.95,105.525,0.0523482674499346,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",9,-30,-45,-37.5,"S",91.12,74.95,108.05,0.0559921837074544,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",10,-45,-60,-52.5,"S",55.38,43.475,71,0.0340303680171074,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",11,-60,-75,-67.5,"S",30.33,20.425,41.05,0.0186374334048188,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",12,-75,-90,-82.5,"S",114.28,91.95,137.05,0.0702237352292349,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"campanian",1,90,75,82.5,"N",244.77,223.85,263.525,0.146643501183237,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",2,75,60,67.5,"N",223.78,201,249,0.134068238324896,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",3,60,45,52.5,"N",196.02,170.475,216.575,0.117437018841926,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",4,45,30,37.5,"N",208.68,185.425,234.525,0.125021717640715,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",5,30,15,22.5,"N",168.7,148.425,193.625,0.10106940658419,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",6,15,0,7.5,"N",117.3,99,134.575,0.0702752898181709,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",7,0,-15,-7.5,"S",59.73,45.475,71.525,0.0357846808255699,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",8,-15,-30,-22.5,"S",74.01,60,89,0.0443399334990864,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",9,-30,-45,-37.5,"S",80.65,63.95,96.525,0.0483180061708055,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",10,-45,-60,-52.5,"S",56.98,44.95,68.525,0.0341371356678549,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",11,-60,-75,-67.5,"S",145.19,125,166.05,0.0869843932540515,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",12,-75,-90,-82.5,"S",93.34,72.8,111.625,0.0559206781894976,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"capitanian",1,90,75,82.5,"N",183.55,161.375,205.525,0.110738396751754,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",2,75,60,67.5,"N",148.72,129,175.1,0.0897249488690868,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",3,60,45,52.5,"N",220.46,198.325,240,0.133006739024199,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",4,45,30,37.5,"N",196.31,172.95,215.525,0.11843669118135,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",5,30,15,22.5,"N",111.2,90,129,0.0670885846842553,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",6,15,0,7.5,"N",104.4,86.375,122,0.0629860453330598,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",7,0,-15,-7.5,"S",138.14,119.425,163.525,0.083341880290315,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",8,-15,-30,-22.5,"S",166.63,142,189.05,0.100530313542603,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",9,-30,-45,-37.5,"S",160.26,139.375,183,0.0966871994739096,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",10,-45,-60,-52.5,"S",52.26,39.475,70,0.0315292215431581,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",11,-60,-75,-67.5,"S",87.57,72,105,0.052832260438851,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",12,-75,-90,-82.5,"S",88.01,71.475,106,0.0530977188674578,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"carnian",1,90,75,82.5,"N",135.74,113,158,0.083467074962952,237,232.5,228,9,"Cr","#C99BCB"
"carnian",2,75,60,67.5,"N",203.54,185,225.525,0.125157569161332,237,232.5,228,9,"Cr","#C99BCB"
"carnian",3,60,45,52.5,"N",224.82,201,247,0.138242727222417,237,232.5,228,9,"Cr","#C99BCB"
"carnian",4,45,30,37.5,"N",233.93,209.425,258.575,0.143844503065297,237,232.5,228,9,"Cr","#C99BCB"
"carnian",5,30,15,22.5,"N",214.91,189.475,239.525,0.132149028144158,237,232.5,228,9,"Cr","#C99BCB"
"carnian",6,15,0,7.5,"N",157.89,135.475,182.05,0.0970871995425114,237,232.5,228,9,"Cr","#C99BCB"
"carnian",7,0,-15,-7.5,"S",125.52,109.475,145,0.0771827556309838,237,232.5,228,9,"Cr","#C99BCB"
"carnian",8,-15,-30,-22.5,"S",135.92,111.425,153.1,0.0835777576909123,237,232.5,228,9,"Cr","#C99BCB"
"carnian",9,-30,-45,-37.5,"S",53.52,42,66.525,0.0329096644468631,237,232.5,228,9,"Cr","#C99BCB"
"carnian",10,-45,-60,-52.5,"S",27.76,19,38,0.0170697362676554,237,232.5,228,9,"Cr","#C99BCB"
"carnian",11,-60,-75,-67.5,"S",58.59,46.475,72,0.0360272279510782,237,232.5,228,9,"Cr","#C99BCB"
"carnian",12,-75,-90,-82.5,"S",54.13,39,67,0.0332847559138396,237,232.5,228,9,"Cr","#C99BCB"
"cenomanian",1,90,75,82.5,"N",224.35,204.475,251.05,0.131283281643162,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",2,75,60,67.5,"N",256.21,231,280.05,0.149926853531511,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
