"name","bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper","prop_richness","max_age","mid_age","min_age","duration","abbr","color"
"bajocian",3,60,45,52.5,"N",7.45,3,12,0.143407122232916,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",4,45,30,37.5,"N",26.47,17.95,37,0.509528392685274,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",5,30,15,22.5,"N",7.51,3,13,0.14456207892204,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",6,15,0,7.5,"N",1.93,0,4,0.0371511068334937,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",7,0,-15,-7.5,"S",1.33,0,4,0.0256015399422522,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",8,-15,-30,-22.5,"S",1.63,0,4,0.031376323387873,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",9,-30,-45,-37.5,"S",1.35,0,3.52499999999999,0.0259865255052936,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",10,-45,-60,-52.5,"S",0,0,0,0,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",11,-60,-75,-67.5,"S",0,0,0,0,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"bajocian",12,-75,-90,-82.5,"S",2.78,0,6,0.0535129932627526,170.3,169.3,168.3,2,"Bj","#A6DDE0"
"barremian",1,90,75,82.5,"N",0.81,0,3,0.0194291196929719,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",2,75,60,67.5,"N",1.04,0,3,0.0249460302230751,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",3,60,45,52.5,"N",2.32,0,5,0.0556488366514752,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",4,45,30,37.5,"N",19.28,11.475,27,0.462461021827776,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",5,30,15,22.5,"N",10.5,5,16,0.25185895898297,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",6,15,0,7.5,"N",6.2,2,12,0.148716718637563,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",7,0,-15,-7.5,"S",0,0,0,0,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",8,-15,-30,-22.5,"S",0,0,0,0,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",9,-30,-45,-37.5,"S",0.83,0,3,0.0199088510434157,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",10,-45,-60,-52.5,"S",0.71,0,2.52499999999999,0.0170304629407532,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",11,-60,-75,-67.5,"S",0,0,0,0,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"barremian",12,-75,-90,-82.5,"S",0,0,0,0,129.4,127.2,125,4.4,"Brrm","#B3DF7F"
"bartonian",1,90,75,82.5,"N",0,0,0,0,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",2,75,60,67.5,"N",0,0,0,0,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",3,60,45,52.5,"N",10.85,5.475,16.525,0.228517270429655,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",4,45,30,37.5,"N",12.73,6,21,0.268112889637742,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",5,30,15,22.5,"N",11.95,6.475,19.525,0.251684919966302,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",6,15,0,7.5,"N",4.75,1.475,9,0.100042122999158,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",7,0,-15,-7.5,"S",0,0,0,0,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",8,-15,-30,-22.5,"S",0.62,0,2,0.0130581297388374,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",9,-30,-45,-37.5,"S",0.86,0,3,0.0181128896377422,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",10,-45,-60,-52.5,"S",4.85,1,10,0.102148272957035,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",11,-60,-75,-67.5,"S",0.87,0,3,0.0183235046335299,41.3,39.65,38,3.3,"Brt","#FDC091"
"bartonian",12,-75,-90,-82.5,"S",0,0,0,0,41.3,39.65,38,3.3,"Brt","#FDC091"
"bathonian",1,90,75,82.5,"N",2.85,0,6.52499999999999,0.0478268165799631,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",2,75,60,67.5,"N",0.96,0,3,0.0161100855848297,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",3,60,45,52.5,"N",7.71,2,13,0.129384124853163,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",4,45,30,37.5,"N",27.6,17.475,38,0.463164960563853,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",5,30,15,22.5,"N",10,5,17.525,0.167813391508642,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",6,15,0,7.5,"N",2.82,0,6,0.0473233764054371,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",7,0,-15,-7.5,"S",2.23,0,5.52499999999999,0.0374223863064273,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",8,-15,-30,-22.5,"S",2.84,0,6,0.0476590031884544,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",9,-30,-45,-37.5,"S",0.76,0,3,0.0127538177546568,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",10,-45,-60,-52.5,"S",0,0,0,0,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",11,-60,-75,-67.5,"S",0.52,0,2,0.0087262963584494,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"bathonian",12,-75,-90,-82.5,"S",1.3,0,4.04999999999998,0.0218157408961235,168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
"berriasian",1,90,75,82.5,"N",3.37,1,8,0.0475854278452415,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",2,75,60,67.5,"N",12.16,7,19,0.17170290878283,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",3,60,45,52.5,"N",6.69,2,11,0.0944648404405535,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",4,45,30,37.5,"N",17.14,10.475,27.05,0.242022027675798,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",5,30,15,22.5,"N",11.77,6,18,0.16619598983338,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",6,15,0,7.5,"N",10.99,4.475,17,0.155182151934482,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",7,0,-15,-7.5,"S",1.9,0,5,0.0268285794973171,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",8,-15,-30,-22.5,"S",2.19,0,5.52499999999999,0.0309234679469076,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",9,-30,-45,-37.5,"S",2.47,0,6.52499999999999,0.0348771533465123,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",10,-45,-60,-52.5,"S",0.75,0,2.52499999999999,0.010590228748941,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",11,-60,-75,-67.5,"S",1.39,0,4,0.0196272239480373,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"berriasian",12,-75,-90,-82.5,"S",0,0,0,0,145,142.4,139.8,5.2,"Brrs","#8CCD60"
"burdigalian",1,90,75,82.5,"N",0,0,0,0,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",2,75,60,67.5,"N",0.77,0,3,0.0155367231638418,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",3,60,45,52.5,"N",4.07,1,8,0.0821226795803067,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",4,45,30,37.5,"N",21.35,12,30,0.430790960451977,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",5,30,15,22.5,"N",9.16,4.475,15,0.184826472962066,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",6,15,0,7.5,"N",5.51,1.475,11,0.111178369652946,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",7,0,-15,-7.5,"S",1.45,0,4,0.0292574656981437,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",8,-15,-30,-22.5,"S",1.75,0,5,0.0353107344632768,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",9,-30,-45,-37.5,"S",4.24,1,9,0.0855528652138822,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",10,-45,-60,-52.5,"S",1.26,0,4,0.0254237288135593,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",11,-60,-75,-67.5,"S",0,0,0,0,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"burdigalian",12,-75,-90,-82.5,"S",0,0,0,0,20.44,18.205,15.97,4.47,"Brd","#FFFF41"
"callovian",1,90,75,82.5,"N",1.33,0,3,0.0218319107025607,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",2,75,60,67.5,"N",0.97,0,3,0.0159225213394616,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",3,60,45,52.5,"N",8.12,3.475,13,0.133289560078792,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",4,45,30,37.5,"N",23.91,14.475,33.525,0.392481943532502,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",5,30,15,22.5,"N",11.29,6,17.525,0.18532501641497,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",6,15,0,7.5,"N",1.88,0,5,0.03086014445174,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",7,0,-15,-7.5,"S",1.05,0,4,0.0172357189757058,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",8,-15,-30,-22.5,"S",7.43,3,12.525,0.121963230466185,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",9,-30,-45,-37.5,"S",3.87,0,9,0.0635259356533158,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",10,-45,-60,-52.5,"S",0,0,0,0,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",11,-60,-75,-67.5,"S",0,0,0,0,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"callovian",12,-75,-90,-82.5,"S",1.07,0,3,0.0175640183847669,166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
"campanian",1,90,75,82.5,"N",2.18,0,5.52499999999999,0.0286427539088162,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",2,75,60,67.5,"N",0.98,0,3,0.0128761003810275,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",3,60,45,52.5,"N",22.4,16,30,0.294310865852056,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",4,45,30,37.5,"N",31.94,21,42.525,0.419655761397977,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",5,30,15,22.5,"N",11.59,5.475,19,0.152279595322559,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",6,15,0,7.5,"N",4.64,1,9.52499999999999,0.0609643936407831,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",7,0,-15,-7.5,"S",0.33,0,1.52499999999999,0.0043358297201419,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",8,-15,-30,-22.5,"S",0,0,0,0,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",9,-30,-45,-37.5,"S",0,0,0,0,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",10,-45,-60,-52.5,"S",0.55,0,3,0.00722638286690317,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",11,-60,-75,-67.5,"S",1.5,0,4,0.0197083169097359,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"campanian",12,-75,-90,-82.5,"S",0,0,0,0,83.6,77.85,72.1,11.5,"Cm","#E6F47F"
"capitanian",1,90,75,82.5,"N",10.54,5,17,0.125790667144051,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",2,75,60,67.5,"N",10.38,5,16,0.123881131399928,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",3,60,45,52.5,"N",4.25,1,8.52499999999999,0.0507220432032462,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",4,45,30,37.5,"N",12.04,6.475,21.525,0.143692564745196,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",5,30,15,22.5,"N",8.73,4,14.525,0.104189044038668,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",6,15,0,7.5,"N",10.12,4.475,16,0.12077813581573,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",7,0,-15,-7.5,"S",13.21,8.475,19.525,0.15765604487409,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",8,-15,-30,-22.5,"S",7.91,3,13,0.0944026733500418,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",9,-30,-45,-37.5,"S",3.98,0,9.52499999999999,0.04749970163504,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",10,-45,-60,-52.5,"S",0,0,0,0,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",11,-60,-75,-67.5,"S",1.73,0,5,0.0206468552333214,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"capitanian",12,-75,-90,-82.5,"S",0.9,0,3,0.0107411385606874,265.1,262.5,259.9,5.2,"Cp","#FB9A85"
"carnian",1,90,75,82.5,"N",0,0,0,0,237,232.5,228,9,"Cr","#C99BCB"
"carnian",2,75,60,67.5,"N",20.33,12,28,0.181404479343268,237,232.5,228,9,"Cr","#C99BCB"
"carnian",3,60,45,52.5,"N",9.78,4,16,0.0872668867671991,237,232.5,228,9,"Cr","#C99BCB"
"carnian",4,45,30,37.5,"N",19.69,13,28.525,0.175693762826805,237,232.5,228,9,"Cr","#C99BCB"
"carnian",5,30,15,22.5,"N",29.23,19,39,0.26081913090033,237,232.5,228,9,"Cr","#C99BCB"
"carnian",6,15,0,7.5,"N",20.79,13,32.525,0.185509056839475,237,232.5,228,9,"Cr","#C99BCB"
"carnian",7,0,-15,-7.5,"S",6.01,1,12,0.0536271972874097,237,232.5,228,9,"Cr","#C99BCB"
"carnian",8,-15,-30,-22.5,"S",4.66,1,9.52499999999999,0.0415811546354957,237,232.5,228,9,"Cr","#C99BCB"
"carnian",9,-30,-45,-37.5,"S",0,0,0,0,237,232.5,228,9,"Cr","#C99BCB"
"carnian",10,-45,-60,-52.5,"S",0,0,0,0,237,232.5,228,9,"Cr","#C99BCB"
"carnian",11,-60,-75,-67.5,"S",1.58,0,4.52499999999999,0.0140983314000178,237,232.5,228,9,"Cr","#C99BCB"
"carnian",12,-75,-90,-82.5,"S",0,0,0,0,237,232.5,228,9,"Cr","#C99BCB"
"cenomanian",1,90,75,82.5,"N",0,0,0,0,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",2,75,60,67.5,"N",3.87,1,7.52499999999999,0.0448176027793862,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",3,60,45,52.5,"N",22.26,14.475,31,0.257788071800811,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",4,45,30,37.5,"N",31.98,22,45,0.370353213665316,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",5,30,15,22.5,"N",16.74,9.475,25,0.193862188766647,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",6,15,0,7.5,"N",5.3,2,10,0.0613781123335264,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",7,0,-15,-7.5,"S",2.15,0,5.52499999999999,0.0248986682107701,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",8,-15,-30,-22.5,"S",0,0,0,0,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",9,-30,-45,-37.5,"S",2.83,0,7,0.0327735958309207,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",10,-45,-60,-52.5,"S",0,0,0,0,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",11,-60,-75,-67.5,"S",1.22,0,3,0.014128546612623,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
"cenomanian",12,-75,-90,-82.5,"S",0,0,0,0,100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
