"name","bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper","prop_richness","max_age","mid_age","min_age","duration","abbr","color"
"aalenian",1,90,75,82.5,"N",20,12.475,28,0.0113583444077191,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",2,75,60,67.5,"N",85.48,71,101,0.0485455639985916,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",3,60,45,52.5,"N",489.82,459,522.05,0.278177212889449,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",4,45,30,37.5,"N",641.02,604,670.525,0.364046296611806,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",5,30,15,22.5,"N",199.33,178.475,233.525,0.113202939539533,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",6,15,0,7.5,"N",18.35,12,28.1,0.0104212809940823,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",7,0,-15,-7.5,"S",5.17,1.475,11,0.0029361320293954,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",8,-15,-30,-22.5,"S",42.86,29.95,55.525,0.0243409320657421,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",9,-30,-45,-37.5,"S",151.98,127.375,175,0.0863120591542577,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",10,-45,-60,-52.5,"S",80.48,64,101,0.0457059778966618,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",11,-60,-75,-67.5,"S",21.59,15,30,0.0122613327881328,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"aalenian",12,-75,-90,-82.5,"S",4.74,1,9,0.00269192762462943,174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
"albian",1,90,75,82.5,"N",23.86,15.475,34.525,0.0131643558238205,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",2,75,60,67.5,"N",131.16,111.95,150,0.0723653357021082,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",3,60,45,52.5,"N",392.01,364.95,418.575,0.216284959199325,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",4,45,30,37.5,"N",415.39,387.425,441.575,0.229184483053513,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",5,30,15,22.5,"N",139.01,115.9,158.525,0.0766964418721413,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",6,15,0,7.5,"N",17.67,11,25,0.00974912688210012,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",7,0,-15,-7.5,"S",8.13,4,13.525,0.00448559148565218,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",8,-15,-30,-22.5,"S",39.58,29,48,0.0218376028292882,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",9,-30,-45,-37.5,"S",225.8,203,249.575,0.124581372381336,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",10,-45,-60,-52.5,"S",307.03,279.375,340.575,0.169398665908953,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",11,-60,-75,-67.5,"S",111.79,95.475,133.575,0.0616782622608926,113,106.75,100.5,12.5,"Alb","#CCEA97"
"albian",12,-75,-90,-82.5,"S",1.04,0,3,0.000573802600870635,113,106.75,100.5,12.5,"Alb","#CCEA97"
"anisian",1,90,75,82.5,"N",20.52,13,28,0.011882976998448,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",2,75,60,67.5,"N",117.9,101.425,136.05,0.0682749994209076,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",3,60,45,52.5,"N",454.21,426.95,482.05,0.263029580042158,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",4,45,30,37.5,"N",489.13,453.475,519.575,0.283251488267587,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",5,30,15,22.5,"N",173.65,153,195,0.100559403303143,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",6,15,0,7.5,"N",24,14.95,35,0.0138982187116351,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",7,0,-15,-7.5,"S",17.65,10,26,0.010220981677515,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",8,-15,-30,-22.5,"S",99.81,82.95,116.575,0.0577992170670126,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",9,-30,-45,-37.5,"S",212.19,189.475,235,0.122877626184244,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",10,-45,-60,-52.5,"S",86.03,72.95,99.525,0.0498193231567487,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",11,-60,-75,-67.5,"S",23.98,18,35.05,0.0138866368627088,247.2,244.6,242,5.2,"An","#BC75B7"
"anisian",12,-75,-90,-82.5,"S",7.77,3,13,0.00449954830789187,247.2,244.6,242,5.2,"An","#BC75B7"
"aptian",1,90,75,82.5,"N",13.19,7.475,20,0.00756663109948485,125,119,113,12,"Ap","#BFE48A"
"aptian",2,75,60,67.5,"N",85.16,70,102.05,0.0488532452185087,125,119,113,12,"Ap","#BFE48A"
"aptian",3,60,45,52.5,"N",256.79,226,283,0.147311235787469,125,119,113,12,"Ap","#BFE48A"
"aptian",4,45,30,37.5,"N",377.81,347.475,407,0.216736080037632,125,119,113,12,"Ap","#BFE48A"
"aptian",5,30,15,22.5,"N",155.57,138.95,175.575,0.0892449431498755,125,119,113,12,"Ap","#BFE48A"
"aptian",6,15,0,7.5,"N",18.63,11,28.05,0.0106873644718273,125,119,113,12,"Ap","#BFE48A"
"aptian",7,0,-15,-7.5,"S",6.91,2,13,0.0039640197799424,125,119,113,12,"Ap","#BFE48A"
"aptian",8,-15,-30,-22.5,"S",54.3,40.475,67.525,0.0311499673011393,125,119,113,12,"Ap","#BFE48A"
"aptian",9,-30,-45,-37.5,"S",218.13,196,244.575,0.125133376931814,125,119,113,12,"Ap","#BFE48A"
"aptian",10,-45,-60,-52.5,"S",396.98,367.475,420,0.227733223189803,125,119,113,12,"Ap","#BFE48A"
"aptian",11,-60,-75,-67.5,"S",155.53,132.9,176.575,0.0892219965809612,125,119,113,12,"Ap","#BFE48A"
"aptian",12,-75,-90,-82.5,"S",4.18,0.475,8.52499999999999,0.00239791645154258,125,119,113,12,"Ap","#BFE48A"
"aquitanian",1,90,75,82.5,"N",19.6,13,27,0.0110782030702449,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",2,75,60,67.5,"N",131.61,109.95,155.575,0.0743878727589248,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",3,60,45,52.5,"N",380.62,352.475,407,0.215131921050847,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",4,45,30,37.5,"N",401.67,372.425,428,0.227029685062513,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",5,30,15,22.5,"N",118.99,101.475,138.525,0.0672548664963487,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",6,15,0,7.5,"N",16.51,9.475,23,0.00933169044335421,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",7,0,-15,-7.5,"S",10.69,6,16.525,0.00604214238882232,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",8,-15,-30,-22.5,"S",83.53,65.95,104.1,0.0472123623702833,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",9,-30,-45,-37.5,"S",266.97,235.9,293.1,0.150895299676697,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",10,-45,-60,-52.5,"S",262.46,237,295.525,0.148346182541656,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",11,-60,-75,-67.5,"S",64.68,52,78.575,0.036558070131808,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"aquitanian",12,-75,-90,-82.5,"S",11.91,6,18,0.00673170400850082,23.03,21.735,20.44,2.59,"Aq","#FFFF33"
"artinskian",1,90,75,82.5,"N",10.73,6,16.525,0.00627144301637121,290.1,284.7,279.3,10.8,"Art","#E37B68"
"artinskian",2,75,60,67.5,"N",41.33,29.475,54.525,0.024156452923264,290.1,284.7,279.3,10.8,"Art","#E37B68"
