"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",0,0,0
2,75,60,67.5,"N",1.69,0,4
3,60,45,52.5,"N",0,0,0
4,45,30,37.5,"N",36.47,27.475,48.1
5,30,15,22.5,"N",19.96,13.475,27
6,15,0,7.5,"N",1.7,0,4.52499999999999
7,0,-15,-7.5,"S",9.02,4,15
8,-15,-30,-22.5,"S",0,0,0
9,-30,-45,-37.5,"S",2.39,0,6
10,-45,-60,-52.5,"S",0,0,0
11,-60,-75,-67.5,"S",0,0,0
12,-75,-90,-82.5,"S",2.31,0,5
