"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",2.54,0,6
2,75,60,67.5,"N",11.49,5.475,19.525
3,60,45,52.5,"N",58.77,44,72.525
4,45,30,37.5,"N",269.97,240.95,292.575
5,30,15,22.5,"N",503.67,471.9,530.525
6,15,0,7.5,"N",397.73,368,422.05
7,0,-15,-7.5,"S",195.01,170.475,218.05
8,-15,-30,-22.5,"S",210.67,189.475,230.525
9,-30,-45,-37.5,"S",85.99,71.475,105
10,-45,-60,-52.5,"S",20.02,12.475,28.525
11,-60,-75,-67.5,"S",1.36,0,4
12,-75,-90,-82.5,"S",0.54,0,2.52499999999999
