"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",1.99,0,5
2,75,60,67.5,"N",11.41,5.475,17.525
3,60,45,52.5,"N",59.67,45.95,72.525
4,45,30,37.5,"N",189.35,170,213.625
5,30,15,22.5,"N",301.78,271.95,328.575
6,15,0,7.5,"N",386.37,353.95,417.05
7,0,-15,-7.5,"S",382.52,356.475,412
8,-15,-30,-22.5,"S",360.71,331.95,390.05
9,-30,-45,-37.5,"S",216.79,192.475,239.05
10,-45,-60,-52.5,"S",68.67,53.475,86
11,-60,-75,-67.5,"S",14.51,7.475,22.05
12,-75,-90,-82.5,"S",2.63,0,6.52499999999999
