"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",3.57,1,7.52499999999999
2,75,60,67.5,"N",16.96,9,23
3,60,45,52.5,"N",58.66,43.425,77.05
4,45,30,37.5,"N",167.24,145.425,192
5,30,15,22.5,"N",370.46,342.325,395.625
6,15,0,7.5,"N",533.13,502.9,563.575
7,0,-15,-7.5,"S",464.97,436.9,495
8,-15,-30,-22.5,"S",240.83,211.95,269.05
9,-30,-45,-37.5,"S",87.99,72.9,106.575
10,-45,-60,-52.5,"S",25.06,16.475,34.525
11,-60,-75,-67.5,"S",4.7,1,10.05
12,-75,-90,-82.5,"S",0.77,0,3
