"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",2.07,0,5.52499999999999
2,75,60,67.5,"N",8.17,4,14.525
3,60,45,52.5,"N",45.69,34.475,58.525
4,45,30,37.5,"N",208.84,188.95,231.05
5,30,15,22.5,"N",409.31,383.95,439.575
6,15,0,7.5,"N",494.5,462.475,516.575
7,0,-15,-7.5,"S",348.91,322.375,376.525
8,-15,-30,-22.5,"S",148.81,128.475,167
9,-30,-45,-37.5,"S",76.74,63.425,92.525
10,-45,-60,-52.5,"S",21.61,13,32
11,-60,-75,-67.5,"S",6.4,1.475,12
12,-75,-90,-82.5,"S",0.83,0,3
