"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",2.44,0,5.52499999999999
2,75,60,67.5,"N",13.54,7,20
3,60,45,52.5,"N",60.49,46.425,73.525
4,45,30,37.5,"N",206.21,183,237
5,30,15,22.5,"N",403.71,369,437
6,15,0,7.5,"N",492.13,462.425,522.525
7,0,-15,-7.5,"S",421.07,394.425,455.25
8,-15,-30,-22.5,"S",280.56,255.95,304.525
9,-30,-45,-37.5,"S",94.73,80.475,114.575
10,-45,-60,-52.5,"S",18.44,11,27.05
11,-60,-75,-67.5,"S",3.7,0.475,8
12,-75,-90,-82.5,"S",0.68,0,2.52499999999999
