"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",2.06,0,6
2,75,60,67.5,"N",12.15,6.475,20.525
3,60,45,52.5,"N",58.08,46.475,74
4,45,30,37.5,"N",157.02,135,177.525
5,30,15,22.5,"N",320.75,291.475,350.05
6,15,0,7.5,"N",490.54,465.475,519.625
7,0,-15,-7.5,"S",482.44,451.375,512
8,-15,-30,-22.5,"S",313.9,288.475,337.525
9,-30,-45,-37.5,"S",134.52,115.475,154.575
10,-45,-60,-52.5,"S",27.38,17.475,36
11,-60,-75,-67.5,"S",4.46,1,8.52499999999999
12,-75,-90,-82.5,"S",0.77,0,3
