"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",1.73,0,4.52499999999999
2,75,60,67.5,"N",11.24,5.475,17.525
3,60,45,52.5,"N",52.06,40.95,67.575
4,45,30,37.5,"N",160.89,136.95,183.525
5,30,15,22.5,"N",353.27,322,384.625
6,15,0,7.5,"N",521.84,496.475,549.525
7,0,-15,-7.5,"S",446.85,413.425,481.575
8,-15,-30,-22.5,"S",276.41,248.9,303.1
9,-30,-45,-37.5,"S",119.78,101.475,139.575
10,-45,-60,-52.5,"S",31.99,21,42.525
11,-60,-75,-67.5,"S",5.85,2,11
12,-75,-90,-82.5,"S",1.1,0,3.52499999999999
