"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",2.65,0,5
2,75,60,67.5,"N",12.44,5.475,19
3,60,45,52.5,"N",67.29,50.95,84.05
4,45,30,37.5,"N",244.5,221,270.525
5,30,15,22.5,"N",505.65,472,535
6,15,0,7.5,"N",507.91,478.8,535
7,0,-15,-7.5,"S",212.83,187.95,237.525
8,-15,-30,-22.5,"S",126.88,109,144.575
9,-30,-45,-37.5,"S",83.22,70.475,101.525
10,-45,-60,-52.5,"S",21.61,13.475,30.525
11,-60,-75,-67.5,"S",6.15,1,13
12,-75,-90,-82.5,"S",0.7,0,2
