"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",1.71,0,4.52499999999999
2,75,60,67.5,"N",9.96,4,17
3,60,45,52.5,"N",44.07,34,56.05
4,45,30,37.5,"N",153.79,132.475,174.525
5,30,15,22.5,"N",366.08,340.95,395.05
6,15,0,7.5,"N",540.47,512.95,568.525
7,0,-15,-7.5,"S",472.14,443,503.525
8,-15,-30,-22.5,"S",260.58,232.9,284.525
9,-30,-45,-37.5,"S",98.3,77.95,119.525
10,-45,-60,-52.5,"S",25.55,18.475,35
11,-60,-75,-67.5,"S",4.97,1.475,9
12,-75,-90,-82.5,"S",1.33,0,4
