"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",3.43,0.475,7.52499999999999
2,75,60,67.5,"N",16.24,8.475,24
3,60,45,52.5,"N",59.69,47.475,72.525
4,45,30,37.5,"N",219.2,198.475,241.525
5,30,15,22.5,"N",463.07,440.475,487
6,15,0,7.5,"N",527.94,499.425,562.05
7,0,-15,-7.5,"S",319.69,293,358.1
8,-15,-30,-22.5,"S",196.94,175.475,221.775
9,-30,-45,-37.5,"S",119.86,101.475,137.525
10,-45,-60,-52.5,"S",47.64,36.475,58
11,-60,-75,-67.5,"S",10.29,5,17.525
12,-75,-90,-82.5,"S",1.76,0,4
