"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",1.29,0,4
2,75,60,67.5,"N",4.25,1,7.52499999999999
3,60,45,52.5,"N",53.46,42,65.05
4,45,30,37.5,"N",155.23,137.475,181.05
5,30,15,22.5,"N",246.9,217.425,272.05
6,15,0,7.5,"N",315.49,287.95,347.525
7,0,-15,-7.5,"S",418.51,390.425,443.525
8,-15,-30,-22.5,"S",343.49,317.475,370
9,-30,-45,-37.5,"S",184.5,156.95,203.525
10,-45,-60,-52.5,"S",32.36,22.475,43.525
11,-60,-75,-67.5,"S",2.29,0,4.52499999999999
12,-75,-90,-82.5,"S",0.34,0,1.52499999999999
