"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",2.18,0,5.52499999999999
2,75,60,67.5,"N",12.43,6,18
3,60,45,52.5,"N",59.21,46.475,72.525
4,45,30,37.5,"N",157.27,134.475,177.1
5,30,15,22.5,"N",279.11,251.475,306
6,15,0,7.5,"N",423.82,396.475,452.1
7,0,-15,-7.5,"S",494.18,466.475,520
8,-15,-30,-22.5,"S",357.2,325.475,381.1
9,-30,-45,-37.5,"S",159.72,136.475,186
10,-45,-60,-52.5,"S",34.56,25.475,44.525
11,-60,-75,-67.5,"S",5.63,2,10
12,-75,-90,-82.5,"S",1.14,0,3
