"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",123.66,107,144.55
2,75,60,67.5,"N",153.76,135.225,173
3,60,45,52.5,"N",161.88,140.45,180
4,45,30,37.5,"N",166.38,150.45,183.325
5,30,15,22.5,"N",165.36,141.35,188.55
6,15,0,7.5,"N",167.72,148.225,183
7,0,-15,-7.5,"S",169.68,147.9,190
8,-15,-30,-22.5,"S",168.18,146.225,192.65
9,-30,-45,-37.5,"S",165.18,144.225,194.325
10,-45,-60,-52.5,"S",164.64,143.35,187.1
11,-60,-75,-67.5,"S",155.54,137.125,176.65
12,-75,-90,-82.5,"S",123.6,105.675,142.1
