"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",0,0,0
2,75,60,67.5,"N",0.05,0,1
3,60,45,52.5,"N",0.25,0,1.52499999999999
4,45,30,37.5,"N",26.02,15.475,36
5,30,15,22.5,"N",35.64,26,45.05
6,15,0,7.5,"N",0,0,0
7,0,-15,-7.5,"S",0,0,0
8,-15,-30,-22.5,"S",0,0,0
9,-30,-45,-37.5,"S",1.36,0,4
10,-45,-60,-52.5,"S",0,0,0
11,-60,-75,-67.5,"S",0,0,0
12,-75,-90,-82.5,"S",0.02,0,0
