"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin","ext"
"3003",121781,"col","Trold Fiord",-83.416664,79.5,"GSC C-4004, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",9.12,45.54,"106",1,262.5,"capitanian",1
"3025",121778,"col","Trold Fiord",-82.916664,79.866669,"GSC C-3995, Mount Bridgman, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",9.56,45.76,"106",1,262.5,"capitanian",1
"3032",121819,"col","Degerbols",-86.166664,77.599998,"GSC C-47947, Bjorne Peninsula, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",6.74,44.5,"106",1,262.5,"capitanian",1
"3035",121809,"col","Degerbols",-83.330002,81.050003,"GSC C-4095, Krieger Mountains, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",10.63,46.68,"106",1,262.5,"capitanian",1
"3042",121803,"col","van Hauen",-85.629997,78.419998,"GSC C-4074, Blind Fiord, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",7.64,45.02,"106",1,262.5,"capitanian",1
"3050",121797,"col","van Hauen",-85.959999,78.32,"GSC C-4068, Blind Fiord, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",7.48,45,"106",1,262.5,"capitanian",1
"3051",121798,"col","van Hauen",-85.959999,78.32,"GSC C-4069, Blind Fiord, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",7.48,45,"106",1,262.5,"capitanian",1
"3052",121799,"col","van Hauen",-85.959999,78.32,"GSC C-4070, Blind Fiord, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",7.48,45,"106",1,262.5,"capitanian",1
"3053",121800,"col","van Hauen",-85.959999,78.32,"GSC C-4071, Blind Fiord, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",7.48,45,"106",1,262.5,"capitanian",1
"3059",121787,"col","Trold Fiord",-81.75,80.083336,"GSC C-4020, Oesle Fjord, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",9.99,45.79,"106",1,262.5,"capitanian",1
"3060",121788,"col","Trold Fiord",-81.75,80.083336,"GSC C-4021, Oesle Fjord, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",9.99,45.79,"106",1,262.5,"capitanian",1
"3064",121792,"col","Trold Fiord",-81.75,80.083336,"GSC C-4026, Oesle Fjord, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",9.99,45.79,"106",1,262.5,"capitanian",1
"3069",121773,"col","Degerbols",-87.610001,77.364998,"GSC 57720, Great Bear Cape, Bjorne Peninsula, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",6.2,44.54,"106",1,262.5,"capitanian",1
"3071",121776,"col","Trold Fiord",-79.900002,81.900002,"GSC C-1886, Yelverton Pass, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",12.01,46.98,"106",1,262.5,"capitanian",1
"3072",121777,"col","Degerbols",-82.916664,79.866669,"GSC C-3993, Mount Bridgman, Ellesmere Island",NA,"",1,"Capitanian","",265.1,259.9,29759,"gp_mid",9.56,45.76,"106",1,262.5,"capitanian",1
