"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin","ext"
"3731",13407,"col","Choptank",-76.76667,38.162224,"Mud Cliffs, East of",NA,"",6,"Serravallian","",13.82,11.62,6034,"gp_mid",-70.72,39.7,"109",1,12.72,"serravallian",1
"3732",13408,"col","Choptank",-76.471107,38.46389,"Calvert Beach Run, south of, Zone 19",NA,"",8,"Serravallian","",13.82,11.62,17218,"gp_mid",-70.39,39.98,"109",1,12.72,"serravallian",1
"3905",18505,"col","Peace River",-81.800003,27.9,"American Cyanimid Company",NA,"Amalgamated Phosphate Mine; Brewster Phosphate Mine",14,"Serravallian","",13.82,11.62,2609,"gp_mid",-76.77,29.78,"109",1,12.72,"serravallian",1
"3909",18518,"col","Calvert",-76.5,38.400002,"Chesapeake Bay (Upper Calvert)",NA,"Cat Creek; Chesapeake Beach; Drum Cliff; Governor Run; Kenwood Beach; Long Beach; Plum Point; Randle Cliff; Scientist's Cliff",26,"Serravallian","",13.82,11.62,3383,"gp_mid",-70.42,39.92,"109",1,12.72,"serravallian",1
"4142",22969,"col","",15.716667,46.5,"Duplek, Maribor, Slovenia",NA,"Reef 2804",6,"Badenian","",13.65,12.7,6612,"gp_mid",17.79,43.19,"308",1,13.175,"serravallian",1
"5935",32515,"col","Pinczow",20.799999,50.466667,"Reef core, Grobie, Holy Cross Mts., Poland",NA,"Reef 3227",24,"Badenian","",13.65,12.7,8714,"gp_mid",22.09,47.86,"305",1,13.175,"serravallian",1
"5936",32516,"col","Pinczow",20.799999,50.466667,"Back-reef, Grobie, Holy Cross Mts., Poland",NA,"Reef 3227",17,"Badenian","",13.65,12.7,8714,"gp_mid",22.09,47.86,"305",1,13.175,"serravallian",1
"5937",32517,"col","Pinczow",20.799999,50.466667,"Reef cover, Grobie, Holy Cross Mts., Poland",NA,"Reef 3227",2,"Badenian","",13.65,12.7,8714,"gp_mid",22.09,47.86,"305",1,13.175,"serravallian",1
"7130",34609,"col","",-0.666667,44.783333,"Pessac, Aquitaine, France",NA,"",46,"Serravallian","",13.82,11.62,9141,"gp_mid",1.32,42.63,"305",1,12.72,"serravallian",1
"7288",35023,"col","Peace River",-82.142776,26.916945,"Peace River Formation (unspecified) of Oyen & Portell",NA,"",2,"Serravallian","",13.82,11.62,9411,"gp_mid",-77.2,28.82,"109",1,12.72,"serravallian",1
"8377",37348,"col","Choptank",-76.432503,38.429169,"South of Camp Conoy Road, Zone 17-18",NA,"",1,"Serravallian","",13.82,11.62,10019,"gp_mid",-70.35,39.94,"109",1,12.72,"serravallian",1
"8394",37370,"col","",20.799999,50.450001,"Busko-Spa 1",NA,"",23,"Badenian","",13.65,12.7,10024,"gp_mid",22.09,47.84,"305",1,13.175,"serravallian",1
"8395",37371,"col","",20.816668,50.433334,"Busko-Spa 2",NA,"",23,"Badenian","",13.65,12.7,10024,"gp_mid",22.11,47.82,"305",1,13.175,"serravallian",1
"8397",37373,"col","",20.816668,50.433334,"Busko-Spa 2a",37371,"",13,"Badenian","",13.65,12.7,10024,"gp_mid",22.11,47.82,"305",1,13.175,"serravallian",1
"8399",37375,"col","",20.799999,50.450001,"Busko-Spa 1a",NA,"",13,"Badenian","",13.65,12.7,10024,"gp_mid",22.09,47.84,"305",1,13.175,"serravallian",1
"9332",38823,"col","Korytnica Clays",20.516666,50.666668,"Korytnica Forest",NA,"Reef 732; Korytnica",275,"Badenian","",13.65,12.7,10456,"gp_mid",21.83,48.06,"305",1,13.175,"serravallian",1
"13333",44962,"col","",132.75,35.349998,"Izumo, San-in",NA,"",65,"Serravallian","",13.82,11.62,11713,"gp_mid",130.54,34.87,"610",1,12.72,"serravallian",1
"13551",45452,"col","Peace River",-81.980003,27.753,"Amalgamated Phosphate Company Mine",NA,"",3,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.97,29.64,"109",1,12.72,"serravallian",1
"13552",45453,"col","Peace River",-81.973999,27.895,"Phosphate Mining Company",NA,"",1,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.95,29.78,"109",1,12.72,"serravallian",1
"13553",45454,"col","Peace River",-81.84333,27.834999,"Dominion Phosphate Company Mine",NA,"",1,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.82,29.72,"109",1,12.72,"serravallian",1
"13554",45455,"col","Peace River",-81.824997,27.818001,"Homeland Mine",NA,"",2,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.81,29.7,"109",1,12.72,"serravallian",1
"13555",45456,"col","Peace River",-81.864166,27.842501,"Noralyn Mine",NA,"",3,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.84,29.72,"109",1,12.72,"serravallian",1
"13556",45457,"col","Peace River",-81.973999,27.895,"International Agricultural Mine",NA,"",2,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.95,29.78,"109",1,12.72,"serravallian",1
"13558",45459,"col","Peace River",-81.96833,27.949167,"Phosphate Mine at Christina",NA,"",1,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.94,29.84,"109",1,12.72,"serravallian",1
"13568",45469,"col","Peace River",-81.97139,27.834999,"American Agricultural Chemical Company Mine",NA,"",6,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.95,29.72,"109",1,12.72,"serravallian",1
"13575",45476,"col","Peace River",-81.938057,27.783333,"Hookers Prairie Mine",NA,"",2,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.92,29.67,"109",1,12.72,"serravallian",1
"13578",45479,"col","Peace River",-81.989998,27.906668,"Prairie Pebble Phosphate Co.",NA,"",2,"Serravallian","",13.82,11.62,2613,"gp_mid",-76.97,29.8,"109",1,12.72,"serravallian",1
"13958",46114,"col","Langenfelde",9.935278,53.582779,"Langenfelde",NA,"",4,"Serravallian","",13.82,11.62,12298,"gp_mid",11.94,51.16,"315",1,12.72,"serravallian",1
"15126",48070,"col","",36.70639,45.210835,"Taman Peninsula",NA,"Halbinsel Taman",5,"Serravallian","",13.82,11.62,12863,"gp_mid",37.15,42.49,"302",1,12.72,"serravallian",1
"15374",48656,"col","Salsomaggiore",10.026111,44.730831,"Visiano",NA,"",21,"Serravallian","",13.82,11.62,12984,"gp_mid",12.28,41.64,"307",1,12.72,"serravallian",1
"15609",49401,"col","",10.330556,44.415279,"Santa Maria del Piano",NA,"",1,"Serravallian","",13.82,11.62,13196,"gp_mid",12.54,41.31,"307",1,12.72,"serravallian",1
"15688",49685,"col","",48.284443,42.118057,"Derbent",NA,"",5,"Serravallian","",13.82,11.62,13627,"gp_mid",48.26,39.43,"402",1,12.72,"serravallian",1
"16661",51386,"col","Port Campbell Limestone",143.116669,-38.666668,"Gibson's Steps",NA,"",1,"Serravallian","",13.82,11.62,13672,"gp_mid",145.9,-46.06,"801",1,12.72,"serravallian",1
"16671",51396,"col","Fyansford",144.399994,-38.099998,"Corio Bay, North Shore",NA,"",1,"Serravallian","",13.82,11.62,13672,"gp_mid",147.24,-45.38,"801",1,12.72,"serravallian",1
"16912",51725,"col","Choptank",-76.544441,38.418056,"Locality 413 (Drumcliff Mbr, Choptank Fm)",NA,"",2,"Serravallian","",13.82,11.62,13777,"gp_mid",-70.46,39.94,"109",1,12.72,"serravallian",1
"16913",51726,"col","Choptank",-76.405281,38.31889,"Locality 412 (Drumcliff Mbr, Choptank Fm)",NA,"Patuxent River",2,"Serravallian","",13.82,11.62,13777,"gp_mid",-70.33,39.83,"109",1,12.72,"serravallian",1
"18640",55599,"col","Parana",-60.233334,-31.383333,"Parana, Pueblo Brugo to Diamante, Parana Fm.",NA,"",24,"Serravallian","",13.82,11.62,15016,"gp_mid",-57.83,-31.03,"202",1,12.72,"serravallian",1
"19101",56462,"col","",16.419722,47.740833,"Borbolya",NA,"Walbersdorf Brickyard",3,"Serravallian","",13.82,11.62,24217,"gp_mid",18.54,44.4,"308",1,12.72,"serravallian",1
"19167",56694,"col","Leitha",16.629999,47.807777,"Szentmargita",NA,"St. Margarethen, Roman Quarry, St. Margaret",20,"Serravallian","",13.82,11.62,15276,"gp_mid",18.74,44.46,"308",1,12.72,"serravallian",1
"20448",58455,"col","Villavieja",-75.166664,3.333333,"UCMP V4533",NA,"Hacienda San Jose; V-4533",3,"Laventan","",13.8,11.8,16578,"gp_mid",-71.56,4.12,"201",1,12.8,"serravallian",1
"20452",58459,"col","",16.941944,48.147499,"Hainburg An Der Donau",NA,"",1,"Serravallian","",13.82,11.62,16582,"gp_mid",19.06,44.79,"308",1,12.72,"serravallian",1
"20828",59179,"col","Aoki",137.891388,36.178612,"Aso",NA,"Sittako",11,"Serravallian","",13.82,11.62,15356,"gp_mid",135.61,35.87,"610",1,12.72,"serravallian",1
"20830",59181,"col","Tsurushi",138.240005,38.033333,"Do-no-kama",NA,"",7,"Serravallian","",13.82,11.62,16919,"gp_mid",135.86,37.73,"610",1,12.72,"serravallian",1
"20831",59182,"col","Aoki",137.899994,36.299999,"Kashiwa-zawa",NA,"Toyoshina-cho",1,"Serravallian","",13.82,11.62,16919,"gp_mid",135.61,35.99,"610",1,12.72,"serravallian",1
"21472",60238,"col","",37.535,47.115555,"Gnilozubovo",NA,"Gnylozubovo, Bobrinets",1,"Serravallian","",13.82,11.62,60839,"gp_mid",37.94,44.39,"302",1,12.72,"serravallian",1
"21473",60240,"col","",35.034168,49.484722,"Grigoryevka",NA,"",1,"Serravallian","",13.82,11.62,17253,"gp_mid",35.57,46.76,"302",1,12.72,"serravallian",1
"21475",60243,"col","",34.400833,47.488888,"Kamenka-Dneprovskaya",NA,"",1,"Serravallian","",13.82,11.62,60839,"gp_mid",34.96,44.77,"302",1,12.72,"serravallian",1
"21476",60244,"col","",36.381943,45.195831,"Tobechnik",NA,"Uzunlar, Ossovinu, Kyz-Aul, Kamysh-Burun",4,"Serravallian","",13.82,11.62,17253,"gp_mid",36.84,42.47,"302",1,12.72,"serravallian",1
"21477",60246,"col","",32.788612,46.933613,"Kirovo",NA,"",2,"Serravallian","",13.82,11.62,17253,"gp_mid",33.42,44.22,"302",1,12.72,"serravallian",1
"21479",60248,"col","",36.400002,45.456944,"Mount Mitridat",NA,"",2,"Serravallian","",13.82,11.62,17253,"gp_mid",36.86,42.73,"302",1,12.72,"serravallian",1
"21480",60249,"col","",34.423332,46.965832,"Novoaleksandrovka",NA,"",1,"Serravallian","",13.82,11.62,17253,"gp_mid",34.98,44.25,"302",1,12.72,"serravallian",1
"21481",60250,"col","",33.914165,47.545277,"Novovorontsovka",NA,"",2,"Serravallian","",13.82,11.62,17253,"gp_mid",34.5,44.83,"302",1,12.72,"serravallian",1
"21484",60253,"col","",33.958889,49.477501,"Suchaya Kalina",NA,"",2,"Serravallian","",13.82,11.62,17253,"gp_mid",34.55,46.76,"302",1,12.72,"serravallian",1
"21485",60254,"col","",32.490002,45.34639,"Olenevka",NA,"Tarchankut, Cape Tarkhan",4,"Serravallian","",13.82,11.62,17253,"gp_mid",33.12,42.63,"302",1,12.72,"serravallian",1
"21487",60256,"col","",33.013058,46.779446,"Tyagnika",NA,"",19,"Serravallian","",13.82,11.62,17253,"gp_mid",33.63,44.06,"302",1,12.72,"serravallian",1
"21488",60257,"col","",35.258888,47.393055,"Vasilyevka",NA,"",1,"Serravallian","",13.82,11.62,17253,"gp_mid",35.78,44.67,"302",1,12.72,"serravallian",1
"21489",60258,"col","",33.950001,47.183334,"Velikaya Lepeticha",NA,"",1,"Serravallian","",13.82,11.62,17253,"gp_mid",34.53,44.46,"302",1,12.72,"serravallian",1
"21491",60260,"col","",37.627499,47.121666,"Maryupol",NA,"Zhdanov, Mariupol'",1,"Serravallian","",13.82,11.62,17253,"gp_mid",38.03,44.4,"302",1,12.72,"serravallian",1
"21494",60263,"col","",34.934631,48.53418,"Zheltokamenka",NA,"",17,"Serravallian","",13.82,11.62,24838,"gp_mid",35.47,45.81,"302",1,12.72,"serravallian",1
"21496",60265,"col","",33.973331,47.379723,"Zolotaya Balka",NA,"",2,"Serravallian","",13.82,11.62,17253,"gp_mid",34.55,44.66,"302",1,12.72,"serravallian",1
"21497",60266,"col","",28.768612,47.093056,"Gidigich",NA,"Gidigish, Gidignitsy, Ghidighici",1,"Serravallian","",13.82,11.62,17253,"gp_mid",29.59,44.4,"302",1,12.72,"serravallian",1
"21500",60269,"col","",31.200001,47.066666,"Kayiry",NA,"",1,"Serravallian","",13.82,11.62,17253,"gp_mid",31.91,44.36,"302",1,12.72,"serravallian",1
"21501",60270,"col","",29.110277,47.307499,"Kuchiyery",NA,"",1,"Serravallian","",13.82,11.62,17253,"gp_mid",29.92,44.61,"302",1,12.72,"serravallian",1
"21502",60271,"col","",29.6325,46.852222,"Tiraspol",NA,"",9,"Serravallian","",13.82,11.62,17253,"gp_mid",30.41,44.15,"302",1,12.72,"serravallian",1
"21503",60272,"col","",41.996113,47.697224,"Tsymlyansk",NA,"",1,"Serravallian","",13.82,11.62,17253,"gp_mid",42.19,44.98,"302",1,12.72,"serravallian",1
"21504",60273,"col","",49.5,40.5275,"Perekishkyul, Miocene",NA,"",3,"Serravallian","",13.82,11.62,12757,"gp_mid",49.45,37.85,"402",1,12.72,"serravallian",1
"21506",60275,"col","",13.227778,48.026943,"Heilegenstadt",NA,"",1,"Serravallian","",13.82,11.62,17253,"gp_mid",14.8,45.54,"305",1,12.72,"serravallian",1
"21511",60280,"col","",28.0725,44.09222,"Dobrogea",NA,"Adamclici, Andincata, Cavarna, Ciobanita, Credinta, South Dobrogea, Constanza, Varna, Urluia, Sipote, Plopeni, Credinta, Casicea, Cotu Vaii",7,"Serravallian","",13.82,11.62,26985,"gp_mid",29.3,40.42,"308",1,12.72,"serravallian",1
"21559",60376,"col","Choptank",-76.574165,38.391388,"Jones Wharf, Zone 17-18",NA,"Drumcliff",37,"Serravallian","",13.82,11.62,15352,"gp_mid",-70.5,39.91,"109",1,12.72,"serravallian",1
"22332",61376,"col","",20.716667,49.599998,"Kamienica Nawojowska, Nowy Sacz Basin, Polish Carpathians",NA,"",2,"Badenian","",13.65,12.7,17681,"gp_mid",21.99,46.99,"305",1,13.175,"serravallian",1
"24195",64781,"col","",-75.233887,3.840556,"Ortega",NA,"",1,"Laventan","",13.8,11.8,14028,"gp_mid",-71.61,4.63,"203",1,12.8,"serravallian",1
"24994",65957,"col","Lagos Portimao",-8.673333,37.101944,"Lagos",NA,"Praia do Canavial",1,"Serravallian","",13.82,11.62,18869,"gp_mid",-6.86,35.21,"304",1,12.72,"serravallian",1
"25058",66064,"col","",50.796944,44.410278,"Manguishlak",NA,"Mangyshlak, Uira-Tam, Kyrk-Kysiak",2,"Serravallian","",13.82,11.62,18919,"gp_mid",50.63,41.75,"402",1,12.72,"serravallian",1
"26327",68263,"col","Coquimbo",-71.5,-30.333332,"Tongoy area, Coquimbo Formation, Unit 3",NA,"",7,"Serravallian","",13.82,11.62,19640,"gp_mid",-68.98,-29.64,"291",1,12.72,"serravallian",1
"27219",69716,"col","",17.006111,48.196388,"Dubravska hlavica",NA,"",3,"Serravallian","",13.82,11.62,23390,"gp_mid",19.12,44.84,"308",1,12.72,"serravallian",1
"27388",70048,"col","",24.549999,43.483334,"Bivolare reef, Pleven, NW Bulgaria",NA,"Reef 1624",17,"Badenian","",13.65,12.7,23516,"gp_mid",25.95,39.9,"308",1,13.175,"serravallian",1
"27389",70049,"col","",23.366667,43.450001,"Okhrid reef, Montana, NW Bulgaria",NA,"Reef 1625",5,"Badenian","",13.65,12.7,23516,"gp_mid",24.83,39.9,"308",1,13.175,"serravallian",1
"27649",70509,"col","",26.459167,46.427223,"Janezeva Gorca",NA,"Bizeljsko",8,"Badenian","",13.65,12.7,23681,"gp_mid",27.38,43.75,"302",1,13.175,"serravallian",1
"27682",70546,"col","Choptank",-76.442223,38.436111,"Calvert Cliffs Nuclear Power Plant, Zone 17",NA,"",60,"Serravallian","",13.82,11.62,23667,"gp_mid",-70.36,39.95,"109",1,12.72,"serravallian",1
"27701",70569,"col","",26.416668,49,"Medobory region (Ternopil-Kamyanets-Podilskyy), serpulid-microbialite buildups",NA,"Reef 825",20,"Serravallian","",13.82,11.62,23686,"gp_mid",27.39,46.33,"302",1,12.72,"serravallian",1
"27702",70570,"col","",27.15,47.950001,"Ripiceni, Prut Valley, serpulid-microbialite mud-mounds, Moldavia",NA,"Reef 3575",8,"Serravallian","",13.82,11.62,23687,"gp_mid",28.07,45.27,"302",1,12.72,"serravallian",1
"27705",70575,"col","",22.683332,47.133331,"Plopis Mountains, Simleu Basin, Salaj",NA,"Reef 3576",20,"Serravallian","",13.82,11.62,23692,"gp_mid",24.38,43.6,"308",1,12.72,"serravallian",1
"27735",70617,"col","",23.299999,45.166668,"Schela, serpulid-microbial bioherms, S Carpathians, Gorj",NA,"Reef 3577",8,"Serravallian","",13.82,11.62,23692,"gp_mid",24.85,41.62,"308",1,12.72,"serravallian",1
"27736",70618,"col","",27.216667,47.816666,"North Moldavian Platform, Prut Valley, serpulid-microbialite bioherms, Moldavia",NA,"Reef 3575",9,"Serravallian","",13.82,11.62,23692,"gp_mid",28.13,45.14,"302",1,12.72,"serravallian",1
"27915",70843,"col","Calvert",-76.482498,38.471668,"Governor Run, south, Zone 17",NA,"Calvert Beach north, Matoaka Cottages",6,"Serravallian","",13.82,11.62,23697,"gp_mid",-70.4,39.99,"109",1,12.72,"serravallian",1
"27916",70844,"col","Calvert",-76.461945,38.450279,"Flag Ponds, Zone 17",NA,"",19,"Serravallian","",13.82,11.62,23697,"gp_mid",-70.38,39.97,"109",1,12.72,"serravallian",1
"27917",70845,"col","Calvert",-76.461945,38.450279,"Flag Ponds, Zone 18",NA,"",6,"Serravallian","",13.82,11.62,23697,"gp_mid",-70.38,39.97,"109",1,12.72,"serravallian",1
"27918",70846,"col","Calvert",-76.461945,38.450279,"Flag Ponds, Zone 19",NA,"",30,"Serravallian","",13.82,11.62,23697,"gp_mid",-70.38,39.97,"109",1,12.72,"serravallian",1
"27919",70847,"col","Calvert",-76.461945,38.450279,"Flag Ponds, Zone 20",NA,"",3,"Serravallian","",13.82,11.62,23697,"gp_mid",-70.38,39.97,"109",1,12.72,"serravallian",1
"27920",70848,"col","Calvert",-76.461945,38.450279,"Flag Ponds, Zone 21",NA,"",1,"Serravallian","",13.82,11.62,23697,"gp_mid",-70.38,39.97,"109",1,12.72,"serravallian",1
"27926",70854,"col","Choptank",-76.495277,38.383331,"Saint Leonard Creek, Zone 17",NA,"St. Leonards Creek",9,"Serravallian","",13.82,11.62,23697,"gp_mid",-70.42,39.9,"109",1,12.72,"serravallian",1
"27927",70855,"col","Choptank",-76.574165,38.391388,"Jones Wharf, Zone 19",NA,"Drumcliff",12,"Serravallian","",13.82,11.62,23697,"gp_mid",-70.5,39.91,"109",1,12.72,"serravallian",1
"28436",71638,"col","Choptank",-76.478615,38.357224,"Hellen Creek, Zone 19",NA,"",4,"Serravallian","",13.82,11.62,16985,"gp_mid",-70.4,39.87,"109",1,12.72,"serravallian",1
"28437",71639,"col","Choptank",-76.478615,38.357224,"Hellen Creek, Zone 20",NA,"",2,"Serravallian","",13.82,11.62,16985,"gp_mid",-70.4,39.87,"109",1,12.72,"serravallian",1
"28440",71643,"col","Choptank",-76.800278,38.168888,"Haulover Inlet, Zone 19",NA,"",8,"Serravallian","",13.82,11.62,16985,"gp_mid",-70.75,39.71,"109",1,12.72,"serravallian",1
"28525",71815,"col","Choptank",-76.432503,38.429169,"South of Camp Conoy Road, Zone 19",NA,"",2,"Serravallian","",13.82,11.62,24251,"gp_mid",-70.35,39.94,"109",1,12.72,"serravallian",1
"28526",71817,"col","Choptank",-76.870834,38.170555,"Horsehead Cliffs, Zone 17-18",NA,"Westmoreland State Park\r\n",3,"Serravallian","",13.82,11.62,24251,"gp_mid",-70.82,39.71,"109",1,12.72,"serravallian",1
"28527",71818,"col","Choptank",-76.800278,38.168888,"Haulover Inlet, Zone 17-18",NA,"",1,"Serravallian","",13.82,11.62,24251,"gp_mid",-70.75,39.71,"109",1,12.72,"serravallian",1
"28528",71819,"col","Choptank",-76.415558,38.413891,"Rocky Point, Zone 19",NA,"",3,"Serravallian","",13.82,11.62,24251,"gp_mid",-70.33,39.93,"109",1,12.72,"serravallian",1
"28755",72239,"col","",23.65,46.5,"Moldovenesti",NA,"",3,"Badenian","",13.65,12.7,24455,"gp_mid",25.26,42.94,"308",1,13.175,"serravallian",1
"28760",72240,"col","",23.883333,46.383331,"Uioara",NA,"",5,"Badenian","",13.65,12.7,24455,"gp_mid",25.47,42.82,"308",1,13.175,"serravallian",1
"28761",72241,"col","",23.633333,46.349998,"Cacova",NA,"",2,"Badenian","",13.65,12.7,24455,"gp_mid",25.23,42.79,"308",1,13.175,"serravallian",1
"28762",72242,"col","",23.666668,46.366669,"Lopadea",NA,"",2,"Badenian","",13.65,12.7,24455,"gp_mid",25.26,42.81,"308",1,13.175,"serravallian",1
"28763",72243,"col","",23.633333,46.283333,"Girbova",NA,"",11,"Badenian","",13.65,12.7,24455,"gp_mid",25.23,42.72,"308",1,13.175,"serravallian",1
"28764",72244,"col","",22.483334,45.849998,"Lapugiul de Sus",NA,"",19,"Badenian","",13.65,12.7,24455,"gp_mid",24.12,42.32,"308",1,13.175,"serravallian",1
"28765",72245,"col","",22.516666,45.849998,"Panc",NA,"",6,"Badenian","",13.65,12.7,24455,"gp_mid",24.15,42.32,"308",1,13.175,"serravallian",1
"28766",72246,"col","",22.366667,45.900002,"Costei",NA,"",11,"Badenian","",13.65,12.7,24455,"gp_mid",24.02,42.38,"308",1,13.175,"serravallian",1
"28767",72247,"col","",22.916668,45.766666,"Buituri",NA,"",8,"Badenian","",13.65,12.7,24455,"gp_mid",24.53,42.23,"308",1,13.175,"serravallian",1
"28768",72248,"col","",23.583332,47.666668,"Baia Mare Basin",NA,"",9,"Badenian","",13.65,12.7,24455,"gp_mid",25.26,44.11,"308",1,13.175,"serravallian",1
"28769",72249,"col","",22.799999,47.233334,"Simleu Basin",NA,"",13,"Badenian","",13.65,12.7,24455,"gp_mid",24.5,43.7,"308",1,13.175,"serravallian",1
