"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin","ext"
"60",1225,"col","Hartz Fjeld",-21.969999,70.480003,"Milne Land M3/2",NA,"",9,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"61",1245,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M 10/2",NA,"",5,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"62",1259,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M13/42",NA,"",6,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"63",1263,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M13/16",NA,"",1,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"64",1264,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M 13/13",NA,"",3,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"65",1277,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M13/7",NA,"",4,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"92",1404,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M17",NA,"",0,"Tithonian","",152.1,145,41,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"136",1206,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/12",NA,"",17,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"137",1222,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/19",NA,"",6,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"138",1207,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/14",NA,"",6,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"139",1200,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M13/19",NA,"",17,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"140",1202,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/16",NA,"",13,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"141",1203,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/10",NA,"",25,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"142",1205,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M22/3",NA,"",20,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"143",1210,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/6",NA,"",27,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"144",1216,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/d",NA,"",14,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"145",1218,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/f",NA,"",16,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"146",1219,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/20",NA,"",19,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"147",1220,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/8",NA,"",9,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"148",1221,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M1/13a",NA,"",10,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"149",1226,"col","Hartz Fjeld",-21.969999,70.480003,"Milne Land M3/1",NA,"",6,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"150",1228,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M4/5",NA,"",15,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"151",1229,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M4/9",NA,"",17,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"152",1230,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M4/11",NA,"",17,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"153",1232,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M4/19",NA,"",20,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"154",1234,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M2/4",NA,"",27,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"155",1235,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M8/14",NA,"",16,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"156",1236,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M8/6",NA,"",11,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"157",1237,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M8/8aa",NA,"",14,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"158",1238,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M8/8ab",NA,"",11,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
"159",1240,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M8/2",NA,"",40,"Tithonian","",152.1,145,37,"gp_mid",13.83,46.14,"102",1,148.55,"tithonian",1
