"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number","ext"
"40509",60835,"col","Flint River",-84.58,30.91,"USGS Loc. 7079 - Mascot Point (Flint River Fm)",NA,"",19,"Early Oligocene","",33.9,28.4,17529,"gp_mid",-71.55,34.01,"109",31.15,"rupelian",9781,-79.3741,28.7841,12,1
"40510",60836,"col","Flint River",-84.58,30.91,"USGS 7094 - Railway bridge (Flint River Fm)",NA,"Station 7094",1,"Early Oligocene","",33.9,28.4,17529,"gp_mid",-71.55,34.01,"109",31.15,"rupelian",9781,-79.3741,28.7841,12,1
"40511",60837,"col","Flint River",-84.58,30.91,"USGS 7095 - Lambert Island (Flint River Fm)",NA,"Station 7095",6,"Early Oligocene","",33.9,28.4,17529,"gp_mid",-71.55,34.01,"109",31.15,"rupelian",9781,-79.3741,28.7841,12,1
"40512",60838,"col","Flint River",-84.58,30.91,"USGS 7096 - Red Bluff (Flint River Fm)",NA,"Station 7096",25,"Early Oligocene","",33.9,28.4,17529,"gp_mid",-71.55,34.01,"109",31.15,"rupelian",9781,-79.3741,28.7841,12,1
"40513",60839,"col","Flint River",-84.58,30.91,"USGS 7131 - Cherry Chute (Flint River Fm)",NA,"Station 7131",3,"Early Oligocene","",33.9,28.4,17529,"gp_mid",-71.55,34.01,"109",31.15,"rupelian",9781,-79.3741,28.7841,12,1
"40514",60840,"col","Flint River",-84.58,30.91,"USGS 7132 - Little Horeshoe Point (Flint River Fm)",NA,"Station 7132",2,"Early Oligocene","",33.9,28.4,17529,"gp_mid",-71.55,34.01,"109",31.15,"rupelian",9781,-79.3741,28.7841,12,1
"40515",60841,"col","Flint River",-84.58,30.91,"USGS 7150 - Wagon bridge (Flint River Fm)",NA,"Station 7150",4,"Early Oligocene","",33.9,28.4,17529,"gp_mid",-71.55,34.01,"109",31.15,"rupelian",9781,-79.3741,28.7841,12,1
"40598",60951,"col","Suwannee Limestone",-82.71,29.92,"USGS Loc. 6818, 12749 - Near Ft. White [Suwannee Lms]",NA,"Mansfield Loc. 47",4,"Rupelian","",33.9,28.1,17425,"gp_mid",-69.84,32.78,"109",31,"rupelian",9809,-75.6885,28.4949,12,1
"40600",60953,"col","Suwannee Limestone",-82.75,29.87,"USGS Loc. 12035 - W of Santa Fe River [Suwannee Lmst]",NA,"Mansfield Loc. 49",2,"Rupelian","",33.9,28.1,17425,"gp_mid",-69.89,32.73,"109",31,"rupelian",9810,-75.6885,28.4949,12,1
"40604",60957,"col","Suwannee Limestone",-83.17,30.38,"USGS locality 6821, 12309 - Ellaville [Suwannee Lmst]",NA,"Mansfield Loc. 51",1,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.22,33.3,"109",31,"rupelian",9813,-75.6885,28.4949,12,1
"40605",60958,"col","Moneague",-77.12,18.27,"Moneague-Goshen Rd, St Ann's Parish [Moneague Fm]",NA,"",4,"Early Oligocene","",33.9,28.4,17559,"gp_mid",NA,NA,"coordinates not computable using this model",31.15,"rupelian",9814,-82.2093,12.2528,12,1
"40607",60960,"col","Suwannee Limestone",-83.13,30.36,"USGS Loc. 6828, 12746 - Falmouth [Suwannee Lmst]",NA,"",7,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.18,33.27,"109",31,"rupelian",9815,-75.6885,28.4949,12,1
"40612",60965,"col","Suwannee Limestone",-83.1,30.3,"USGS Loc. 12711, 12712, 12741, 12742 - Ellaville [Suwannee Lmst]",NA,"Mansfield Loc. 52",2,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.16,33.21,"109",31,"rupelian",9818,-75.6885,28.4949,12,1
"40616",60968,"col","Suwannee Limestone",-83.71,30.28,"USGS Loc. 6826, 11109 - Old Lyle Quarry [Suwannee Lmst]",NA,"Mansfield Loc. 50",34,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.79,33.27,"109",31,"rupelian",9821,-75.6885,28.4949,12,1
"40618",60970,"col","Suwannee Limestone",-83.7,30.28,"USGS Loc. 6825 - West of Live Oak [Suwannee Lmst]",NA,"",10,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.78,33.27,"109",31,"rupelian",9822,-75.6885,28.4949,12,1
"40619",60971,"col","Suwannee Limestone",-83.17,30.4,"USGS Loc. 7339, 11110, 12303 - Suwannee Sulphur Springs [Suwannee Lmst]",NA,"",11,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.21,33.31,"109",31,"rupelian",9823,-75.6885,28.4949,12,1
"40620",60972,"col","Suwannee Limestone",-82.94,29.81,"USGS Loc. 12739 - Noble Ferry Bridge [Suwanee Lmst]",NA,"Mansfield Loc. 55",1,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.09,32.7,"109",31,"rupelian",9824,-75.6885,28.4949,12,1
"40621",60973,"col","Suwannee Limestone",-82.94,29.81,"USGS Loc. 12738 - Ellaville [Suwannee Lmst]",NA,"Mansfield Loc. 54",1,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.09,32.7,"109",31,"rupelian",9824,-75.6885,28.4949,12,1
"40622",60974,"col","Suwannee Limestone",-83.6,30.12,"USGS Loc. 12737 - Near Perry [Suwannee Lmst]",NA,"Mansfield Loc. 56",3,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.71,33.1,"109",31,"rupelian",9825,-75.6885,28.4949,12,1
"40623",60975,"col","Suwannee Limestone",-83.8,30.38,"USGS Loc. 12298 - Flint Rock [Suwannee Lmst]",NA,"Mansfield Loc. 57",8,"Rupelian","",33.9,28.1,17425,"gp_mid",-70.86,33.38,"109",31,"rupelian",9826,-75.6885,28.4949,12,1
"40624",60976,"col","Suwannee Limestone",-83.94,30.37,"USGS Loc. 4990, 12299 - Walker Spring [Suwannee Lmst]",NA,"Mansfield Loc. 58",5,"Rupelian","",33.9,28.1,17425,"gp_mid",-71.01,33.39,"109",31,"rupelian",9827,-75.6885,28.4949,12,1
"40625",60977,"col","Suwannee Limestone",-83.96,30.17,"USGS Loc. 2372 - Wacissa Swamp [Suwannee Lmst]",NA,"",4,"Rupelian","",33.9,28.1,17425,"gp_mid",-71.06,33.19,"109",31,"rupelian",9828,-75.6885,28.4949,12,1
"40626",60978,"col","Suwannee Limestone",-83.95,30.36,"USGS Loc. 12301, 12302 - Wacissa [Suwannee Lmst]",NA,"Mansfield Loc. 59",5,"Rupelian","",33.9,28.1,17425,"gp_mid",-71.02,33.38,"109",31,"rupelian",9829,-75.6885,28.4949,12,1
"40761",61119,"col","Suwannee Limestone",-82.59,28.9,"Crystal River Rock Co. Quarry - Bed 9 (Suwannee Lmst)",NA,"",1,"Early Oligocene","",33.9,28.4,17557,"gp_mid",-69.9,31.76,"109",31.15,"rupelian",9841,-75.6885,28.4949,12,1
"40763",61121,"col","Suwannee Limestone",-82.59,28.9,"Crystal River Rock Co. Quarry - Bed 11 (Suwannee Lmst)",NA,"",2,"Early Oligocene","",33.9,28.4,17557,"gp_mid",-69.9,31.76,"109",31.15,"rupelian",9841,-75.6885,28.4949,12,1
"40764",61122,"col","Suwannee Limestone",-82.59,28.9,"Crystal River Rock Co. Quarry - Bed 12 (Suwannee Lmst)",NA,"",5,"Early Oligocene","",33.9,28.4,17557,"gp_mid",-69.9,31.76,"109",31.15,"rupelian",9841,-75.6885,28.4949,12,1
"40765",61123,"col","Suwannee Limestone",-82.59,28.9,"Crystal River Rock Co. Quarry - Bed 13 (Suwannee Lmst)",NA,"",7,"Early Oligocene","",33.9,28.4,17557,"gp_mid",-69.9,31.76,"109",31.15,"rupelian",9841,-75.6885,28.4949,12,1
"40862",61231,"col","",-97.68,20.7,"Station 52 La Cieba Crossing, Tumbadero",NA,"",1,"Early Oligocene","",33.9,28.4,17583,"gp_mid",-86.68,25.57,"101",31.15,"rupelian",9866,-91.4782,19.7201,12,1
"40863",61232,"col","Palma Real",-97.68,20.7,"Station 53 La Cieba Crossing, Tumbadero",NA,"",2,"Early Oligocene","",33.9,28.4,17583,"gp_mid",-86.68,25.57,"101",31.15,"rupelian",9866,-91.4782,19.7201,12,1
"40864",61233,"col","Palma Real",-97.68,20.7,"Station 54 La Cieba Crossing, Tumbadero",NA,"",1,"Early Oligocene","",33.9,28.4,17583,"gp_mid",-86.68,25.57,"101",31.15,"rupelian",9866,-91.4782,19.7201,12,1
"40914",61286,"col","Old Church",-76.39,37.1,"Langley Core, VA - 155.48-155.51 m (Old Church Fm)",NA,"510.1-510.2 ft",1,"Early Oligocene","",33.9,28.4,17631,"gp_mid",-61.94,38.97,"109",31.15,"rupelian",9884,-67.5809,35.4096,12,1
"43372",65039,"col","",-79.46,21.82,"Paredes",NA,"",1,"Early Oligocene","",33.9,28.4,18733,"gp_mid",-67.96,24.32,"206",31.15,"rupelian",10458,-72.6986,20.7384,12,1
"43383",65061,"col","",7.54,47.42,"Brislach",NA,"",1,"Rupelian","",33.9,28.1,18736,"gp_mid",11.52,42.06,"305",31,"rupelian",10466,2.329,44.9762,12,1
"43384",65062,"col","",9.3,47.69,"Obermatt Quarry",NA,"Stetten",1,"Rupelian","",33.9,28.1,18736,"gp_mid",13.14,42.27,"305",31,"rupelian",10467,2.329,44.9762,12,1
"43397",65077,"col","Alzey",8.04,49.79,"Flonheim",NA,"",5,"Rupelian","",33.9,28.1,18736,"gp_mid",12.15,44.41,"315",31,"rupelian",10478,2.0493,47.4687,12,1
"43398",65078,"col","",8.16,49.76,"Alzey",NA,"",3,"Early Oligocene","",33.9,28.4,18736,"gp_mid",12.26,44.38,"315",31.15,"rupelian",10479,2.0493,47.4687,12,1
"43407",65088,"col","Alzey",7.98,49.79,"Eckelsheim",NA,"",2,"Rupelian","",33.9,28.1,18736,"gp_mid",12.1,44.42,"315",31,"rupelian",10488,2.0493,47.4687,12,1
"44067",65960,"col","Jebel Qatrani",30.58,29.64,"NNW of Birket Qarun",NA,"NNW of Birket-el-Qurun",39,"Rupelian","",33.9,28.1,11955,"gp_mid",31.91,20.75,"715",31,"rupelian",10647,25.3985,25.4583,12,1
"44229",66190,"col","Ashley",-80.11,32.81,"COC AF-18",NA,"",4,"Rupelian","",33.9,28.1,18958,"gp_mid",-66.63,35.27,"109",31,"rupelian",10697,-71.7627,30.7029,12,1
"44230",66191,"col","Ashley",-80.23,32.98,"COC AF-17",NA,"",1,"Rupelian","",33.9,28.1,18958,"gp_mid",-66.72,35.46,"109",31,"rupelian",10698,-71.7627,30.7029,12,1
"45373",67912,"col","Deborah Volcanic",170.98,-45.09,"S136/f702 - Deborah Volcanic Fm, Old Rifle Butts",NA,"GS5669; Coll# 3100 (Hendy PhD)",3,"Early Oligocene","",33.9,28.4,18671,"gp_mid",-165.81,-46.67,"807",31.15,"rupelian",11000,-173.4881,-52.2109,12,1
"45385",67924,"col","Deborah Volcanic",170.91,-45.18,"S136/f493 - Deborah Volcanic Fm, Gee's Point",NA,"GS1982; Coll# 3095 (Hendy PhD)",4,"Early Oligocene","",33.9,28.4,18671,"gp_mid",-165.88,-46.76,"807",31.15,"rupelian",11006,-173.4881,-52.2109,12,1
"45386",67925,"col","Deborah Volcanic",170.91,-45.18,"S136/f571 - Everett's Quarry [Deborah Volcanic Fm]",NA,"GS3881",21,"Early Oligocene","",33.9,28.4,18671,"gp_mid",-165.88,-46.76,"807",31.15,"rupelian",11006,-173.4881,-52.2109,12,1
"45387",67926,"col","Deborah Volcanic",170.91,-45.18,"S136/f600 - White Rocks Road [Deborah Volcanic Fm]",NA,"GS5299",1,"Early Oligocene","",33.9,28.4,18671,"gp_mid",-165.88,-46.76,"807",31.15,"rupelian",11006,-173.4881,-52.2109,12,1
"45388",67927,"col","Deborah Volcanic",170.91,-45.18,"S136/f708 - White Rocks Road [Deborah Volcanic Fm]",NA,"GS5672",2,"Early Oligocene","",33.9,28.4,18671,"gp_mid",-165.88,-46.76,"807",31.15,"rupelian",11006,-173.4881,-52.2109,12,1
"45389",67928,"col","Deborah Volcanic",170.91,-45.18,"Deborah Volcanic Fm, Kakanui Beach",NA,"Coll# 3099 (Hendy PhD)",6,"Early Oligocene","",33.9,28.4,18671,"gp_mid",-165.88,-46.76,"807",31.15,"rupelian",11006,-173.4881,-52.2109,12,1
"45455",68021,"col","",8.82,49.15,"Frauenweiler",NA,"Grube Unterfeld; Bott-Eder clay pit; Rauenberg",296,"Rupelian","",33.9,28.1,25150,"gp_mid",12.81,43.74,"305",31,"rupelian",11019,2.0493,47.4687,12,1
"46227",68876,"col","Calcaires lithographiques de Vachères",5.63,43.93,"Pichovet",NA,"",4,"MP 24","",33.9,28.4,19878,"gp_mid",9.52,38.65,"305",31.15,"rupelian",11239,2.5854,42.483,12,1
"46228",68877,"col","",-1.15,40.97,"Olalla 4A",NA,"",14,"Early Oligocene","",33.9,28.4,19879,"gp_mid",3.17,36.3,"304",31.15,"rupelian",11240,-3.8765,36.8637,12,1
"46229",68878,"col","",-0.8,40.83,"Montalbán 1D",NA,"Montalban 1D",19,"Early Oligocene","",33.9,28.4,19879,"gp_mid",3.5,36.16,"304",31.15,"rupelian",11241,-3.8765,36.8637,12,1
"46711",69701,"col","Calcareniti di Castelgomberto",11.52,45.43,"Colli Berici, Vicenza",NA,"Reef 683",35,"Early Oligocene","",33.9,28.4,23384,"gp_mid",16.27,38.14,"307",31.15,"rupelian",11425,9.6638,40.8005,12,1
"46724",69724,"col","Moneague",-77.37,18.4,"Browns Town area, St. Ann parish [Browns Town Lmst, Moneague Fm]",NA,"Reef 2870",54,"Early Oligocene","",33.9,28.4,23393,"gp_mid",NA,NA,"coordinates not computable using this model",31.15,"rupelian",11433,-82.2093,12.2528,12,1
"46792",69805,"col","",-2.34,48.48,"Vayres-sure-Essone",NA,"Carrière de La Roche-Cassée",41,"Early Oligocene","",33.9,28.4,23435,"gp_mid",2.62,43.55,"305",31.15,"rupelian",11450,-8.3393,44.4519,12,1
"46906",69968,"col","Calvene",11.6,45.77,"Crosara area, loc. 33, Crosara unit, Vicenza",NA,"Reef 3570",13,"Early Oligocene","",33.9,28.4,23489,"gp_mid",16.45,38.45,"307",31.15,"rupelian",11485,9.6638,40.8005,12,1
"46907",69969,"col","Calvene",11.6,45.77,"Crosara area, loc. 34, Crosara unit, Vicenza",NA,"Reef 3570",10,"Early Oligocene","",33.9,28.4,23489,"gp_mid",16.45,38.45,"307",31.15,"rupelian",11485,9.6638,40.8005,12,1
"46908",69970,"col","Calvene",11.6,45.77,"Crosara area, loc. 36, Crosara unit, Vicenza",NA,"Reef 3570",11,"Early Oligocene","",33.9,28.4,23489,"gp_mid",16.45,38.45,"307",31.15,"rupelian",11485,9.6638,40.8005,12,1
"46935",70053,"col","Castelgomberto",11.38,45.58,"Castelgomberto patch reefs, eastern Lessini Mountains, Vicenza",NA,"Reef 684, Zaia",21,"Rupelian","",33.9,28.1,23518,"gp_mid",16.21,38.31,"307",31,"rupelian",11491,9.6638,40.8005,12,1
"47182",70445,"col","Arakayskaya",142.06,47.05,"Arakayskaya Suite - Yazychnitsa River, Kholmsk District, Sakhalin",NA,"",27,"Early Oligocene","",33.9,28.4,23628,"gp_mid",136.09,50.8,"610",31.15,"rupelian",11532,141.0799,52.4578,12,1
"47200",70463,"col","Gastellovskaya",142.96,49.1,"Gastellovskaya Suite (lower and middle) - Gastellovka River, Poronaysk District, Sakhalin",NA,"",19,"Early Oligocene","",33.9,28.4,23628,"gp_mid",137.81,51.44,"609",31.15,"rupelian",11536,141.406,54.9503,12,1
"47203",70466,"col","Gennoyshinskaya",142.33,51.17,"Gennoyshinskaya Suite - Khoyndzho Point, Aleksandrovsk-Sakhalinsky District, Sakhalin",NA,"",8,"Early Oligocene","",33.9,28.4,23628,"gp_mid",135.06,54.87,"610",31.15,"rupelian",11537,141.406,54.9503,12,1
"47243",70518,"col","Machigarskaya",142.56,54.16,"Machigarskaya Suite - Schmidt Peninsula, Okha District, Sakhalin",NA,"",52,"Early Oligocene","",33.9,28.4,23628,"gp_mid",135.49,56.32,"609",31.15,"rupelian",11551,142.1983,59.9322,12,1
"47423",70725,"col","Yubetsu",144.08,43.25,"YBY-1 - Soun Mudstone Mbr, Yubetsu Fm, Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47424",70726,"col","Yubetsu",144.08,43.25,"YBY-2 - Soun Mudstone Mbr, Yubetsu Fm, Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47425",70727,"col","Yubetsu",144.08,43.25,"YBY-3 - Soun Mudstone Mbr, Yubetsu Fm, Akan district",NA,"",2,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47426",70728,"col","Yubetsu",144.08,43.25,"YBY-4 - Soun Mudstone Mbr, Yubetsu Fm, Akan district",NA,"",2,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47427",70729,"col","Shitakara",144.08,43.25,"SK1-1 - Shitakara Fm (lower), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47428",70730,"col","Shitakara",144.08,43.25,"SK1-2 - Shitakara Fm (lower), Akan district",NA,"",2,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47429",70731,"col","Shitakara",144.08,43.25,"SK1-3 - Shitakara Fm (lower), Akan district",NA,"",3,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47430",70732,"col","Shitakara",144.08,43.25,"SK2-1 - Shitakara Fm (middle), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47431",70733,"col","Shitakara",144.08,43.25,"SK2-2 - Shitakara Fm (middle), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47432",70734,"col","Shitakara",144.08,43.25,"SK2-3 - Shitakara Fm (middle), Akan district",NA,"",4,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47433",70735,"col","Shitakara",144.08,43.25,"SK2-4 - Shitakara Fm (middle), Akan district",NA,"",2,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47434",70736,"col","Shitakara",144.08,43.25,"SK2-5 - Shitakara Fm (middle), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47435",70737,"col","Shitakara",144.08,43.25,"SK2-6 - Shitakara Fm (middle), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47436",70738,"col","Shitakara",144.08,43.25,"SK2-7 - Shitakara Fm (middle), Akan district",NA,"",3,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47437",70739,"col","Shitakara",144.08,43.25,"SK2-8 - Shitakara Fm (middle), Akan district",NA,"",3,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47438",70740,"col","Shitakara",144.08,43.25,"SK2-9 - Shitakara Fm (middle), Akan district",NA,"",4,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47439",70741,"col","Shitakara",144.08,43.25,"SK2-10 - Shitakara Fm (middle), Akan district",NA,"",3,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47440",70742,"col","Shitakara",144.08,43.25,"SK2-11 - Shitakara Fm (middle), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47441",70743,"col","Shitakara",144.08,43.25,"SK2-12 - Shitakara Fm (middle), Akan district",NA,"",2,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47442",70744,"col","Shitakara",144.08,43.25,"SK2-13 - Shitakara Fm (middle), Akan district",NA,"",5,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47443",70745,"col","Shitakara",144.08,43.25,"SK2-14 - Shitakara Fm (middle), Akan district",NA,"",4,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47444",70746,"col","Shitakara",144.08,43.25,"SK2-15 - Shitakara Fm (middle), Akan district",NA,"",7,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47445",70747,"col","Shitakara",144.08,43.25,"SK2-16 - Shitakara Fm (middle), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47446",70748,"col","Shitakara",144.08,43.25,"SK2-17 - Shitakara Fm (middle), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47447",70749,"col","Shitakara",144.08,43.25,"SK3-1 - Shitakara Fm (upper), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47448",70750,"col","Shitakara",144.08,43.25,"SK3-2 - Shitakara Fm (upper), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47449",70751,"col","Shitakara",144.08,43.25,"SK3-3 - Shitakara Fm (upper), Akan district",NA,"",2,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47450",70752,"col","Shitakara",144.08,43.25,"SK3-4 - Shitakara Fm (upper), Akan district",NA,"",2,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47451",70753,"col","Shitakara",144.08,43.25,"SK3-5 - Shitakara Fm (upper), Akan district",NA,"",6,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47452",70754,"col","Shitakara",144.08,43.25,"SK3-6 - Shitakara Fm (upper), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47453",70755,"col","Shitakara",144.08,43.25,"SK3-7 - Shitakara Fm (upper), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47454",70756,"col","Shitakara",144.08,43.25,"SK3-8 - Shitakara Fm (upper), Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47455",70757,"col","Shitakara",144.08,43.25,"SK3-9 - Shitakara Fm (upper), Akan district",NA,"",3,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47456",70758,"col","Shakubetsu",144.08,43.25,"SBY-1 - Shakubetsu Fm, Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47457",70759,"col","Shakubetsu",144.08,43.25,"SBY-2 - Shakubetsu Fm, Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47458",70760,"col","Shakubetsu",144.08,43.25,"SBY-3 - Shakubetsu Fm, Akan district",NA,"",5,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47459",70761,"col","Shakubetsu",144.08,43.25,"SBY-4 - Shakubetsu Fm, Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47460",70762,"col","Shakubetsu",144.08,43.25,"SBY-5 - Shakubetsu Fm, Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47461",70763,"col","Shakubetsu",144.08,43.25,"SBY-6 - Shakubetsu Fm, Akan district",NA,"",1,"Early Oligocene","",33.9,28.4,23698,"gp_mid",140.72,45.86,"609",31.15,"rupelian",11590,138.9987,47.36,12,1
"47848",71183,"col","Pleito",-119.19,34.99,"Univ. Cal. Loc. 3179 - Pleito Fm",NA,"",8,"Early Oligocene","",33.9,28.4,23848,"gp_mid",-104.18,38.72,"105",31.15,"rupelian",11703,-109.657,32.9139,12,1
"47849",71184,"col","Pleito",-119.19,34.99,"Univ. Cal. Loc. 3181 - Pleito Fm",NA,"",3,"Early Oligocene","",33.9,28.4,23848,"gp_mid",-104.18,38.72,"105",31.15,"rupelian",11703,-109.657,32.9139,12,1
"47850",71185,"col","Pleito",-119.19,34.99,"Univ. Cal. Loc. 3197 - Pleito Fm",NA,"",6,"Early Oligocene","",33.9,28.4,23848,"gp_mid",-104.18,38.72,"105",31.15,"rupelian",11703,-109.657,32.9139,12,1
"47851",71186,"col","Pleito",-119.19,34.99,"Univ. Cal. Loc. 3198 - Pleito Fm",NA,"",9,"Early Oligocene","",33.9,28.4,23848,"gp_mid",-104.18,38.72,"105",31.15,"rupelian",11703,-109.657,32.9139,12,1
"47852",71187,"col","Pleito",-119.19,34.99,"Univ. Cal. Loc. 3199 - Pleito Fm",NA,"",13,"Early Oligocene","",33.9,28.4,23848,"gp_mid",-104.18,38.72,"105",31.15,"rupelian",11703,-109.657,32.9139,12,1
"47853",71188,"col","Pleito",-119.19,34.99,"Univ. Cal. Loc. 3200 - Pleito Fm",NA,"",15,"Early Oligocene","",33.9,28.4,23848,"gp_mid",-104.18,38.72,"105",31.15,"rupelian",11703,-109.657,32.9139,12,1
"47854",71189,"col","Pleito",-119.19,34.99,"Univ. Cal. Loc. 3201 - Pleito Fm",NA,"",3,"Early Oligocene","",33.9,28.4,23848,"gp_mid",-104.18,38.72,"105",31.15,"rupelian",11703,-109.657,32.9139,12,1
"47855",71190,"col","Pleito",-119.19,34.99,"Univ. Cal. Loc. 3202 - Pleito Fm",NA,"",5,"Early Oligocene","",33.9,28.4,23848,"gp_mid",-104.18,38.72,"105",31.15,"rupelian",11703,-109.657,32.9139,12,1
"47856",71191,"col","Pleito",-119.19,34.99,"Univ. Cal. Loc. 3203 - Pleito Fm",NA,"",7,"Early Oligocene","",33.9,28.4,23848,"gp_mid",-104.18,38.72,"105",31.15,"rupelian",11703,-109.657,32.9139,12,1
