"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin","ext"
"3664",13185,"col","Aquia",-76.960556,37.875,"Piscataway",NA,"",1,"Thanetian","",59.2,56,4382,"gp_mid",-47.6,38.76,"109",1,57.6,"thanetian",1
"3975",21218,"col","Woolwich & Reading Beds",-0.1,51.383331,"Woolwich Beds - Croyden",NA,"",19,"Thanetian","",59.2,56,6504,"gp_mid",8.2,41.53,"315",1,57.6,"thanetian",1
"4186",23239,"col","Woolwich & Reading beds",-0.016667,51.450001,"Woolwich Beds - Counter Hill/Lewisham",NA,"",2,"Thanetian","",59.2,56,6528,"gp_mid",8.27,41.59,"315",1,57.6,"thanetian",1
"4187",23240,"col","Woolwich & Reading beds",0.2,51.466667,"Woolwich Beds, Woolwich",NA,"",1,"Thanetian","",59.2,56,6528,"gp_mid",8.46,41.59,"315",1,57.6,"thanetian",1
"4192",23313,"col","Woolwich & Reading Beds",0.066667,51.349998,"Woolwich Beds - Newington",NA,"",1,"Thanetian","",59.2,56,6528,"gp_mid",8.33,41.48,"315",1,57.6,"thanetian",1
"4193",23318,"col","Woolwich & Reading Beds",0.016667,51.416668,"Woolwich Beds - Bromley",NA,"",1,"Thanetian","",59.2,56,6528,"gp_mid",8.3,41.55,"315",1,57.6,"thanetian",1
"4194",23320,"col","Woolwich & Reading Beds",-0.083333,51.516666,"Woolwich beds - Tooting, London",NA,"",8,"Thanetian","",59.2,56,6528,"gp_mid",8.23,41.66,"315",1,57.6,"thanetian",1
"4197",23326,"col","Woolwich & Reading Beds",-0.066667,51.450001,"Woolwich Beds - Dulwich",NA,"",2,"Thanetian","",59.2,56,6528,"gp_mid",8.23,41.59,"315",1,57.6,"thanetian",1
"4198",23329,"col","Woolwich & Reading Beds",0,51.333332,"Woolwich Beds - Beddington",NA,"",1,"Thanetian","",59.2,56,6528,"gp_mid",8.27,41.47,"315",1,57.6,"thanetian",1
"4817",27018,"col","Babica Beds",21.9,49.916668,"Babica, Middle Carpathians",NA,"KT loc. 435",100,"Thanetian","",59.2,56,7472,"gp_mid",26.41,39.49,"305",1,57.6,"thanetian",1
"4818",27019,"col","Czarnorzeki Beds",21.933332,49.766666,"Plosina, Middle Carpathians",NA,"KT loc. 435",106,"Thanetian","",59.2,56,7472,"gp_mid",26.44,39.34,"305",1,57.6,"thanetian",1
"4819",27020,"col","Czarnorzeki Beds",21.966667,49.766666,"Blizne, Middle Carpathians",NA,"KT loc. 435",82,"Thanetian","",59.2,56,7472,"gp_mid",26.47,39.34,"305",1,57.6,"thanetian",1
"4820",27021,"col","Czarnorzeki Beds",21.966667,49.766666,"Blizne conglomerates, Middle Carpathians",NA,"KT loc. 435",8,"Thanetian","",59.2,56,7472,"gp_mid",26.47,39.34,"305",1,57.6,"thanetian",1
"17160",133242,"col","",-5.605556,31.507221,"N'Tagourt",NA,"",1,"Thanetian","",59.2,56,42889,"gp_mid",1.08,20.5,"714",1,57.6,"thanetian",1
"17162",133241,"col","",-7,31.959999,"Ihadjamene",NA,"Ihad Jamene",10,"Thanetian","",59.2,56,42889,"gp_mid",-0.01,21.25,"707",1,57.6,"thanetian",1
"22887",62244,"col","Aquia",-76.673889,37.953609,"Piscataway Mbr, Aquia Fm - 128-137 m, Haynesville Core",NA,"",3,"Thanetian","",59.2,56,17987,"gp_mid",-47.29,38.76,"109",1,57.6,"thanetian",1
"30845",77353,"col","",-6.716667,32.683334,"Sidi Chennane",NA,"Quarry A4",3,"Thanetian","",59.2,56,26180,"gp_mid",0.44,21.88,"707",1,57.6,"thanetian",1
"31291",78359,"col","Aquia",-76.800003,38.866669,"3 miles west of Leeland",NA,"",1,"Thanetian","",59.2,56,26372,"gp_mid",-47.01,39.65,"109",1,57.6,"thanetian",1
"31864",79282,"col","",13.833333,45.666668,"Padriciano",NA,"",7,"Thanetian","",59.2,56,26586,"gp_mid",21.1,31.07,"307",1,57.6,"thanetian",1
"31870",79288,"col","",13.95,45.599998,"Hrpelje-Kozina",NA,"",4,"Thanetian","",59.2,56,26586,"gp_mid",21.14,30.97,"307",1,57.6,"thanetian",1
"31871",79289,"col","",14,45.733334,"Dolenja Vas, Bed 26",NA,"",4,"Thanetian","",59.2,56,26585,"gp_mid",21.26,31.07,"307",1,57.6,"thanetian",1
"31872",79290,"col","",13.95,45.599998,"Golež",NA,"",2,"Thanetian","",59.2,56,26586,"gp_mid",21.14,30.97,"307",1,57.6,"thanetian",1
"31874",79292,"col","",14,45.733334,"Dolenja Vas, Bed 28",NA,"",3,"Thanetian","",59.2,56,26585,"gp_mid",21.26,31.07,"307",1,57.6,"thanetian",1
"31875",79293,"col","",13.9,45.716667,"Sopada hill",NA,"",4,"Thanetian","",59.2,56,26586,"gp_mid",21.18,31.09,"307",1,57.6,"thanetian",1
"31876",79294,"col","",14,45.733334,"Dolenja Vas, Bed 29",NA,"Reef 3702",7,"Thanetian","",59.2,56,26585,"gp_mid",21.26,31.07,"307",1,57.6,"thanetian",1
"31877",79295,"col","",14,45.733334,"Dolenja Vas, Bed 30",NA,"",6,"Thanetian","",59.2,56,26585,"gp_mid",21.26,31.07,"307",1,57.6,"thanetian",1
"31878",79296,"col","",14.25,45.583332,"Breg",NA,"",3,"Thanetian","",59.2,56,26586,"gp_mid",21.34,30.85,"307",1,57.6,"thanetian",1
"31879",79297,"col","",14,45.733334,"Dolenja vas West, Bed 29",NA,"Dolenja vas, Bed 29",1,"Thanetian","",59.2,56,26586,"gp_mid",21.26,31.07,"307",1,57.6,"thanetian",1
"32263",80477,"col","Tuscahoma",-84.849998,31.700001,"AHe-4 Tuscahoma",NA,"",4,"Thanetian","",59.2,56,124,"gp_mid",-57.76,35.02,"109",1,57.6,"thanetian",1
"32353",80672,"col","Tuscahoma",-85.583336,31.333332,"ADa-3 Tuschoma",NA,"",13,"Thanetian","",59.2,56,124,"gp_mid",-58.63,34.87,"109",1,57.6,"thanetian",1
"32378",80825,"col","Trstelj",13.970278,45.684723,"Divaca",NA,"",15,"Thanetian","",59.2,56,26603,"gp_mid",21.21,31.03,"307",1,57.6,"thanetian",1
"32379",80827,"col","Trstelj",13.991667,45.706669,"Cebulovica",NA,"",11,"Thanetian","",59.2,56,26603,"gp_mid",21.23,31.05,"307",1,57.6,"thanetian",1
"32380",80828,"col","Trstelj",14.004722,45.572777,"Kozina",NA,"",2,"Thanetian","",59.2,56,26603,"gp_mid",21.16,30.93,"307",1,57.6,"thanetian",1
"32381",80830,"col","Trstelj",14.004722,45.572777,"Kozina",NA,"",3,"Thanetian","",59.2,56,26603,"gp_mid",21.16,30.93,"307",1,57.6,"thanetian",1
"32382",80832,"col","Trstelj",14.004722,45.572777,"Kozina",NA,"",3,"Thanetian","",59.2,56,26603,"gp_mid",21.16,30.93,"307",1,57.6,"thanetian",1
"32864",81775,"col","Vincentown",-74.748611,39.933887,"Vincentown (Bryan collection, Vincentown Fm)",NA,"",5,"Thanetian","",59.2,56,27587,"gp_mid",-44.59,40.11,"109",1,57.6,"thanetian",1
"34418",84045,"col","Aquia",-77.264999,38.417999,"Clifton Beach",NA,"",10,"Thanetian","",59.2,56,41194,"gp_mid",-47.65,39.36,"109",1,57.6,"thanetian",1
"35640",86295,"col","",-6.566667,32.866669,"Lithoptila type specimen",NA,"Grand Daoui; Oued Zem",5,"Thanetian","",59.2,56,29076,"gp_mid",0.63,22.03,"707",1,57.6,"thanetian",1
"36963",88183,"col","",18.616667,49.216667,"Hricovske Podhradie, loc. 51",NA,"Reef 659",40,"Thanetian","",59.2,56,29614,"gp_mid",23.67,38.79,"305",1,57.6,"thanetian",1
"36964",88184,"col","",18.683332,49.233334,"Hradisko, loc. 66",NA,"Reef 659",38,"Thanetian","",59.2,56,29614,"gp_mid",23.72,38.81,"305",1,57.6,"thanetian",1
"36965",88185,"col","",18.450001,49.116669,"Povazska Bystrica, loc. 36",NA,"Reef 660",38,"Thanetian","",59.2,56,29614,"gp_mid",23.53,38.7,"305",1,57.6,"thanetian",1
"37040",88272,"col","",18.4,49.099998,"Makovec-Rybarikovo, loc. 33",NA,"Reef 660",45,"Thanetian","",59.2,56,29614,"gp_mid",23.48,38.68,"305",1,57.6,"thanetian",1
"37041",88273,"col","",18.616667,49.216667,"Hricovske Podhradie, loc. 55",NA,"Reef 659",35,"Thanetian","",59.2,56,29614,"gp_mid",23.67,38.79,"305",1,57.6,"thanetian",1
"37042",88274,"col","",18.616667,49.216667,"Vlcia Jama, loc. 58",NA,"Reef 659",36,"Thanetian","",59.2,56,29614,"gp_mid",23.67,38.79,"305",1,57.6,"thanetian",1
"37043",88275,"col","",18.450001,49.099998,"Sväta Helena, loc. 37",NA,"Reef 660",23,"Thanetian","",59.2,56,29614,"gp_mid",23.53,38.68,"305",1,57.6,"thanetian",1
"37066",88301,"col","Jbel Guersif",-5.66,31.610001,"Adrar Mgorn 1",NA,"",49,"Thanetian","",59.2,56,29646,"gp_mid",1.06,20.61,"714",1,57.6,"thanetian",1
"38604",91755,"col","Vincentown",-74.5625,40.048889,"M 155",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-44.37,40.17,"109",1,57.6,"thanetian",1
"38621",91126,"col","Aquia",-77.376389,38.430832,"PRI 3144",NA,"",31,"Thanetian","",59.2,56,11845,"gp_mid",-47.75,39.4,"109",1,57.6,"thanetian",1
"38622",91127,"col","Aquia",-77.376389,38.430832,"PRI 3147",NA,"",13,"Thanetian","",59.2,56,11845,"gp_mid",-47.75,39.4,"109",1,57.6,"thanetian",1
"39063",91756,"col","Vincentown",-75.068054,39.852222,"M 157",NA,"",9,"Thanetian","",59.2,56,11845,"gp_mid",-44.93,40.12,"109",1,57.6,"thanetian",1
"39064",91757,"col","Vincentown",-75.10833,39.762501,"M 158",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-45.01,40.05,"109",1,57.6,"thanetian",1
"39068",91761,"col","Vincentown",-74.53083,40.067501,"M 164",NA,"",14,"Thanetian","",59.2,56,11845,"gp_mid",-44.33,40.18,"109",1,57.6,"thanetian",1
