"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","ext"
"44153",66092,"col","Muschelkalk",9.583333,50.566666,"Grosserluden Bimbach",NA,"",1,"Anisian","",247.2,242,18927,"gp_mid",28.52,29.2,"305",244.6,1
"44154",66094,"col","Muschelkalk",9.466667,50.916668,"Grebenhagen",NA,"",1,"Anisian","",247.2,242,18927,"gp_mid",28.35,29.52,"315",244.6,1
"44156",66096,"col","Muschelkalk",9.116667,51.450001,"Welda",NA,"",1,"Anisian","",247.2,242,18927,"gp_mid",27.96,29.99,"315",244.6,1
"44157",66097,"col","Muschelkalk",9.783333,51.383331,"Hedemunden",NA,"",1,"Anisian","",247.2,242,18927,"gp_mid",28.44,30.02,"315",244.6,1
"44618",66894,"col","Jena",9.9375,51.669998,"Elvese near Göttingen, Asteroid",NA,"",1,"Pelsonian","",247.2,242,19034,"gp_mid",28.47,30.32,"315",244.6,1
"44620",66896,"col","Jena",9.841667,51.441666,"Emme near Göttingen, Asteroid",NA,"",1,"Pelsonian","",247.2,242,19034,"gp_mid",28.47,30.08,"315",244.6,1
"45213",67647,"col","Muschelkalk",10.016667,49.166668,"Wollmershausen, Jagst Valley, pelecypod/crinoid bioherms, Muschelkalk",NA,"Reef 2983",20,"Illyrian","",247.2,242,19307,"gp_mid",29.2,27.9,"305",244.6,1
"49125",73816,"col","Bahcecik",33.183334,40,"Hasanoglan",NA,"Reef 331",24,"Anisian","",247.2,242,24741,"gp_mid",49.25,27.88,"510",244.6,1
"49154",73848,"col","",168.032486,-45.117409,"GS7830, East of Eglinton Valley (D42/f7514)",NA,"",1,"Anisian","",247.2,242,24755,"gp_mid",123.78,-89.01,"807",244.6,1
"50075",75277,"col","",34.442501,30.35861,"Gebel Araif en Naqa, Beneckeia-beds",NA,"",2,"Anisian","",247.2,242,25435,"gp_mid",38.66,-3.43,"508",244.6,1
"51901",78655,"col","Qingyan",106.690002,26.344,"Leidapo, Qingyan, Guiyang",NA,"Reef 60",7,"Pelsonian","Illyrian",247.2,242,26447,"gp_mid",108.93,-9.69,"611",244.6,1
"52947",80838,"col","Tarporley Siltstone",-2.704444,52.809444,"Grinshill quarries",NA,"Greensell",4,"Anisian","",247.2,242,32199,"gp_mid",19.44,29.97,"315",244.6,1
"53043",81047,"col","Qingyan",106.666664,26.333332,"Qingyan corals",NA,"",21,"Anisian","",247.2,242,25725,"gp_mid",108.91,-9.71,"611",244.6,1
"54397",83053,"col","Keuper Waterstones",-1.151155,52.970528,"Mapperley Park tracksite",NA,"Sherwood suburb",6,"Anisian","",247.2,242,62033,"gp_mid",20.49,30.27,"315",244.6,1
"56451",85939,"col","Plattensandstein/Rötton",7.7725,47.55722,"Warmbach near Rheinfelden",NA,"Sclerosaurus holotype site",1,"Aegean","Bithynian",247.2,242,28995,"gp_mid",27.97,26,"305",244.6,1
"56452",85940,"col","? Plattensandstein",7.649167,47.580555,"Riehen, Wiedersheim 1878",NA,"“Labyrinthodon” ruetimeyeri holotype site",2,"Aegean","Bithynian",247.2,242,28995,"gp_mid",27.87,26,"305",244.6,1
"56470",85958,"col","Solling",10.653056,50.453888,"Reurieth",NA,"",1,"Aegean","",247.2,242,29018,"gp_mid",29.31,29.25,"305",244.6,1
"57919",175580,"col","Ermaying",110.443886,36.147221,"Hukou waterfall",NA,"",1,"Anisian","",247.2,242,57427,"gp_mid",116.15,14.19,"604",244.6,1
"58713",88950,"col","Otter Sandstone",-3.279444,50.655277,"Smallstones Point, Fodonyx (EXEMS 65/1984)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.38,27.79,"315",244.6,1
"58714",88951,"col","Otter Sandstone",-3.276389,50.661667,"Sandy Cove, Fodonyx (EXEMS 60/1985.11)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.38,27.79,"315",244.6,1
"58715",88953,"col","Otter Sandstone",-3.273333,50.662777,"Fodonyx/archosaur specimens, Otter Sst, (EXEMS 60/1985.12, 13, 15, 23, 27, 28)",NA,"",2,"Anisian","",247.2,242,28945,"gp_mid",19.38,27.8,"315",244.6,1
"58716",88954,"col","Otter Sandstone",-3.271667,50.663891,"Fodonyx/archosaur specimens, Otter Sst, (EXEMS 60/1985.37-46, 51)",NA,"",2,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58717",88955,"col","Otter Sandstone",-3.270278,50.665558,"Fodonyx specimens, Otter Sst, (EXEMS 60/1985.56, 57, 282)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58718",88956,"col","Otter Sandstone",-3.268611,50.665833,"Fodonyx specimens, Otter Sst, (EXEMS 60/1985.66, 67)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58719",88957,"col","Otter Sandstone",-3.268611,50.665558,"Fodonyx specimens, Otter Sst, (EXEMS 60/1985.74)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58720",88959,"col","Otter Sandstone",-3.267222,50.666668,"Green Point, Fodonyx spenceri (EXEMS 60/1985.91)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58721",88960,"col","Otter Sandstone",-3.233056,50.67889,"Fodonyx/archosaur specimens, Otter Sst, (EXEMS 60/1985.92, 165, 177)",NA,"",2,"Anisian","",247.2,242,28945,"gp_mid",19.41,27.81,"315",244.6,1
"58722",88961,"col","Otter Sandstone",-3.265556,50.670277,"Windgate, Fodonyx spenceri, (EXEMS 60/1985.284)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58723",88962,"col","Otter Sandstone",-3.265556,50.670277,"Fodonyx specimens, Otter Sst (EXEMS 60/1985.285)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58724",88963,"col","Otter Sandstone",-3.280556,50.657223,"Fodonyx specimens, Otter Sst (EXEMS 60/1985.290)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.38,27.79,"315",244.6,1
"58725",88964,"col","Otter Sandstone",-3.266389,50.670277,"Fodonyx (Rhynchosaurus) spenceri holotype site (EXEMS 60/1985.292)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58726",88965,"col","Otter Sandstone",-3.267222,50.669167,"Fodonyx specimens, Otter Sst (EXEMS 60/1985.312)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58727",88966,"col","Otter Sandstone",-3.267222,50.669167,"Fodonyx/archosaur specimens, Otter Sst (EXEMS 7/1986.3, 8)",NA,"",2,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58729",88968,"col","Otter Sandstone",-3.2675,50.666668,"Fodonyx specimens, Otter Sst (EXEMS 7/1986.4)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58730",88969,"col","Otter Sandstone",-3.2675,50.666668,"Fodonyx/archosaur specimens, Otter Sst (EXEMS 7/1986.5, 7)",NA,"",2,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58731",88970,"col","Otter Sandstone",-3.267222,50.6675,"Fodonyx specimens, Otter Sst (EXEMS 7/1986.6)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58734",88973,"col","Otter Sandstone",-3.276667,50.659721,"Ladram Bay rhynchosaur",NA,"EXEMS 79/1992",1,"Anisian","",247.2,242,29820,"gp_mid",19.38,27.79,"315",244.6,1
"58735",88974,"col","Otter Sandstone",-3.265278,50.679169,"Pennington Point, 20 m east River Sid outfall, Fodonyx skull",NA,"",1,"Anisian","",247.2,242,28949,"gp_mid",19.39,27.81,"315",244.6,1
"58738",88977,"col","Otter Sandstone",-3.233056,50.679169,"western end of Salcombe Hill Cliff, Sidmouth",NA,"Kapes bentoni holotype site",3,"Anisian","",247.2,242,28843,"gp_mid",19.41,27.81,"315",244.6,1
"58739",88978,"col","Otter Sandstone",-3.265833,50.672501,"Lade Foot, below High Peak",NA,"",1,"Anisian","",247.2,242,28843,"gp_mid",19.39,27.81,"315",244.6,1
"58741",88980,"col","Otter Sandstone",-3.267222,50.666668,"Green Point, Lade Foot, below High Peak",NA,"",1,"Anisian","",247.2,242,28843,"gp_mid",19.39,27.8,"315",244.6,1
"58742",88981,"col","Otter Sandstone",-3.265833,50.672501,"Lade Foot, below High Peak (BRSUG 26312)",NA,"",1,"Anisian","",247.2,242,28843,"gp_mid",19.39,27.81,"315",244.6,1
"58745",88984,"col","Otter Sandstone",-3.305556,50.630001,"Otterton Point, Budleigh Salterton",NA,"",1,"Anisian","",247.2,242,29827,"gp_mid",19.37,27.76,"315",244.6,1
"58750",88989,"col","Otter Sandstone",-3.268889,50.664444,"Picket Rock Cove, below High Peak",NA,"",1,"Anisian","",247.2,242,29829,"gp_mid",19.39,27.8,"315",244.6,1
"58753",88992,"col","Otter Sandstone",-3.266667,50.666668,"Otter Sst Formation, Sidmouth-Ladram Bay",NA,"",8,"Anisian","",247.2,242,29833,"gp_mid",19.39,27.8,"315",244.6,1
"58754",88993,"col","Otter Sandstone",-3.268611,50.665001,"High Peak, Fodonyx spenceri, Otter Sst (BMNH R330)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58755",88994,"col","Otter Sandstone",-3.268611,50.663891,"Picket Rock Cove, Fodonyx spenceri, Otter Sst (BMNH R9190)",NA,"",1,"Anisian","",247.2,242,28945,"gp_mid",19.39,27.8,"315",244.6,1
"58756",88995,"col","Otter Sandstone",-3.2875,50.56472,"Archosaur specimen, Otter Sst, (EXEMS 60/1985.6)",NA,"",1,"Anisian","",247.2,242,29836,"gp_mid",19.39,27.7,"315",244.6,1
"58758",88997,"col","Otter Sandstone",-3.268889,50.665279,"Archosaur specimen, Otter Sst (EXEMS 60/1985.76)",NA,"",1,"Anisian","",247.2,242,29836,"gp_mid",19.39,27.8,"315",244.6,1
"58759",88998,"col","Otter Sandstone",-3.267778,50.666111,"Archosaur specimen, Otter Sst (EXEMS 60/1985.84)",NA,"",1,"Anisian","",247.2,242,29836,"gp_mid",19.39,27.8,"315",244.6,1
"58760",88999,"col","Otter Sandstone",-3.264722,50.670834,"Windgate, archosaur specimen, Otter Sst (EXEMS 60/1985.115)",NA,"",1,"Anisian","",247.2,242,29836,"gp_mid",19.39,27.8,"315",244.6,1
"58761",89000,"col","Otter Sandstone",-3.245833,50.679443,"Chit Rocks, archosaur specimen, Otter Sst (EXEMS 60/1985.133)",NA,"",1,"Anisian","",247.2,242,29836,"gp_mid",19.4,27.81,"315",244.6,1
"58763",89002,"col","Otter Sandstone",-3.233611,50.679169,"Port Royal, archosaur specimen, Otter Sst (EXEMS 60/1985.150)",NA,"",1,"Anisian","",247.2,242,29836,"gp_mid",19.41,27.81,"315",244.6,1
"59259",90045,"col","Trochitenkalk",8.612222,49.149723,"Trochitenkalk, Kraichgau",NA,"",2,"Anisian","",247.2,242,30176,"gp_mid",28.19,27.67,"305",244.6,1
"60688",97695,"col","Bromsgrove Sandstone",-2.076389,52.326389,"Hilltop quarries, Wilcox S. Quarry, Griffin's S. Quarry",NA,"",14,"Anisian","",247.2,242,33374,"gp_mid",19.96,29.55,"315",244.6,1
"61055",92436,"col","Ermaying",110.966667,39.683334,"Zhuengeerqi",NA,"Zhun ge er qi (Er-Ma-Ying Formation); Ordos Basin, Jungar Qi",4,"Anisian","",247.2,242,7511,"gp_mid",119.09,16.34,"604",244.6,1
"61084",92480,"col","Ermaying",113,37.083332,"Ta-Yang-Po, 56175",NA,"Yushe, Yueshe, Yü-She",3,"Anisian","",247.2,242,24277,"gp_mid",118.32,13.38,"604",244.6,1
"61085",92481,"col","Ermaying",110.991669,38.816666,"Lin-Chë-Yü",NA,"Linzheyu; Pao-Tê, Paoteh, Baode",2,"Anisian","",247.2,242,31176,"gp_mid",118.46,15.73,"604",244.6,1
"61358",92888,"col","Solling",11.032222,50.331669,"Mittelberg bei Coburg",NA,"",1,"Aegean","",247.2,242,31349,"gp_mid",29.61,29.19,"305",244.6,1
"62590",94551,"col","",9.766667,49.966667,"Karlstadt/Main",NA,"Karlstadt am Main",1,"Anisian","",247.2,242,32169,"gp_mid",28.81,28.64,"305",244.6,1
"64205",96435,"col","Chorzow",18.0333,50.483299,"Gogolin, Upper Silesia",NA,"",9,"Anisian","",247.2,242,16920,"gp_mid",34.52,30.52,"305",244.6,1
"64478",96875,"col","Vossenveld",6.725833,51.968334,"Steengroeve Winterswijk",NA,"Winterswijkse Steen-en Kalkgroeve",19,"Anisian","",247.2,242,33074,"gp_mid",26.16,30.17,"315",244.6,1
"65032",97620,"col","Gres a Meules",7.207,48.91,"Adamswiller",NA,"",12,"Aegean","",247.2,242,33329,"gp_mid",27.23,27.24,"305",244.6,1
"65151",97846,"col","Röttone",11.323333,50.240002,"Kronach",NA,"",1,"Aegean","Bithynian",247.2,242,33811,"gp_mid",29.84,29.14,"305",244.6,1
"65275",97990,"col","",106.5,26.5,"Chinchungchiao Marine Reptile",NA,"",1,"Anisian","",247.2,242,24295,"gp_mid",108.75,-9.55,"611",244.6,1
"65325",98055,"col","Qingyan",106.690002,26.33,"Qingyan, Undivided, Guiyang",NA,"",23,"Anisian","",247.2,242,33909,"gp_mid",108.93,-9.71,"611",244.6,1
"66762",99771,"col","",10.716667,47.483334,"Rail station between Berchtesgaden and Sonneck",NA,"",2,"Anisian","",247.2,242,32096,"gp_mid",30.14,26.37,"305",244.6,1
"66783",99797,"col","",10.6975,47.497223,"Reutte, Tirol",NA,"",50,"Pelsonian","",247.2,242,32065,"gp_mid",30.13,26.38,"305",244.6,1
"66817",99844,"col","Furkaska",19.811943,49.270832,"NE part of Chochlowaska Valley",NA,"",24,"Anisian","",247.2,242,32293,"gp_mid",36.2,29.7,"305",244.6,1
"66860",99898,"col","Qingyan",107.550003,25.799999,"Kapu, Dushan County",NA,"",1,"Anisian","",247.2,242,34341,"gp_mid",109.75,-10.19,"611",244.6,1
"67080",100138,"col","Ermaying",111,39.099998,"Fugu",NA,"",1,"Anisian","",247.2,242,34364,"gp_mid",118.67,15.92,"604",244.6,1
"67656",101059,"col","Ermaying",112.849998,36.966667,"Hsishihwa 56173, Lotzeyue, Wuhsiang",NA,"",6,"Anisian","",247.2,242,34531,"gp_mid",118.15,13.39,"604",244.6,1
"67657",101060,"col","Ermaying",112.849998,36.966667,"Niukouho 5535, Lotzeyue, Wuhsiang",NA,"Niukouyue",3,"Anisian","",247.2,242,34531,"gp_mid",118.15,13.39,"604",244.6,1
"67658",101061,"col","Ermaying",112.900002,36.916668,"Peipanching Shihpi 5523, Wuhsiang-Yüshe area",NA,"Peipangting",7,"Anisian","",247.2,242,46431,"gp_mid",118.15,13.32,"604",244.6,1
"67659",101062,"col","Ermaying",112.883331,36.983334,"Chungchokou 5534, Wuhsiang-Yüshe area",NA,"Chung-Chue-kou",4,"Anisian","",247.2,242,34532,"gp_mid",118.18,13.38,"604",244.6,1
"67660",101063,"col","Ermaying",112.966667,37.066666,"Miaokou 56154, Wuhsiang-Yüshe area",NA,"",1,"Anisian","",247.2,242,34532,"gp_mid",118.29,13.39,"604",244.6,1
"67661",101064,"col","Ermaying",112.966667,37.066666,"Huabaokou 56925, Wuhsiang-Yüshe area",NA,"",1,"Anisian","",247.2,242,34532,"gp_mid",118.29,13.39,"604",244.6,1
"67744",101157,"col","Ermaying",111,39.099998,"Gucheng, Fugu",NA,"",1,"Anisian","",247.2,242,34559,"gp_mid",118.67,15.92,"604",244.6,1
"67746",101159,"col","Ermaying",112.916664,36.916668,"Tananwa, 5526, Wuhsiang-Yüshe area",NA,"",2,"Anisian","",247.2,242,34560,"gp_mid",118.16,13.31,"604",244.6,1
"67747",101160,"col","Ermaying",113.01667,37.066666,"Hsiaotukou, 5674, Wuhsiang-Yüshe area",NA,"",2,"Anisian","",247.2,242,34560,"gp_mid",118.32,13.36,"604",244.6,1
"67748",101161,"col","Ermaying",112.933334,36.966667,"Tsaikou, 56153, Wuhsiang-Yüshe area",NA,"",2,"Anisian","",247.2,242,34560,"gp_mid",118.2,13.34,"604",244.6,1
"67749",101162,"col","Ermaying",112.849998,36.966667,"Tanankou, 56155, Wuhsiang-Yüshe area",NA,"",2,"Anisian","",247.2,242,34560,"gp_mid",118.15,13.39,"604",244.6,1
"67750",101163,"col","Ermaying",112.849998,36.966667,"Shihketung, 56159, Wuhsiang-Yüshe area",NA,"",5,"Anisian","",247.2,242,34560,"gp_mid",118.15,13.39,"604",244.6,1
"67751",101164,"col","Ermaying",112.883331,36.933334,"Sanchiawa, 56172, Wuhsiang-Yüshe area",NA,"",2,"Anisian","",247.2,242,34560,"gp_mid",118.15,13.34,"604",244.6,1
"67752",101165,"col","Ermaying",112.300003,39,"Sunchiakou, Nwc E. V., Ehrmayin Ningwu",NA,"",2,"Anisian","",247.2,242,34560,"gp_mid",119.33,15.13,"604",244.6,1
"67753",101166,"col","Ermaying",112.300003,39,"Hutaikou, 56160, Nwc E. D., Tachang",NA,"Dachang, Ningwu, Taichang",5,"Anisian","",247.2,242,34560,"gp_mid",119.33,15.13,"604",244.6,1
"67754",101167,"col","Ermaying",112.300003,39,"Kuanwukou, Chinglo",NA,"",2,"Anisian","",247.2,242,34560,"gp_mid",119.33,15.13,"604",244.6,1
"67755",101168,"col","Ermaying",112.300003,39,"Heiyukou, 60116, Shinghsien",NA,"",3,"Anisian","",247.2,242,34560,"gp_mid",119.33,15.13,"604",244.6,1
"67756",101169,"col","Ermaying",112.866669,36.983334,"Shihpienkou, 5537, Wuhsiang-Yüshe area",NA,"",4,"Anisian","",247.2,242,37809,"gp_mid",118.17,13.39,"604",244.6,1
"67757",101170,"col","Ermaying",113.01667,37.066666,"Hsiaotukou, 5675, Wuhsiang-Yüshe area",NA,"",1,"Anisian","",247.2,242,34560,"gp_mid",118.32,13.36,"604",244.6,1
"67758",101171,"col","Ermaying",110.800003,38.466667,"Hejiachuan, Shenmu",NA,"",2,"Anisian","",247.2,242,46469,"gp_mid",118.09,15.59,"604",244.6,1
"68601",102284,"col","Areniscas y Lutitas del Figaro",2.333333,41.783333,"La Mora",NA,"",3,"Anisian","",247.2,242,34744,"gp_mid",24.78,18.34,"304",244.6,1
"69355",103402,"col","Blind Fiord",-87.440002,80.629997,"GSC 51676, Smith Creek, Ellesmere Island",NA,"",2,"Bithynian","",247.2,242,11541,"gp_mid",4.03,54.95,"106",244.6,1
"69356",103403,"col","Blind Fiord",-87.440002,80.629997,"GSC 51677, Smith Creek, Ellesmere Island",NA,"",1,"Bithynian","",247.2,242,58715,"gp_mid",4.03,54.95,"106",244.6,1
"69921",104759,"col","",8.75,48.716667,"Calw-Althengstett",NA,"",1,"Pelsonian","",247.2,242,35063,"gp_mid",28.4,27.27,"305",244.6,1
"69964",104812,"col","Gogolin",17.965137,50.474506,"Krappitz",NA,"Krapkowice",2,"Bithynian","",247.2,242,62966,"gp_mid",34.48,30.5,"305",244.6,1
"69965",106438,"col","Röt",11.901672,51.484245,"Portland-Cement-Fabrik, Halle-Nietleben",NA,"",1,"Bithynian","",247.2,242,35080,"gp_mid",29.9,30.44,"305",244.6,1
"70281",105185,"col","Trochitenkalk",8.725,49.314999,"Nusslocher Zementbruch",NA,"Nußloch",4,"Illyrian","",247.2,242,45039,"gp_mid",28.23,27.85,"305",244.6,1
"70284",105188,"col","Jena",11.3,50.900002,"Ilm Valley, near Hetschburg",NA,"",1,"Anisian","",247.2,242,35191,"gp_mid",29.64,29.78,"305",244.6,1
"70932",105954,"col","",132.190002,43.799999,"Rakovka",NA,"",7,"Illyrian","",247.2,242,39988,"gp_mid",141.29,22.2,"628",244.6,1
"71374",106536,"col","Vossenveld",6.776,51.966,"Winterswijk Quarry I",NA,"",1,"Anisian","",247.2,242,35622,"gp_mid",26.19,30.17,"315",244.6,1
"71375",106537,"col","Vossenveld",6.787,51.966499,"Winterswijk Quarry II",NA,"",1,"Anisian","",247.2,242,35622,"gp_mid",26.2,30.17,"315",244.6,1
"71376",106538,"col","Vossenveld",6.78,51.966,"Winterswijk Quarry III",NA,"",5,"Anisian","",247.2,242,35622,"gp_mid",26.19,30.17,"315",244.6,1
"71527",106916,"col","Grès à Voltzia",7.175,48.720001,"Arzviller",NA,"",40,"Aegean","",247.2,242,9329,"gp_mid",27.26,27.05,"305",244.6,1
"72190",107681,"col","Grès à Voltzia",7.247,48.782001,"Vilsberg",NA,"",15,"Aegean","",247.2,242,9329,"gp_mid",27.29,27.12,"305",244.6,1
"72191",107682,"col","Grès à Voltzia",7.362,48.710999,"Gottenhouse",NA,"",15,"Aegean","",247.2,242,35805,"gp_mid",27.39,27.07,"305",244.6,1
"72192",107683,"col","Grès à Voltzia",7.242,48.832001,"Bust",NA,"",21,"Aegean","",247.2,242,37731,"gp_mid",27.28,27.17,"305",244.6,1
"72622",108162,"col","Qingyan",107.540001,26.639999,"Machangping, Fuquan County",NA,"",2,"Anisian","",247.2,242,34341,"gp_mid",109.68,-9.35,"611",244.6,1
"72630",108170,"col","Qingyan",106.690002,26.33,"Qingyan, Middle Unit, Guiyang",NA,"",1,"Illyrian","",247.2,242,34341,"gp_mid",108.93,-9.71,"611",244.6,1
"72631",108171,"col","Qingyan",106.690002,26.33,"Qingyan, Upper Unit, Guiyang",NA,"",1,"Illyrian","",247.2,242,34341,"gp_mid",108.93,-9.71,"611",244.6,1
"72633",108173,"col","Qingyan",106.691002,26.348,"Sizishan KC274a, Qingyan",NA,"",1,"Illyrian","",247.2,242,48616,"gp_mid",108.93,-9.69,"611",244.6,1
"73760",109490,"col","Röt",8.157222,47.682777,"Waldhaus brewery",NA,"Waldshut",5,"Aegean","Bithynian",247.2,242,36194,"gp_mid",28.22,26.18,"305",244.6,1
"75827",111833,"col","Qingyan",106.68972,26.343056,"M Shell Bed",NA,"",11,"Middle Triassic","Anisian",247.2,242,36557,"gp_mid",108.93,-9.7,"611",244.6,1
"75830",111855,"col","Qingyan",106.68972,26.343056,"R Shell Bed",NA,"",10,"Middle Triassic","Anisian",247.2,242,36557,"gp_mid",108.93,-9.7,"611",244.6,1
"78265",114709,"col","Strohgelbe Kalke",9.742,50,"Footpath West of 'Klettergarten'",NA,"",1,"Aegean","",247.2,242,37191,"gp_mid",28.78,28.67,"305",244.6,1
"78339",114783,"col","Grès à Voltzia",7.229,48.808998,"Hangviller",NA,"",2,"Anisian","",247.2,242,37203,"gp_mid",27.27,27.15,"305",244.6,1
"78919",115712,"col","Röt",9.954,50.548,"Creek on Rhön Mountain",NA,"",1,"Aegean","Bithynian",247.2,242,37386,"gp_mid",28.79,29.23,"305",244.6,1
"79049",115969,"col","Röt",9.8999,50.125702,"Herolds mountain, Strohgelbe Kalke, N Hammelburg",NA,"",13,"Bithynian","",247.2,242,37420,"gp_mid",28.86,28.81,"305",244.6,1
"79050",115970,"col","Röt",9.8999,50.125702,"Herolds mountain, upper Dendriten-Schichten, N Hammelburg",NA,"",3,"Bithynian","",247.2,242,37420,"gp_mid",28.86,28.81,"305",244.6,1
"79051",115971,"col","Röt",9.8999,50.125702,"Herolds mountain, lower Dendriten-Schichten, N Hammelburg",NA,"",1,"Bithynian","",247.2,242,37420,"gp_mid",28.86,28.81,"305",244.6,1
"79594",116890,"col","Karchowice",18.299999,50.5,"Strzelce Opolskie",NA,"Reef 65",2,"Anisian","",247.2,242,37598,"gp_mid",34.71,30.58,"305",244.6,1
"79619",116891,"col","Karchowice",18.233334,50.516666,"Szymiszow",NA,"Reef 65",1,"Anisian","",247.2,242,37598,"gp_mid",34.65,30.59,"305",244.6,1
"80128",117418,"col","Muschelkalk",18.815001,50.485001,"Friedrichshütte, Tarnowitz",NA,"",1,"Anisian","",247.2,242,37757,"gp_mid",35.07,30.66,"305",244.6,1
"80731",118032,"col","Röt",10.53,50.610001,"Schwarza, Obere Dendritenschichten",NA,"",1,"Bithynian","",247.2,242,37987,"gp_mid",29.18,29.38,"305",244.6,1
"80732",118033,"col","Röt",10.53,50.610001,"Schwarza, Strohgelbe Kalke",NA,"",1,"Bithynian","",247.2,242,37987,"gp_mid",29.18,29.38,"305",244.6,1
"80733",118034,"col","Röt",9.61,49.810001,"Lengfurt, Strohgelbe Kalke",NA,"",1,"Bithynian","",247.2,242,37987,"gp_mid",28.74,28.46,"305",244.6,1
"80748",118056,"col","Mukheiris",35.700001,31.716667,"Wadi Mukheiris",NA,"",1,"Anisian","",247.2,242,38006,"gp_mid",39.28,-3.86,"503",244.6,1
"82904",120635,"col","Leikoupo",104.660004,29.525,"Caojiaba, Weiyuan County",NA,"",2,"Anisian","",247.2,242,38564,"gp_mid",106.97,-6.6,"611",244.6,1
"83892",121732,"col","Qingyan",106.684998,26.344,"Yinshanpo KC262a, Qingyan",NA,"",1,"Pelsonian","Illyrian",247.2,242,11672,"gp_mid",108.93,-9.69,"611",244.6,1
"84412",153541,"col","Bromsgrove Sandstone",-1.84,52.486,"Borehole at Southalls Works, Charford, Birmingham",NA,"",2,"Anisian","",247.2,242,49610,"gp_mid",20.1,29.73,"315",244.6,1
"84480",122645,"col","Qingyan",106.690002,26.33,"Qingyan, Nicomedites yohi zone, Guiyang",NA,"",1,"Bithynian","",247.2,242,34341,"gp_mid",108.93,-9.71,"611",244.6,1
"85243",123665,"col","Badong",108.790001,29.389999,"Fengjiaba, Qianjiang County",NA,"",1,"Pelsonian","",247.2,242,39776,"gp_mid",110.59,-6.53,"611",244.6,1
"85246",123668,"col","Leikoupo",103.565002,29.43,"Longmendong, Leikoupo Fm, Emei County",NA,"",3,"Illyrian","",247.2,242,39776,"gp_mid",106.01,-6.73,"611",244.6,1
"85289",123711,"col","Leikoupo",104.889999,28.379999,"Shuanghe, Changning County",NA,"",1,"Anisian","",247.2,242,39785,"gp_mid",107.22,-7.74,"611",244.6,1
"86115",124767,"col","Wellenkalk",8.39,47.735001,"Wedeltalbrücke near Mauchen",NA,"",1,"Aegean","",247.2,242,44713,"gp_mid",28.38,26.26,"305",244.6,1
"88008",127457,"col","",35.623611,56.110001,"Lissocadia Bed",NA,"",4,"Illyrian","",247.2,242,41507,"gp_mid",44,39.53,"302",244.6,1
"88209",127749,"col","",131.960007,43.064999,"Basargin Cape, southern Primorye",NA,"",1,"Bithynian","",247.2,242,41710,"gp_mid",140.72,21.66,"628",244.6,1
"88550",128156,"col","",131.889999,43.040001,"Zhitkov Cape, Russkiy Island, Primorye (IGiG coll)",NA,"",1,"Anisian","",247.2,242,28915,"gp_mid",140.66,21.67,"628",244.6,1
"88572",128179,"col","",11.99,47.715,"Elbachalpe, Wendelstein area",NA,"",3,"Anisian","",247.2,242,41867,"gp_mid",31.02,26.8,"305",244.6,1
"88573",128180,"col","",11.995,47.705002,"Ridge from Wendelstein to Elbachalpe, Wendelstein area",NA,"",1,"Anisian","",247.2,242,41867,"gp_mid",31.02,26.79,"305",244.6,1
"88574",128181,"col","",11.95,47.654999,"Descent from Soinsee to Mitteralpe, Wendelstein area",NA,"",1,"Anisian","",247.2,242,41867,"gp_mid",31,26.73,"305",244.6,1
"88575",128182,"col","",10.7,47.470001,"Ehrenbüchl near Reutte (Geologischen Reichsanstalt coll)",NA,"Ehenbichl",2,"Anisian","",247.2,242,41867,"gp_mid",30.14,26.35,"305",244.6,1
"89411",129599,"col","",10.051389,49.176109,"Wollmershausen",NA,"",1,"Anisian","",247.2,242,41671,"gp_mid",29.22,27.91,"305",244.6,1
