"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number","ext"
"2576",5468,"col","Santee Limestone",-80.1,33.43,"Santee canal (Santee Limestone, S. Carolina)",NA,"",4,"Bartonian","",41.3,38,319,"gp_mid",-62.28,35.7,"109",39.65,"bartonian",966,-69.7624,30.8565,14,1
"2581",5473,"col","Santee Limestone",-79.95,33.18,"USGS 25868 (Santee LS, S. Carolina)",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-62.19,35.44,"109",39.65,"bartonian",967,-69.7624,30.8565,14,1
"2582",5474,"col","Santee Limestone",-80.15,33.33,"USGS 25169, 25170, 25859 (Santee LS, S. Carolina)",NA,"",13,"Bartonian","",41.3,38,319,"gp_mid",-62.35,35.61,"109",39.65,"bartonian",928,-69.7624,30.8565,14,1
"2584",5476,"col","Santee Limestone",-80.41,33.28,"Santee Portland Cement Co. (Santee LS, S. Carolina)",NA,"",4,"Bartonian","",41.3,38,319,"gp_mid",-62.63,35.62,"109",39.65,"bartonian",969,-69.7624,30.8565,14,1
"2588",5480,"col","Santee Limestone",-80.3,33.41,"USGS 7968, 13391 (Santee LS, S. Carolina)",NA,"",2,"Bartonian","",41.3,38,319,"gp_mid",-62.49,35.72,"109",39.65,"bartonian",971,-69.7624,30.8565,14,1
"2590",5482,"col","Santee Limestone",-79.46,33.24,"Santee River (Santee LS, S. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-61.69,35.4,"109",39.65,"bartonian",972,-69.7624,30.8565,14,1
"2591",5483,"col","Santee Limestone",-80.54,33.57,"USGS 4586 (Santee LS, S. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-62.69,35.92,"109",39.65,"bartonian",973,-69.7624,30.8565,14,1
"2592",5484,"col","Santee Limestone",-80.15,33.38,"canal (Santee Limestone, S. Carolina)",NA,"",1,"Bartonian","",41.3,38,319,"gp_mid",-62.34,35.66,"109",39.65,"bartonian",926,-69.7624,30.8565,14,1
"2939",2441,"col","Lisbon",-88.1,31.76,"Coffeeville, AL, middle fault block, bed C oysters, bag #2",NA,"ACl-3-c2",49,"Bartonian","",41.3,38,72,"gp_mid",-70.81,35.45,"109",39.65,"bartonian",1013,-77.1208,31.453,14,1
"2940",2440,"col","Lisbon",-88.1,31.76,"Coffeeville, AL, middle fault block, oyster bed at base of shell bed",NA,"ACl-3-c1",41,"Bartonian","",41.3,38,72,"gp_mid",-70.81,35.45,"109",39.65,"bartonian",1013,-77.1208,31.453,14,1
"2947",2443,"col","Lisbon",-88.1,31.76,"Coffeeville, AL, middle fault block, above oysters, bag #1",NA,"ACl-3-d",49,"Bartonian","",41.3,38,72,"gp_mid",-70.81,35.45,"109",39.65,"bartonian",1013,-77.1208,31.453,14,1
"2948",2416,"col","Lisbon",-88.1,31.76,"Coffeeville Landing, south fault block, lowermost shell bed",NA,"ACl-3-a",82,"Bartonian","",41.3,38,72,"gp_mid",-70.81,35.45,"109",39.65,"bartonian",1013,-77.1208,31.453,14,1
"2949",2417,"col","Lisbon",-88.1,31.76,"Coffeeville Landing, south fault block, above highest oyster bed",NA,"ACl-3-b",78,"Bartonian","",41.3,38,72,"gp_mid",-70.81,35.45,"109",39.65,"bartonian",1013,-77.1208,31.453,14,1
"3233",7317,"col","Moodys Branch",-87.8,31.5,"Clarke County",NA,"ACl-1",14,"Bartonian","",41.3,38,471,"gp_mid",-70.57,35.14,"109",39.65,"bartonian",330,-77.1208,31.453,14,1
"3236",7321,"col","Crystal River Limestone",-85.23,30.77,"Jackson County, Florida #15",NA,"FJ-15",19,"Bartonian","",41.3,38,471,"gp_mid",-68.12,33.99,"109",39.65,"bartonian",1097,-77.3954,28.9643,14,1
"3250",7324,"col","Crystal River Limestone",-82.61,29.65,"Alachua County, Florida #2",NA,"FA-2",31,"Bartonian","",41.3,38,471,"gp_mid",-65.74,32.44,"109",39.65,"bartonian",1099,-73.7049,28.6626,14,1
"3251",7322,"col","Crystal River Limestone",-82.61,29.65,"Alachua County, Florida #1",NA,"FA-1",34,"Bartonian","",41.3,38,471,"gp_mid",-65.74,32.44,"109",39.65,"bartonian",1099,-73.7049,28.6626,14,1
"3252",7325,"col","Crystal River Limestone",-82.14,29.19,"Marion County, Florida #1",NA,"FMr-1",13,"Bartonian","",41.3,38,471,"gp_mid",-65.38,31.91,"109",39.65,"bartonian",1100,-73.7049,28.6626,14,1
"3253",7327,"col","Crystal River Limestone",-82.75,29.29,"Levy County, Florida #5",NA,"FLe-5",14,"Bartonian","",41.3,38,471,"gp_mid",-65.97,32.12,"109",39.65,"bartonian",1101,-73.7049,28.6626,14,1
"3254",7328,"col","Crystal River Limestone",-82.57,28.71,"Citrus County, Florida #24",NA,"FC-24",13,"Bartonian","",41.3,38,471,"gp_mid",-65.92,31.52,"109",39.65,"bartonian",1102,-73.9612,26.173,14,1
"3255",7329,"col","Crystal River Limestone",-85.23,30.77,"Jackson County, Florida #4",NA,"FJ-4",16,"Bartonian","",41.3,38,471,"gp_mid",-68.12,33.99,"109",39.65,"bartonian",1097,-77.3954,28.9643,14,1
"3256",7330,"col","Crystal River",-85.23,30.77,"Jackson County #6",NA,"FJ-6",44,"Bartonian","",41.3,38,471,"gp_mid",-68.12,33.99,"109",39.65,"bartonian",1097,-77.3954,28.9643,14,1
"3259",7331,"col","Pachuta Marl",-87.94,31.14,"Washington County, Alabama",NA,"AW-1",33,"Bartonian","",41.3,38,471,"gp_mid",-70.8,34.81,"109",39.65,"bartonian",465,-77.3954,28.9643,14,1
"3260",7332,"col","Bumpnose",-85.23,30.77,"Jackson County,Florida #9",NA,"FJ-9",26,"Bartonian","",41.3,38,471,"gp_mid",-68.12,33.99,"109",39.65,"bartonian",1097,-77.3954,28.9643,14,1
"3658",7437,"col","Stone City",-96.69,30.53,"Nelson 1",NA,"",87,"Bartonian","",41.3,38,466,"gp_mid",-79.97,35.65,"101",39.65,"bartonian",1186,-88.5305,29.8933,14,1
"3659",7438,"col","Stone City",-96.69,30.53,"Nelson 2",NA,"",99,"Bartonian","",41.3,38,466,"gp_mid",-79.97,35.65,"101",39.65,"bartonian",1186,-88.5305,29.8933,14,1
"3660",7439,"col","Stone City",-96.69,30.53,"Nelson 3",NA,"",102,"Bartonian","",41.3,38,466,"gp_mid",-79.97,35.65,"101",39.65,"bartonian",1186,-88.5305,29.8933,14,1
"3670",8676,"col","Drazinda",70.12,29.95,"Fossil Bed F.1986, Rakhi Nala",NA,"",32,"Bartonian","",41.3,38,599,"gp_mid",71.65,11.01,"501",39.65,"bartonian",1187,64.0062,17.3491,14,1
"3671",183819,"col","Drazinda",70.12,29.95,"Fossil Bed F.1995, Rakhi Nala",NA,"",18,"Bartonian","",41.3,38,599,"gp_mid",71.65,11.01,"501",39.65,"bartonian",1187,64.0062,17.3491,14,1
"4070",11290,"col","",67.77,25.97,"Maliri, Sind, Pakistan",NA,"Reef 3170",16,"Bartonian","",41.3,38,4154,"gp_mid",68.51,7.75,"501",39.65,"bartonian",1313,61.8374,19.9304,14,1
"4226",11596,"col","Drazinda",70.43,30.78,"Bari Nadi 4",NA,"Ro3",2,"Bartonian","",41.3,38,6010,"gp_mid",72.14,11.74,"501",39.65,"bartonian",1361,64.0062,17.3491,14,1
"4883",12847,"col","Calcaire de Saint-Ouen",3.35,49.13,"Grisolles",NA,"",43,"Bartonian","",41.3,38,12522,"gp_mid",8.78,42.39,"315",39.65,"bartonian",1471,-1.7355,47.6486,14,1
"4948",13064,"col","Drazinda",70.44,30.79,"Bari Nadi 3",NA,"Ro2",2,"Bartonian","",41.3,38,6010,"gp_mid",72.15,11.74,"501",39.65,"bartonian",1495,64.0062,17.3491,14,1
"7907",16848,"col","Gosport",-87.9,31.5,"Little Stave Creek",NA,"",20,"Bartonian","",41.3,38,3052,"gp_mid",-70.67,35.16,"109",39.65,"bartonian",1871,-77.1208,31.453,14,1
"12797",24109,"col","",-2.62,50.98,"Highcliffs sands/Cliff End Beds, near Mudeford",NA,"",56,"Bartonian","",41.3,38,6818,"gp_mid",3.71,44.53,"315",39.65,"bartonian",2385,-8.8375,47.2394,14,1
"14887",28979,"col","Drazinda",70.46,30.78,"Bari Nadi 1",NA,"",1,"Bartonian","",41.3,38,8327,"gp_mid",72.17,11.72,"501",39.65,"bartonian",2898,64.0062,17.3491,14,1
"14888",28980,"col","Drazinda",70.47,30.76,"Bari Nadi 2",NA,"",1,"Bartonian","",41.3,38,8327,"gp_mid",72.17,11.71,"501",39.65,"bartonian",2899,64.0062,17.3491,14,1
"16985",31173,"col","La Meseta",-56.65,-64.24,"RV-8200, Seymour Island",NA,"DVP 6/84, RV 8200",55,"Bartonian","",41.3,38,8393,"gp_mid",-66.44,-62.42,"803",39.65,"bartonian",3441,-57.2879,-66.274,14,1
"17361",31584,"col","",3.7,49.22,"Arcis le Ponsart",NA,"",8,"Bartonian","",41.3,38,8517,"gp_mid",9.09,42.46,"315",39.65,"bartonian",3506,-1.7355,47.6486,14,1
"17494",31718,"col","",7.77,47.32,"Egerkingen, Huppersand fissure",NA,"Egerkingen, Egerkingen Old Collection",28,"Bartonian","",41.3,38,8545,"gp_mid",12.54,40.4,"305",39.65,"bartonian",3525,2.1668,45.379,14,1
"17495",31719,"col","",7.77,47.32,"Egerkingen, gamma fissure",NA,"Egerkingen",19,"Bartonian","",41.3,38,8545,"gp_mid",12.54,40.4,"305",39.65,"bartonian",3525,2.1668,45.379,14,1
"17496",31720,"col","",7.77,47.32,"Egerkingen, alpha fissure",NA,"Egerkingen",43,"Bartonian","",41.3,38,8545,"gp_mid",12.54,40.4,"305",39.65,"bartonian",3525,2.1668,45.379,14,1
"17497",31721,"col","",7.77,47.32,"Egerkingen, beta fissure",NA,"Egerkingen",27,"Bartonian","",41.3,38,8545,"gp_mid",12.54,40.4,"305",39.65,"bartonian",3525,2.1668,45.379,14,1
"17498",31722,"col","",7.77,47.32,"Egerkingen, Gray Marls fissure",NA,"Egerkingen",13,"Bartonian","",41.3,38,8545,"gp_mid",12.54,40.4,"305",39.65,"bartonian",3525,2.1668,45.379,14,1
"17520",31742,"col","",7.25,47,"Mormont Eclepens",NA,"Eclepens Gare",36,"Bartonian","",41.3,38,8517,"gp_mid",12.06,40.1,"305",39.65,"bartonian",3536,2.1668,45.379,14,1
"18507",32905,"col","Ameki",7.52,5.56,"Ameki, SE of",NA,"",30,"Bartonian","",41.3,38,8817,"gp_mid",7.66,-3.49,"701",39.65,"bartonian",3710,2.0132,0.0837,14,1
"18508",32906,"col","Ameki",7,6,"Port Harcourt RR",NA,"",3,"Bartonian","",41.3,38,8818,"gp_mid",7.21,-2.98,"701",39.65,"bartonian",3711,2.0132,0.0837,14,1
"18521",32921,"col","Cook Mountain",-95.91,31.13,"Two Mile Creek",NA,"Locality 145-T-71, Bureau of Economic Geology, University of Texas, Houston Land",1,"Bartonian","",41.3,38,8335,"gp_mid",-79.02,36.12,"101",39.65,"bartonian",3722,-88.5305,29.8933,14,1
"20220",34995,"col","Avon Park",-81.51,27.6,"Avon Park Formation (Florida) fauna",NA,"Avon Park Formation fauna",2,"Bartonian","",41.3,38,9411,"gp_mid",-65.1,30.24,"109",39.65,"bartonian",4049,-73.9612,26.173,14,1
"21551",36866,"col","Cowlitz",-122.93,46.4,"UCMP Loc. 7162 - Cowlitz River [Cowlitz Fm]",NA,"",2,"Bartonian","",41.3,38,9870,"gp_mid",-100.96,52.56,"129",39.65,"bartonian",4376,-112.0929,48.4682,14,1
"22914",38814,"col","""Caliza de Peguera""",2.83,39.68,"Binissalem, Island of Mallorca",NA,"",10,"Bartonian","",41.3,38,10603,"gp_mid",NA,NA,"coordinates not computable using this model",39.65,"bartonian",4772,-1.0989,37.7538,14,1
"23094",39014,"col","Creechbarrow Limestone",-2.12,50.65,"Creechbarrow Hill",NA,"",99,"Bartonian","",41.3,38,10516,"gp_mid",4.11,44.17,"315",39.65,"bartonian",4826,-8.8375,47.2394,14,1
"24263",40731,"col","Cowlitz",-122.84,46.46,"Cowlitz Formation",NA,"",1,"Bartonian","",41.3,38,10972,"gp_mid",-100.84,52.61,"129",39.65,"bartonian",5131,-112.0929,48.4682,14,1
"24324",40794,"col","",28.45,41.15,"Level 3, Bartonian, Catalca-Karacakoy, Turkey",NA,"",7,"Bartonian","",41.3,38,11023,"gp_mid",29.59,28.1,"308",39.65,"bartonian",5144,24.9939,39.4001,14,1
"24770",41427,"col","Stone City",-96.54,30.63,"Bed D, Stone City Bluff",NA,"",14,"Bartonian","",41.3,38,59836,"gp_mid",-79.79,35.72,"101",39.65,"bartonian",5276,-88.5305,29.8933,14,1
"25183",41908,"col","""Cardita Series""",33.07,29.08,"Gebel Tanka (""Cardita Series""), Egypt -Tawadros (2001)",NA,"""Cardita Series"", Gebel Tanka",8,"Bartonian","",41.3,38,11199,"gp_mid",33.91,17.42,"508",39.65,"bartonian",5432,28.011,24.1455,14,1
"25184",41909,"col","""Green Beds""",32.97,29.25,"Wadi Gharandal (""Green Beds""), Egypt -Tawadros (2001)",NA,"""Green Beds"", Wadi Gharandal",4,"Bartonian","",41.3,38,11199,"gp_mid",33.84,17.6,"508",39.65,"bartonian",5433,28.011,24.1455,14,1
"25185",41910,"col","""Gypseous Marls""",32.97,29.25,"Wadi Gharandal (""Gypseous Marls""), Egypt -Tawadros (2001)",NA,"""Gypseous Marls"", Wadi Gharandal",4,"Bartonian","",41.3,38,11199,"gp_mid",33.84,17.6,"508",39.65,"bartonian",5433,28.011,24.1455,14,1
"25186",41911,"col","""Green Beds""",33.07,29.08,"Gebel Tanka (""Green Beds""), Egypt -Tawadros (2001)",NA,"""Green Beds"", Gebel Tanka",6,"Bartonian","",41.3,38,11199,"gp_mid",33.91,17.42,"508",39.65,"bartonian",5432,28.011,24.1455,14,1
"25187",41912,"col","""Red Beds""",33.07,29.08,"Gebel Tanka (""Red Beds""), Egypt -Tawadros (2001)",NA,"""Red Beds"", Gebel Tanka",6,"Bartonian","",41.3,38,11199,"gp_mid",33.91,17.42,"508",39.65,"bartonian",5432,28.011,24.1455,14,1
"25190",41915,"col","Birket Qarun",30.15,29.32,"Gebel Gehannam (Birket Qarun Formation), Egypt -Tawadros (2001)",NA,"Birket Qarun Formation, Gebel Gehannam",10,"Bartonian","",41.3,38,11199,"gp_mid",31.78,17.86,"715",39.65,"bartonian",5436,24.7711,24.3624,14,1
"25191",41916,"col","Birket Qarun",30.6,29.67,"Gebel Qatrani (Birket Qarun Formation), Egypt -Tawadros (2001)",NA,"Birket Qarun Formation, Gebel Qatrani",4,"Bartonian","",41.3,38,11199,"gp_mid",32.21,18.19,"715",39.65,"bartonian",5437,24.7711,24.3624,14,1
"25192",41917,"col","Maadi",30.56,29.94,"Maadi (Maadi Formation), Egypt -Tawadros (2001)",NA,"Maadi Formation, Maadi",5,"Bartonian","",41.3,38,11199,"gp_mid",32.2,18.47,"715",39.65,"bartonian",5438,24.7711,24.3624,14,1
"25193",41918,"col","Maadi",30,29,"Maadi (""Ain Musa bed"", Maadi Formation), Egypt -Tawadros (2001)",NA,"""Ain Musa bed"", Maadi Formation, Maadi",2,"Bartonian","",41.3,38,11199,"gp_mid",31.62,17.56,"715",39.65,"bartonian",5439,24.7711,24.3624,14,1
