"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","ext"
"52532",79963,"col","Bayshore",-82.172775,27.033333,"Cocoplum Waterway [Cocoplum Mbr, Bayshore Fm]",NA,"",6,"Tortonian","",11.62,7.246,26813,"gp_mid",-78.83,28.44,"109",9.433,1
"52727",80394,"col","",16.025833,39.663055,"Cessaniti",NA,"",4,"Tortonian","",11.62,7.246,27050,"gp_mid",17.18,37.37,"307",9.433,1
"52728",80395,"col","",15.982778,38.655834,"Zungri",NA,"",3,"Tortonian","",11.62,7.246,27050,"gp_mid",17.1,36.37,"307",9.433,1
"52729",80396,"col","",16.01639,38.645557,"Papaglionti",NA,"",1,"Tortonian","",11.62,7.246,27050,"gp_mid",17.13,36.36,"307",9.433,1
"52730",80397,"col","",15.930556,38.665833,"Zaccanopoli",NA,"",1,"Tortonian","",11.62,7.246,27050,"gp_mid",17.05,36.38,"307",9.433,1
"52731",80398,"col","",15.903889,38.647778,"Caria",NA,"",1,"Tortonian","",11.62,7.246,27050,"gp_mid",17.02,36.36,"307",9.433,1
"52732",80399,"col","",16.002501,38.592777,"Rombiolo",NA,"",1,"Tortonian","",11.62,7.246,27050,"gp_mid",17.11,36.31,"307",9.433,1
"52733",80400,"col","",15.930833,38.675556,"Fitili",NA,"",1,"Tortonian","",11.62,7.246,27050,"gp_mid",17.05,36.39,"307",9.433,1
"52735",80402,"col","",16.587778,38.91,"Cantanzaro",NA,"",2,"Tortonian","",11.62,7.246,27050,"gp_mid",17.69,36.61,"307",9.433,1
"55686",84871,"col","Navidad",-71.849998,-33.900002,"Punta Perro, late miocene, Navidad Formation",NA,"",1,"Tortonian","",11.62,7.246,28501,"gp_mid",-70.09,-33.37,"291",9.433,1
"58395",88545,"col","Blinovo",36.383331,45.266666,"Kamysh-Burun district mine, quarry E",NA,"Arshintsevo",5,"Tortonian","",11.62,7.246,60839,"gp_mid",36.67,43.39,"302",9.433,1
"61244",92704,"col","Tuira",-78.066109,8.345,"USGS Loc. 8477 - Rio Tuira [Tuira Fm]",NA,"",23,"Tortonian","",11.62,7.246,31231,"gp_mid",-75.82,9.24,"230",9.433,1
"64424",96780,"col","Arenaria di Ponsano",10.938889,43.364723,"Ponsano",NA,"",4,"Tortonian","",11.62,7.246,32997,"gp_mid",12.43,41.21,"307",9.433,1
"75399",111206,"col","Tuira",-77.64621,8.41041,"NMB 18514 - Río Icuanatí [Tuira Fm]",NA,"PPP# 1594; PJ 2180; 94-33-02",1,"Tortonian","",11.62,7.246,36423,"gp_mid",-75.4,9.29,"230",9.433,1
"75400",111208,"col","Tuira",-77.513885,7.875278,"NMB 18656 - Rio Tuira [Tuira Fm]",NA,"CJ-94-09-01",1,"Tortonian","",11.62,7.246,36423,"gp_mid",-75.28,8.76,"230",9.433,1
"75402",111209,"col","Tuira",-77.566666,8.216667,"NMB 18495 - Río Chico [Tuira Fm]",NA,"\r\nCJ-93-07-08",2,"Tortonian","",11.62,7.246,36423,"gp_mid",-75.32,9.1,"230",9.433,1
"75403",111210,"col","Tuira",-77.566666,8.216667,"NMB 18541 - Río Chico [Tuira Fm]",NA,"CJ-93-07-12",1,"Tortonian","",11.62,7.246,36423,"gp_mid",-75.32,9.1,"230",9.433,1
"77634",114010,"col","",1.78,42.360001,"Bellver-en-Cerdaña (MNHN collection)",NA,"Bellver de Cerdanya",5,"Vallesian","",11.608,8.7,46747,"gp_mid",3.14,40.68,"304",10.154,1
"79094",116131,"col","",-1.333333,38.133331,"Ulea",NA,"",1,"Tortonian","",11.62,7.246,37436,"gp_mid",-0.18,36.69,"304",9.433,1
"79095",116132,"col","",-1.5,37.983334,"Pliego",NA,"",17,"Tortonian","",11.62,7.246,37436,"gp_mid",-0.35,36.55,"304",9.433,1
"83678",121515,"col","Leitha Limestone",20.526667,50.520832,"Nowa Wies (Leitha Limestone)",NA,"",16,"Tortonian","",11.62,7.246,38749,"gp_mid",21.42,48.74,"305",9.433,1
"88845",128628,"col","Parana",-60.552776,-31.709999,"Cantera del Puerto Viejo",NA,"",20,"Tortonian","",11.62,7.246,41999,"gp_mid",-58.79,-31.42,"202",9.433,1
"90679",131199,"col","Tuira",-77.710281,8.196944,"USGS Loc. 8433 - Rio Chico [Tuira Fm]",NA,"",42,"Tortonian","",11.62,7.246,26828,"gp_mid",-75.47,9.08,"230",9.433,1
"90902",142339,"col","Arroyo Chasicó",-62.980556,-38.599998,"Ribera del Arroyo Chasicó",NA,"",1,"Chasicoan","",10,9,46212,"gp_mid",-61.48,-38.18,"202",9.5,1
"92334",133430,"col","Wakkanai",142.001389,44.83139,"Homare 2 District",NA,"Teshio River",2,"Tortonian","",11.62,7.246,42985,"gp_mid",139.92,44.49,"610",9.433,1
"92991",134303,"col","Blinovo",40.078056,44.590832,"HEPS",NA,"",2,"Tortonian","",11.62,7.246,43198,"gp_mid",40.25,42.71,"302",9.433,1
"94432",136007,"col","Tuira",-77.700684,8.46733,"NMB 18510 - Rio Tuquesa [Tuira Fm]",NA,"PPP# 1723",74,"Tortonian","",11.62,7.246,43491,"gp_mid",-75.45,9.35,"230",9.433,1
"94451",136033,"col","Tuira",-77.627029,8.19301,"NMB 18509 - Rio Chico [Tuira Fm]",NA,"PPP# 1578; 94-26-01",18,"Tortonian","",11.62,7.246,43491,"gp_mid",-75.39,9.08,"230",9.433,1
"94498",136104,"col","Tuira",-77.573997,8.21489,"NMB 18503 - Rio Chico [Tuira Fm]",NA,"\r\n\r\nPPP# 1565; PJ 2169; 94-17-01",70,"Tortonian","",11.62,7.246,43491,"gp_mid",-75.33,9.1,"230",9.433,1
"94501",136122,"col","Tuira",-77.578743,8.22072,"NMB 18504 - Rio Chico [Tuira Fm]",NA,"PPP# 1566; PJ 2170; 94-18-01",83,"Tortonian","",11.62,7.246,43491,"gp_mid",-75.34,9.1,"230",9.433,1
"94638",136309,"col","Tuira",-77.695557,8.462778,"NMB 18516 - Rio Tuquesa [Tuira Fm]",NA,"",2,"Tortonian","",11.62,7.246,30037,"gp_mid",-75.45,9.35,"230",9.433,1
"94640",136311,"col","Tuira",-77.695557,8.462778,"NMB 18535 - Rio Tuquesa [Tuira Fm]",NA,"",2,"Tortonian","",11.62,7.246,30037,"gp_mid",-75.45,9.35,"230",9.433,1
"95078",136993,"col","Tuira",-77.711945,8.191389,"USGS Loc. 8452 - Rio Tupisa [Tuira Fm]",NA,"",35,"Tortonian","",11.62,7.246,19909,"gp_mid",-75.47,9.08,"230",9.433,1
"97890",140010,"col","Parana",-60.491669,-32.083332,"Arroyo Ensenada valley",NA,"",17,"Tortonian","",11.62,7.246,45189,"gp_mid",-58.74,-31.79,"202",9.433,1
"98626",140913,"col","Arroyo Chasicó",-63.016666,-38.633331,"Barrancas del Arroyo Chasicó",NA,"",6,"Chasicoan","",10,9,45726,"gp_mid",-61.51,-38.21,"202",9.5,1
"101614",144565,"col","",14.040278,41.748333,"Scontrone",NA,"",1,"Tortonian","",11.62,7.246,46758,"gp_mid",15.35,39.51,"307",9.433,1
"107526",152254,"col","Chersonian",28.685955,47.250313,"Pocsesti",NA,"",31,"Tortonian","",11.62,7.246,48951,"gp_mid",29.24,45.4,"302",9.433,1
"112531",160008,"col","",23.68,47.720001,"2 km north of Chiuzbaia",NA,"",1,"Pannonian","",11.608,7.246,52230,"gp_mid",24.87,45.26,"308",9.427,1
"113547",161319,"col","",-7.266667,33.633331,"Mohammedia locality",NA,"",4,"Tortonian","",11.62,7.246,52575,"gp_mid",-5.83,32.1,"707",9.433,1
"113548",161320,"col","",-6.766667,33.950001,"Region of Rabat : Oued Bou Regreg and Oued Akrech",NA,"",28,"Tortonian","",11.62,7.246,52575,"gp_mid",-5.32,32.4,"707",9.433,1
"113783",161596,"col","",5.433333,43.516666,"Aix-en-Provence",NA,"",1,"Tortonian","",11.62,7.246,52648,"gp_mid",6.59,41.95,"305",9.433,1
"113786",161599,"col","",5.6,45.566666,"Chimilin locality",NA,"",3,"Tortonian","",11.62,7.246,52648,"gp_mid",6.82,44,"305",9.433,1
"113787",161600,"col","",5.533333,45.616669,"Messenin-Veyrins locality",NA,"",2,"Tortonian","",11.62,7.246,52648,"gp_mid",6.76,44.05,"305",9.433,1
"113794",161607,"col","",5.483333,43.783333,"Cabrières d'Aigues",NA,"",6,"Tortonian","",11.62,7.246,52648,"gp_mid",6.64,42.22,"305",9.433,1
"113797",161610,"col","",5.433333,43.766666,"Cucuron locality",NA,"",1,"Tortonian","",11.62,7.246,52648,"gp_mid",6.59,42.2,"305",9.433,1
"113804",161619,"col","",5.416667,43.583332,"Puyricard locality",NA,"",1,"Tortonian","",11.62,7.246,52648,"gp_mid",6.57,42.02,"305",9.433,1
"115512",164626,"col","",117,0,"Bontang, East Kalimantan, TF505",NA,"",4,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115565",164724,"col","",117,0,"Bontang, East Kalimantan, TF102",NA,"",4,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115567",164727,"col","",117,0,"Bontang, East Kalimantan, TF154",NA,"",4,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115568",164728,"col","",117,0,"Bontang, East Kalimantan, TF508",NA,"",4,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115573",164739,"col","",117,0,"Bontang, East Kalimantan, TF15=TF151",NA,"",2,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115583",164750,"col","",117,0,"Bontang, East Kalimantan, TF107",NA,"",2,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115586",164753,"col","",117,0,"Sangatta, East Kalimantan, TF516",NA,"",23,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115591",164758,"col","",117,0,"Bontang, East Kalimantan, TF502",NA,"",2,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115594",164764,"col","",117,0,"Bontang, East Kalimantan, TF504",NA,"",2,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115603",164774,"col","",117,0,"Bontang, East Kalimantan, TF500",NA,"",5,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"115608",164779,"col","",117,1,"Sangatta, East Kalimantan, TF517",NA,"",4,"Tortonian","",11.62,7.246,53783,"gp_mid",118.52,0.58,"620",9.433,1
"115610",164782,"col","",117,0,"Bontang, East Kalimantan, TF501",NA,"",1,"Tortonian","",11.62,7.246,53783,"gp_mid",118.59,-0.42,"620",9.433,1
"117485",167806,"col","",30.400278,47.153057,"Novoelizavetovka, lower layer",NA,"Novoyelizavetivka, Novo-Yelizavetovka",5,"MN 11","",8.7,7.75,54848,"gp_mid",30.83,45.51,"302",8.225,1
"117511",167833,"col","",30.397223,47.162498,"Novoelizavetovka, bonebearing lens",NA,"Novoelizavetovka-2, Novoyelizavetivka, Novo-Yelizavetovka",4,"MN 12","",7.75,7.246,54848,"gp_mid",30.76,45.73,"302",7.498,1
"117609",167941,"col","",33.310555,47.837502,"Krivoy Rog, YuGOK quarry",NA,"Kryvyi Rih",3,"MN 11","",8.7,7.75,54848,"gp_mid",33.66,46.18,"302",8.225,1
"117615",167947,"col","",30.534721,46.726391,"Novaya Emetovka-2",NA,"""Kostev yar"", Novaya Yemetovka, Novaya Emetivka",2,"MN 12","",7.75,7.246,54848,"gp_mid",30.89,45.3,"302",7.498,1
"117623",167995,"col","",30.42639,46.897221,"Belka",NA,"Byelka, Bilka",23,"MN 12","",7.75,7.246,54848,"gp_mid",30.78,45.47,"302",7.498,1
"117798",168397,"col","Arroyo Chasicó",-63,-38.608334,"Las Barrancas",NA,"",1,"Chasicoan","",10,9,55118,"gp_mid",-61.5,-38.19,"202",9.5,1
"120007",171576,"col","",6.233333,43.766666,"Aiguines village, Var",NA,"",1,"Tortonian","",11.62,7.246,55783,"gp_mid",7.37,42.19,"305",9.433,1
"120601",172946,"col","Arjona",-4.189167,37.855831,"Eastern Guadalquivir Basin",NA,"",1,"Tortonian","",11.62,7.246,56234,"gp_mid",-2.99,36.48,"304",9.433,1
"121524",175063,"col","Bahia Inglesa",-70.80394,-27.049015,"Norte Bahia Caldera",NA,"",1,"Tortonian","",11.62,7.246,57210,"gp_mid",-68.87,-26.55,"291",9.433,1
"123489",178069,"col","",10.916667,44.650002,"Emilia Romagna",NA,"",1,"Tortonian","",11.62,7.246,58907,"gp_mid",12.48,42.49,"307",9.433,1
"123519",178120,"col","",10.783333,44.5,"Montegibbio",NA,"",136,"Tortonian","",11.62,7.246,58930,"gp_mid",12.34,42.35,"307",9.433,1
"124817",179777,"col","Aksucay",30.783333,37.266666,"Kargi section 27 meters, Aksu sub-basin",NA,"",15,"Tortonian","",11.62,7.246,59626,"gp_mid",31.18,35.41,"504",9.433,1
"124818",179778,"col","Aksucay",30.783333,37.266666,"Kargi section 33 meters, Aksu sub-basin",NA,"",16,"Tortonian","",11.62,7.246,59626,"gp_mid",31.18,35.41,"504",9.433,1
"124820",179780,"col","Aksucay",30.783333,37.266666,"Kargi section 42 meters, Aksu sub-basin",NA,"",6,"Tortonian","",11.62,7.246,59626,"gp_mid",31.18,35.41,"504",9.433,1
"125043",180124,"col","Mohakatino",175.184998,-38.939999,"GS3329, Mangamaire Stream",NA,"",1,"Tortonian","",11.62,7.246,59708,"gp_mid",178.88,-41.78,"806",9.433,1
"125047",180128,"col","Mohakatino",174.625,-38.650002,"Mouth of Awakino River",NA,"",1,"Tortonian","",11.62,7.246,59708,"gp_mid",178.25,-41.55,"806",9.433,1
"125050",180131,"col","Mount Messenger",175.246994,-39.09,"Upstream from road junction, Retaruke River",NA,"",1,"Tortonian","",11.62,7.246,59708,"gp_mid",178.97,-41.93,"806",9.433,1
"125051",180132,"col","Mount Messenger",175.246994,-39.09,"Downstream from road junction, Retaruke River",NA,"",1,"Tortonian","",11.62,7.246,59708,"gp_mid",178.97,-41.93,"806",9.433,1
"126009",181659,"col","",2.1467,44.611698,"Montredon",NA,"",1,"Tortonian","",11.62,7.246,60047,"gp_mid",3.42,43.11,"305",9.433,1
"129130",186801,"col","Sant'Agata Fossili",7.94,45.064999,"Borelli",NA,"",6,"Tortonian","",11.62,7.246,62636,"gp_mid",9.63,42.99,"307",9.433,1
"129616",187503,"col","",7.997149,44.703415,"Alba, Tanaro",NA,"",32,"Tortonian","",11.62,7.246,62922,"gp_mid",9.66,42.63,"307",9.433,1
"129617",187504,"col","",8.931395,44.809582,"Costa Vescovato",NA,"",26,"Tortonian","",11.62,7.246,62922,"gp_mid",10.57,42.71,"307",9.433,1
"129618",187505,"col","",7.987109,44.661522,"Gallo d’Alba",NA,"",13,"Tortonian","",11.62,7.246,62922,"gp_mid",9.65,42.59,"307",9.433,1
"129619",187506,"col","",7.828848,44.427113,"Mondovi, Madonna della Neve",NA,"",35,"Tortonian","",11.62,7.246,62922,"gp_mid",9.48,42.36,"307",9.433,1
