"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number","ext"
"119223",170523,"col","Oust",10.07,36.35,"Djebel Zaghouan, Mines of Djebel Staa, bed 5",NA,"",21,"Ibex","",189.6,183,55572,"gp_mid",21.44,26.22,"714",186.3,"pliensbachian",31762,18.1227,26.6986,40,1
"119224",170524,"col","Oust",10.07,36.35,"Djebel Zaghouan, Mines of Djebel Staa, bed 6",NA,"",6,"Ibex","",189.6,183,55572,"gp_mid",21.44,26.22,"714",186.3,"pliensbachian",31762,18.1227,26.6986,40,1
"119225",170525,"col","Staa",10.07,36.35,"Djebel Zaghouan, Mines of Djebel Staa, bed 7",NA,"",1,"Margaritatus","",189.6,183,55572,"gp_mid",21.44,26.22,"714",186.3,"pliensbachian",31762,18.1227,26.6986,40,1
"119227",170527,"col","Oust",9.99,36.24,"Djebel Bent Saidane, Dubar section, bed 4",NA,"",3,"Early Pliensbachian","",189.6,183,55572,"gp_mid",21.33,26.14,"714",186.3,"pliensbachian",31764,16.9906,24.8205,40,1
"119228",170528,"col","Oust",9.99,36.24,"Djebel Bent Saidane, Dubar section, bed 7",NA,"",6,"Jamesoni","Ibex",189.6,183,55572,"gp_mid",21.33,26.14,"714",186.3,"pliensbachian",31764,16.9906,24.8205,40,1
"119229",170529,"col","Oust",9.99,36.24,"Djebel Bent Saidane, Dubar section, bed 9",NA,"",4,"Ibex","",189.6,183,55572,"gp_mid",21.33,26.14,"714",186.3,"pliensbachian",31764,16.9906,24.8205,40,1
"119230",170530,"col","Staa",9.99,36.24,"Djebel Bent Saidane, Dubar section, bed 10",NA,"",1,"Margaritatus","",189.6,183,55572,"gp_mid",21.33,26.14,"714",186.3,"pliensbachian",31764,16.9906,24.8205,40,1
"119245",170546,"col","Oust",9.99,36.24,"Djebel Bent Saidane east, bed 2",NA,"",1,"Ibex","",189.6,183,55572,"gp_mid",21.33,26.14,"714",186.3,"pliensbachian",31764,16.9906,24.8205,40,1
"119246",170547,"col","Staa",9.99,36.24,"Djebel Bent Saidane east, bed 3",NA,"",6,"Margaritatus","",189.6,183,55572,"gp_mid",21.33,26.14,"714",186.3,"pliensbachian",31764,16.9906,24.8205,40,1
"119251",170552,"col","Oust",9.92,36.17,"Djebel Zaress, bed 3",NA,"",3,"Ibex","",189.6,183,55572,"gp_mid",21.25,26.08,"714",186.3,"pliensbachian",31768,16.9906,24.8205,40,1
"119256",170557,"col","Oust",9.68,35.11,"Djebel Sidi Kralif, Krechem el Kelb, bed 4",NA,"",2,"Early Pliensbachian","",189.6,183,55572,"gp_mid",20.68,25.14,"714",186.3,"pliensbachian",31769,16.9906,24.8205,40,1
"119260",170561,"col","Staa",9.68,35.11,"Djebel Sidi Kralif, Krechem el Kelb, unit 1-A",NA,"",1,"Margaritatus","",189.6,183,55572,"gp_mid",20.68,25.14,"714",186.3,"pliensbachian",31769,16.9906,24.8205,40,1
"119261",170562,"col","Staa",9.68,35.11,"Djebel Sidi Kralif, Krechem el Kelb, unit 1-B",NA,"",1,"Margaritatus","",189.6,183,55572,"gp_mid",20.68,25.14,"714",186.3,"pliensbachian",31769,16.9906,24.8205,40,1
