"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin","ext"
"115",1435,"col","Lisbon",-87.595001,31.532778,"Alabama River (H76-27-1)",NA,"H76-27",49,"Lutetian","",47.8,41.3,42,"gp_mid",-67.83,35.11,"109",1,44.55,"lutetian",1
"123",1443,"col","Cook Mountain",-86.561386,31.291389,"Conecuh River (H76-49-1)",NA,"H76-49",48,"Lutetian","",47.8,41.3,42,"gp_mid",-66.84,34.68,"109",1,44.55,"lutetian",1
"124",1444,"col","Cook Mountain",-86.48333,31.308332,"Conecuh River (H76-52)",NA,"H76-52",46,"Lutetian","",47.8,41.3,42,"gp_mid",-66.76,34.68,"109",1,44.55,"lutetian",1
"125",1445,"col","Nanjemoy",-76.791946,37.517502,"Pamunkey River (H76-64-2)",NA,"H76-64",40,"Lutetian","",47.8,41.3,42,"gp_mid",-55.23,38.82,"109",1,44.55,"lutetian",1
"126",1446,"col","Nanjemoy",-76.791946,37.517502,"Pamunkey River (H76-64-3)",NA,"H76-64",46,"Lutetian","",47.8,41.3,42,"gp_mid",-55.23,38.82,"109",1,44.55,"lutetian",1
"127",1447,"col","Nanjemoy",-76.791946,37.517502,"Pamunkey River (H76-64-5)",NA,"H76-64",42,"Lutetian","",47.8,41.3,42,"gp_mid",-55.23,38.82,"109",1,44.55,"lutetian",1
"128",1448,"col","Nanjemoy",-76.791946,37.517502,"Pamunkey River (H76-64-8)",NA,"H76-64",37,"Lutetian","",47.8,41.3,42,"gp_mid",-55.23,38.82,"109",1,44.55,"lutetian",1
"2539",8047,"col","Selsey",-1.316667,51.016666,"Campanile Beds, Selsey FM, England",NA,"SU 54720186",93,"Lutetian","",47.8,41.3,536,"gp_mid",5.58,43.59,"315",1,44.55,"lutetian",1
"2540",8048,"col","Earnley",-1.166667,51.083332,"Copythorne, Hampshire, England",NA,"",12,"Lutetian","",47.8,41.3,537,"gp_mid",5.72,43.65,"315",1,44.55,"lutetian",1
"2571",8123,"col","Selsey",-1.166667,51.083332,"Selsey FM, Hampshire Basin, England",NA,"",19,"Lutetian","",47.8,41.3,550,"gp_mid",5.72,43.65,"315",1,44.55,"lutetian",1
"2573",8125,"col","Selsey",-0.783333,50.733334,"Units SL1-SL3, East Selsey, West Sussex",NA,"",195,"Lutetian","",47.8,41.3,551,"gp_mid",6.01,43.28,"315",1,44.55,"lutetian",1
"2595",8124,"col","Selsey",-0.783333,50.733334,"Units S1-S9, Selsey Peninsula, West Sussex",NA,"",535,"Lutetian","",47.8,41.3,551,"gp_mid",6.01,43.28,"315",1,44.55,"lutetian",1
"3689",13346,"col","Tallahatta",-86.519997,31.366667,"Point A Dam Site",NA,"Point ""A"" Dam Site, Conecuh River",68,"Lutetian","",47.8,41.3,688,"gp_mid",-66.78,34.74,"109",1,44.55,"lutetian",1
"4389",24107,"col","",-1.833333,50.733334,"Bournemouth Marine Beds",NA,"",33,"Lutetian","",47.8,41.3,6818,"gp_mid",5.1,43.33,"315",1,44.55,"lutetian",1
"4390",24108,"col","",-1.8,50.716667,"The Boscombe Sands at Southbourne",NA,"",34,"Lutetian","",47.8,41.3,6818,"gp_mid",5.13,43.31,"315",1,44.55,"lutetian",1
"9278",38719,"col","Brussles",4.563495,50.918949,"Nederokkerzeel",NA,"Imbrechts sand pit; BGS 74 W 148",6,"Lutetian","",47.8,41.3,10411,"gp_mid",10.65,43.21,"315",1,44.55,"lutetian",1
"10412",40792,"col","",28.450001,41.150002,"Level 1, Lutetian, Catalca-Karacakoy, Turkey",NA,"",4,"Lutetian","",47.8,41.3,11023,"gp_mid",29.49,26.4,"308",1,44.55,"lutetian",1
"10413",40793,"col","",28.450001,41.150002,"Level 2, Lutetian, Catalca-Karacakoy, Turkey",NA,"",18,"Lutetian","",47.8,41.3,11023,"gp_mid",29.49,26.4,"308",1,44.55,"lutetian",1
"11026",41847,"col","Earnley",-0.858,50.762001,"Bracklesham, Earnley Formation",NA,"",4,"Lutetian","",47.8,41.3,10367,"gp_mid",5.95,43.31,"315",1,44.55,"lutetian",1
"11050",41872,"col","Marsh Farm",-0.844,50.762001,"Earnley Marsh, Marsh Farm Formation, E11",NA,"",2,"Lutetian","",47.8,41.3,10367,"gp_mid",5.96,43.31,"315",1,44.55,"lutetian",1
"11051",41874,"col","Selsey",-0.858,50.762001,"Medmerry, Selsey Formation",8124,"",1,"Lutetian","",47.8,41.3,10367,"gp_mid",5.95,43.31,"315",1,44.55,"lutetian",1
"11065",41888,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation",NA,"",70,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
"11071",41893,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation, Unit 1",41888,"",9,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
"11072",41894,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation, Unit 2",41888,"",11,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
"11073",41895,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation, Unit 3",41888,"",7,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
"11074",41896,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation, Unit 4",41888,"",6,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
"11108",41945,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation, Unit 5",41888,"",15,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
"11109",41947,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation, Unit 6",41888,"",10,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
"11110",41948,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation, Unit 7",41888,"",11,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
"11111",41950,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation, Unit 8",41888,"",10,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
"11112",41951,"col","Elmore",-1.2005,50.796001,"Lee-on-the-Solent, Elmore Formation, Unit 9",41888,"",6,"Lutetian","",47.8,41.3,10858,"gp_mid",5.66,43.36,"315",1,44.55,"lutetian",1
