"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number","ext"
"37143",57134,"col","",48.41,54.16,"Unit VIII - Volga River composite section (Barremian)",NA,"",5,"Barremian","",129.4,125,15436,"gp_mid",62.77,41.51,"302",127.2,"barremian",9022,62.0427,45.6574,28,1
"37144",57135,"col","",48.41,54.16,"Unit IX - Volga River composite section (Barremian)",NA,"",5,"Barremian","",129.4,125,15436,"gp_mid",62.77,41.51,"302",127.2,"barremian",9022,62.0427,45.6574,28,1
"43934",65799,"col","Schrattenkalk",9.9,47.42,"Schrattenkalk Fm - Bezeck near Bezau, Vorarlberg",NA,"",7,"Barremian","",129.4,125,15037,"gp_mid",32.73,33.66,"305",127.2,"barremian",10616,33.4307,28.396,28,1
"43935",65800,"col","Schrattenkalk",9.9,47.42,"Schrattenkalk Fm - Unterklein, Vorarlberg",NA,"",7,"Barremian","",129.4,125,15037,"gp_mid",32.73,33.66,"305",127.2,"barremian",10616,33.4307,28.396,28,1
"44401",66424,"col","",13.77,41.52,"Colle Santa Lucia, Monte Cairo area, Latium",NA,"",24,"Barremian","",129.4,125,18984,"gp_mid",34.8,19.83,"307",127.2,"barremian",10725,31.7209,18.338,28,1
"44826",67123,"col","Grodziszcze",21.08,49.93,"Trzemesna, Grodziszcze Beds, Carpathians",NA,"",47,"Barremian","",129.4,125,19144,"gp_mid",41.79,36,"305",127.2,"barremian",10839,42.4217,37.6696,28,1
"46270",68921,"col","",-60.93,10.78,"Tompire Bay (BT456)",NA,"",12,"Barremian","",129.4,125,19898,"gp_mid",-17.56,11.47,"201",127.2,"barremian",11258,-20.896,11.0009,28,1
"46271",68922,"col","",-61.47,10.32,"Pointe-à-PIerre (K. 8187)",NA,"",7,"Barremian","",129.4,125,19898,"gp_mid",-18.13,11.05,"201",127.2,"barremian",11259,-20.896,11.0009,28,1
"46361",69013,"col","",6.48,46,"Pointe Blanche, Massif des Bornes, Urgonian Limestone, Haute-Savoie",NA,"",6,"Barremian","",129.4,125,19915,"gp_mid",29.85,32.38,"305",127.2,"barremian",11278,30.6948,31.7958,28,1
"46385",69058,"col","",-73.53,5.63,"Monastery 'Santo Ecco Homo', Villa de Leiva, Boyaca",NA,"",7,"Barremian","",129.4,125,19919,"gp_mid",-31.52,6.2,"203",127.2,"barremian",11283,-37.4207,7.0206,28,1
"46386",69059,"col","",-74.47,8.27,"Loma de la Yuca, Bolivar",NA,"",2,"Barremian","",129.4,125,19919,"gp_mid",-32.18,8.92,"203",127.2,"barremian",11284,-37.5594,9.5168,28,1
"46387",69060,"col","",-73.57,5.63,"Loma Cabrera, west of Villa de Leiva, Boyaca",NA,"",2,"Barremian","",129.4,125,19919,"gp_mid",-31.56,6.21,"203",127.2,"barremian",11285,-37.4207,7.0206,28,1
"46388",69061,"col","",-73.53,5.6,"Loma La Yesera, south of Villa de Leiva, Boyaca",NA,"",5,"Barremian","",129.4,125,19919,"gp_mid",-31.53,6.17,"203",127.2,"barremian",11286,-37.4207,7.0206,28,1
"46394",69068,"col","",-73.67,6.05,"Chipata Viejo - Chipata, Santander",NA,"",3,"Barremian","",129.4,125,19919,"gp_mid",-31.62,6.63,"203",127.2,"barremian",11287,-37.4207,7.0206,28,1
"46398",69072,"col","",-73.67,6.03,"At km 4 along the road from Velez to Chipata, Santander",NA,"",2,"Barremian","",129.4,125,19919,"gp_mid",-31.62,6.61,"203",127.2,"barremian",11291,-37.4207,7.0206,28,1
"46399",69073,"col","",-73.6,5.72,"1 km from monastery 'Santa Sofia', Boyaca",NA,"",1,"Barremian","",129.4,125,19919,"gp_mid",-31.58,6.29,"203",127.2,"barremian",11292,-37.4207,7.0206,28,1
"46755",69761,"col","Helvetiafjellet",18.16,77.5,"Kvalvågen, Svalbard",NA,"",1,"Barremian","",129.4,125,23590,"gp_mid",40.03,63.57,"311",127.2,"barremian",11442,32.6251,64.5862,28,1
"46856",69901,"col","Zapotitlan",-97.48,18.33,"Zapotitlan, Zapotitlan Formation, Puebla",NA,"",7,"Barremian","",129.4,125,23451,"gp_mid",-41.08,19.03,"104",127.2,"barremian",11471,-45.3608,19.1805,28,1
"46857",69902,"col","Zapotitlan",-97.47,18.25,"Cerro del Pizarro, Zapotitlan Formation, Puebla",NA,"",1,"Barremian","",129.4,125,23451,"gp_mid",-41.09,18.95,"104",127.2,"barremian",11472,-45.3608,19.1805,28,1
"46859",69904,"col","Zapotitlan",-97.5,18.42,"San Antonio de las Salinas, Zapotitlan Formation, Puebla",NA,"",1,"Barremian","",129.4,125,23451,"gp_mid",-41.07,19.12,"104",127.2,"barremian",11474,-45.3608,19.1805,28,1
"46862",69907,"col","Zapotitlan",-97.48,18.33,"Cerro Natucho, Zapotitlan Formation, Puebla",NA,"",1,"Barremian","",129.4,125,23451,"gp_mid",-41.08,19.03,"104",127.2,"barremian",11471,-45.3608,19.1805,28,1
"47757",71082,"col","",-73.8,5.87,"Road from Puente Nacional to Jesus Maria, km 8, Santander",NA,"",1,"Barremian","",129.4,125,19919,"gp_mid",-31.77,6.46,"203",127.2,"barremian",11667,-37.4207,7.0206,28,1
"48355",72029,"col","Paja",-73.58,5.63,"Loma de Monsalve, Boyaca",NA,"",4,"Barremian","",129.4,125,24371,"gp_mid",-31.57,6.21,"203",127.2,"barremian",11841,-37.4207,7.0206,28,1
"48728",73203,"col","Les calcaires à choffatelles et dasycladacées",-9.47,38.81,"Calhau do Corvo, Marnes à bancs calcaires",NA,"",20,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48925",73513,"col","Grès inférieurs",-9.47,38.81,"Calhau do Corvo, Lower sandstone, level 1.",NA,"",1,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48926",73514,"col","Grès inférieurs",-9.47,38.81,"Calhau do Corvo, Lower sandstone, level 2a.",NA,"",3,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48927",73515,"col","Grès inférieurs",-9.47,38.81,"Calhau do Corvo, Lower sandstone, level 2b.",NA,"",6,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48929",73517,"col","Grès inférieurs",-9.47,38.81,"Calhau do Corvo, Lower sandstone, level 2c.",NA,"",3,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48930",73518,"col","Assises à Orbitolines",-9.47,38.81,"Calhau do Corvo, Sat with Orbitolines, level 4.",NA,"",13,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48932",73520,"col","Assises à Orbitolines",-9.47,38.81,"Calhau do Corvo, Sat with Orbitolines, level 6c.",NA,"",4,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48933",73521,"col","Calcaires récifaux supérieurs",-9.47,38.81,"Calhau do Corvo, High reef limestones, level 8.",NA,"",4,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48934",73522,"col","Calcaires récifaux supérieurs",-9.47,38.81,"Calhau do Corvo, High reef limestones, level 9.",NA,"",5,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48935",73523,"col","Calcaires récifaux supérieurs",-9.47,38.81,"Calhau do Corvo, High reef limestones, level 10.",NA,"",3,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"48936",73524,"col","Marnes à Huîtres",-9.47,38.81,"Calhau do Corvo, Oysters marls, level 11.",NA,"",12,"Barremian","",129.4,125,18719,"gp_mid",15.15,29.6,"304",127.2,"barremian",11945,11.4871,31.8967,28,1
"49449",74159,"col","",6.78,46.1,"Massif du Haut-Giffre, foraminiferal biostromes",NA,"Reef 1284",1,"Barremian","",129.4,125,24892,"gp_mid",30.1,32.46,"305",127.2,"barremian",12125,30.6948,31.7958,28,1
"50850",76947,"col","",7.17,52.18,"Pipeline between Bentheim and Ochtrup, Middle Barremian, Nordrhein-Westfalen",NA,"",12,"Barremian","",129.4,125,18721,"gp_mid",30.91,38.52,"315",127.2,"barremian",12569,30.1991,39.285,28,1
"50863",76979,"col","",6.87,52.13,"Alstaette II, Große - Huendfeld (2), Nordrhein-Westfalen",NA,"",10,"Barremian","",129.4,125,18721,"gp_mid",30.67,38.48,"315",127.2,"barremian",12570,30.1991,39.285,28,1
"51943",78699,"col","",46.47,39.43,"Alikuliushagy, Lesser Caucasus",NA,"Reef 3685",4,"Barremian","",129.4,125,26464,"gp_mid",61.67,20.86,"512",127.2,"barremian",12917,62.974,30.6846,28,1
"53988",82498,"col","",-14,26.12,"Hole 397A, Sample 39-2, CC",NA,"",2,"Barremian","",129.4,125,27784,"gp_mid",2.7,21.44,"714",127.2,"barremian",13625,-2.6264,21.8364,28,1
"53990",82500,"col","",-14,26.12,"Hole 397A, Sample 46-3, 93-94 cm",NA,"",1,"Barremian","",129.4,125,27784,"gp_mid",2.7,21.44,"714",127.2,"barremian",13625,-2.6264,21.8364,28,1
"54984",83882,"col","",-73.25,7,"San Vicente-Zapatoca, Santander",NA,"",1,"Barremian","",129.4,125,28105,"gp_mid",-31.1,7.53,"203",127.2,"barremian",13945,-37.5594,9.5168,28,1
"54990",83888,"col","",-73.95,7.96,"Simiti, Bolivar",NA,"",1,"Barremian","",129.4,125,28105,"gp_mid",-31.7,8.56,"203",127.2,"barremian",13947,-37.5594,9.5168,28,1
