"bin","max","min","mid","hemisphere","MST","name","max_age","mid_age","min_age","duration","abbr","color"
2,75,60,67.5,"N",4871.44,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
3,60,45,52.5,"N",20495.81,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
4,45,30,37.5,"N",30102.79,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
5,30,15,22.5,"N",9417.57,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
6,15,0,7.5,"N",13842.82,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
7,0,-15,-7.5,"S",5512.82,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
8,-15,-30,-22.5,"S",0,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
9,-30,-45,-37.5,"S",0,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
10,-45,-60,-52.5,"S",13092.08,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
11,-60,-75,-67.5,"S",0,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
12,-75,-90,-82.5,"S",0,"cenomanian",100.5,97.2,93.9,6.6,"Cnm","#B3DE53"
1,90,75,82.5,"N",3739.87,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
2,75,60,67.5,"N",10118.12,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
3,60,45,52.5,"N",20277.86,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
4,45,30,37.5,"N",23493.38,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
5,30,15,22.5,"N",17589.52,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
6,15,0,7.5,"N",13299.64,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
7,0,-15,-7.5,"S",12201.88,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
8,-15,-30,-22.5,"S",0,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
9,-30,-45,-37.5,"S",1271.65,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
10,-45,-60,-52.5,"S",8004.91,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
11,-60,-75,-67.5,"S",6669.96,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
12,-75,-90,-82.5,"S",0,"albian",113,106.75,100.5,12.5,"Alb","#CCEA97"
1,90,75,82.5,"N",316.87,"aptian",125,119,113,12,"Ap","#BFE48A"
2,75,60,67.5,"N",3904.26,"aptian",125,119,113,12,"Ap","#BFE48A"
3,60,45,52.5,"N",0,"aptian",125,119,113,12,"Ap","#BFE48A"
4,45,30,37.5,"N",23096.85,"aptian",125,119,113,12,"Ap","#BFE48A"
5,30,15,22.5,"N",15869.11,"aptian",125,119,113,12,"Ap","#BFE48A"
6,15,0,7.5,"N",14531.77,"aptian",125,119,113,12,"Ap","#BFE48A"
7,0,-15,-7.5,"S",623.03,"aptian",125,119,113,12,"Ap","#BFE48A"
8,-15,-30,-22.5,"S",0,"aptian",125,119,113,12,"Ap","#BFE48A"
9,-30,-45,-37.5,"S",0,"aptian",125,119,113,12,"Ap","#BFE48A"
10,-45,-60,-52.5,"S",1563.59,"aptian",125,119,113,12,"Ap","#BFE48A"
11,-60,-75,-67.5,"S",9557.22,"aptian",125,119,113,12,"Ap","#BFE48A"
12,-75,-90,-82.5,"S",0,"aptian",125,119,113,12,"Ap","#BFE48A"
1,90,75,82.5,"N",0,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
2,75,60,67.5,"N",3181.32,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
3,60,45,52.5,"N",0,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
4,45,30,37.5,"N",5886.82,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
5,30,15,22.5,"N",14822.76,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
6,15,0,7.5,"N",10435.44,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
7,0,-15,-7.5,"S",0,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
8,-15,-30,-22.5,"S",0,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
9,-30,-45,-37.5,"S",0,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
10,-45,-60,-52.5,"S",0,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
11,-60,-75,-67.5,"S",0,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
12,-75,-90,-82.5,"S",0,"barremian",129.4,127.2,125,4.4,"Brrm","#B3DF7F"
1,90,75,82.5,"N",0,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
2,75,60,67.5,"N",3180.27,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
3,60,45,52.5,"N",840.42,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
4,45,30,37.5,"N",5801.14,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
5,30,15,22.5,"N",15412.07,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
6,15,0,7.5,"N",9035.28,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
7,0,-15,-7.5,"S",110.61,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
8,-15,-30,-22.5,"S",1378.68,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
9,-30,-45,-37.5,"S",0,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
10,-45,-60,-52.5,"S",0,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
11,-60,-75,-67.5,"S",0,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
12,-75,-90,-82.5,"S",0,"hauterivian",132.9,131.15,129.4,3.5,"Htr","#A6D975"
1,90,75,82.5,"N",81.4,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
2,75,60,67.5,"N",10948.09,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
3,60,45,52.5,"N",13304.15,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
4,45,30,37.5,"N",5384.72,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
5,30,15,22.5,"N",12293.74,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
6,15,0,7.5,"N",8616.56,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
7,0,-15,-7.5,"S",8889.61,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
8,-15,-30,-22.5,"S",0,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
9,-30,-45,-37.5,"S",6584.46,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
10,-45,-60,-52.5,"S",0,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
11,-60,-75,-67.5,"S",0,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
12,-75,-90,-82.5,"S",0,"valanginian",139.8,136.35,132.9,6.9,"Vl","#99D36A"
1,90,75,82.5,"N",0,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
2,75,60,67.5,"N",9782.15,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
3,60,45,52.5,"N",9160.08,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
4,45,30,37.5,"N",14208.37,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
5,30,15,22.5,"N",12802.27,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
6,15,0,7.5,"N",12491.85,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
7,0,-15,-7.5,"S",8765.6,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
8,-15,-30,-22.5,"S",107.3,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
9,-30,-45,-37.5,"S",7580.5,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
10,-45,-60,-52.5,"S",0,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
11,-60,-75,-67.5,"S",676.1,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
12,-75,-90,-82.5,"S",0,"berriasian",145,142.4,139.8,5.2,"Brrs","#8CCD60"
1,90,75,82.5,"N",3348.74,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
2,75,60,67.5,"N",8755.67,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
3,60,45,52.5,"N",14482.75,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
4,45,30,37.5,"N",22428.45,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
5,30,15,22.5,"N",23512.73,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
6,15,0,7.5,"N",11113.66,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
7,0,-15,-7.5,"S",702.29,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
8,-15,-30,-22.5,"S",8476.32,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
9,-30,-45,-37.5,"S",8522.48,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
10,-45,-60,-52.5,"S",1351.87,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
11,-60,-75,-67.5,"S",1056.66,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
12,-75,-90,-82.5,"S",742.36,"tithonian",152.1,148.55,145,7.1,"Tt","#D9F1F7"
1,90,75,82.5,"N",0,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
2,75,60,67.5,"N",2904.04,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
3,60,45,52.5,"N",8322.63,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
4,45,30,37.5,"N",13932.61,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
5,30,15,22.5,"N",13251.4,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
6,15,0,7.5,"N",10163.09,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
7,0,-15,-7.5,"S",2328.45,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
8,-15,-30,-22.5,"S",3017.17,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
9,-30,-45,-37.5,"S",13740.92,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
10,-45,-60,-52.5,"S",0,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
11,-60,-75,-67.5,"S",878.98,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
12,-75,-90,-82.5,"S",203.82,"kimmeridgian",157.3,154.7,152.1,5.2,"Km","#CCECF4"
1,90,75,82.5,"N",0,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
2,75,60,67.5,"N",164.68,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
3,60,45,52.5,"N",12576.89,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
4,45,30,37.5,"N",10375.28,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
5,30,15,22.5,"N",16588.56,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
6,15,0,7.5,"N",10131.79,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
7,0,-15,-7.5,"S",2475.45,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
8,-15,-30,-22.5,"S",3184.16,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
9,-30,-45,-37.5,"S",14984.06,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
10,-45,-60,-52.5,"S",0,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
11,-60,-75,-67.5,"S",0,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
12,-75,-90,-82.5,"S",228.01,"oxfordian",163.5,160.4,157.3,6.2,"Ox","#BFE7F1"
1,90,75,82.5,"N",0,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
2,75,60,67.5,"N",2972.71,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
3,60,45,52.5,"N",15258.12,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
4,45,30,37.5,"N",14924.3,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
5,30,15,22.5,"N",17801.08,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
6,15,0,7.5,"N",1152.44,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
7,0,-15,-7.5,"S",221.16,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
8,-15,-30,-22.5,"S",8947.02,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
9,-30,-45,-37.5,"S",5130.32,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
10,-45,-60,-52.5,"S",0,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
11,-60,-75,-67.5,"S",0,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
12,-75,-90,-82.5,"S",122.11,"callovian",166.1,164.8,163.5,2.6,"Cll","#BFE7E5"
1,90,75,82.5,"N",570.44,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
2,75,60,67.5,"N",0,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
3,60,45,52.5,"N",8657.14,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
4,45,30,37.5,"N",22794.99,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
5,30,15,22.5,"N",18876.98,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
6,15,0,7.5,"N",8689.91,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
7,0,-15,-7.5,"S",423.9,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
8,-15,-30,-22.5,"S",2084.82,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
9,-30,-45,-37.5,"S",0,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
10,-45,-60,-52.5,"S",0,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
11,-60,-75,-67.5,"S",0,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
12,-75,-90,-82.5,"S",122.06,"bathonian",168.3,167.2,166.1,2.2,"Bt","#B3E2E3"
1,90,75,82.5,"N",0,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
2,75,60,67.5,"N",0,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
3,60,45,52.5,"N",7475.41,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
4,45,30,37.5,"N",17860.91,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
5,30,15,22.5,"N",17632.48,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
6,15,0,7.5,"N",8313.07,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
7,0,-15,-7.5,"S",220.08,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
8,-15,-30,-22.5,"S",242.98,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
9,-30,-45,-37.5,"S",447.74,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
10,-45,-60,-52.5,"S",0,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
11,-60,-75,-67.5,"S",0,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
12,-75,-90,-82.5,"S",562.44,"bajocian",170.3,169.3,168.3,2,"Bj","#A6DDE0"
1,90,75,82.5,"N",0,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
2,75,60,67.5,"N",0,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
3,60,45,52.5,"N",9497.63,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
4,45,30,37.5,"N",13452.09,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
5,30,15,22.5,"N",9844.34,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
6,15,0,7.5,"N",0,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
7,0,-15,-7.5,"S",0,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
8,-15,-30,-22.5,"S",554.02,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
9,-30,-45,-37.5,"S",7650.43,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
10,-45,-60,-52.5,"S",0,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
11,-60,-75,-67.5,"S",0,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
12,-75,-90,-82.5,"S",486.41,"aalenian",174.1,172.2,170.3,3.8,"Aln","#9AD9DD"
1,90,75,82.5,"N",531.38,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
2,75,60,67.5,"N",10018.76,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
3,60,45,52.5,"N",15246.44,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
4,45,30,37.5,"N",22300.23,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
5,30,15,22.5,"N",10615.46,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
6,15,0,7.5,"N",0,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
7,0,-15,-7.5,"S",0,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
8,-15,-30,-22.5,"S",8850.65,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
9,-30,-45,-37.5,"S",1257.29,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
10,-45,-60,-52.5,"S",0,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
11,-60,-75,-67.5,"S",119.36,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
12,-75,-90,-82.5,"S",170.76,"toarcian",182.7,178.4,174.1,8.6,"Trc","#99CEE3"
1,90,75,82.5,"N",986.15,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
2,75,60,67.5,"N",5465.11,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
3,60,45,52.5,"N",15599.63,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
4,45,30,37.5,"N",20634.08,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
5,30,15,22.5,"N",14238.8,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
6,15,0,7.5,"N",0,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
7,0,-15,-7.5,"S",0,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
8,-15,-30,-22.5,"S",12536.47,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
9,-30,-45,-37.5,"S",1752.74,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
10,-45,-60,-52.5,"S",0,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
11,-60,-75,-67.5,"S",615.52,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
12,-75,-90,-82.5,"S",0,"pliensbachian",190.8,186.75,182.7,8.1,"Pl","#80C5DD"
1,90,75,82.5,"N",0,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
2,75,60,67.5,"N",569.53,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
3,60,45,52.5,"N",13470.03,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
4,45,30,37.5,"N",22753.29,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
5,30,15,22.5,"N",11304.38,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
6,15,0,7.5,"N",10307.34,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
7,0,-15,-7.5,"S",0,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
8,-15,-30,-22.5,"S",12028.48,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
9,-30,-45,-37.5,"S",1207.58,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
10,-45,-60,-52.5,"S",0,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
11,-60,-75,-67.5,"S",451.74,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
12,-75,-90,-82.5,"S",0,"sinemurian",199.3,195.05,190.8,8.5,"Snm","#67BCD8"
1,90,75,82.5,"N",0,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
2,75,60,67.5,"N",448.26,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
3,60,45,52.5,"N",12992.03,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
4,45,30,37.5,"N",4832.68,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
5,30,15,22.5,"N",8810.66,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
6,15,0,7.5,"N",0,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
7,0,-15,-7.5,"S",0,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
8,-15,-30,-22.5,"S",0,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
9,-30,-45,-37.5,"S",1210.73,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
10,-45,-60,-52.5,"S",0,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
11,-60,-75,-67.5,"S",40.92,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
12,-75,-90,-82.5,"S",0,"hettangian",201.3,200.3,199.3,2,"Htt","#4EB3D3"
1,90,75,82.5,"N",0,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
2,75,60,67.5,"N",4998.93,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
3,60,45,52.5,"N",8892.72,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
4,45,30,37.5,"N",21286.99,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
5,30,15,22.5,"N",17387.41,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
6,15,0,7.5,"N",9316.83,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
7,0,-15,-7.5,"S",0,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
8,-15,-30,-22.5,"S",11508.6,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
9,-30,-45,-37.5,"S",0,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
10,-45,-60,-52.5,"S",0,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
11,-60,-75,-67.5,"S",0,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
12,-75,-90,-82.5,"S",0,"rhaetian",208.5,204.9,201.3,7.2,"Rht","#E3B9DB"
1,90,75,82.5,"N",3930.66,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
2,75,60,67.5,"N",6846.59,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
3,60,45,52.5,"N",15947.85,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
4,45,30,37.5,"N",22848.08,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
5,30,15,22.5,"N",24870.56,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
6,15,0,7.5,"N",20152.65,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
7,0,-15,-7.5,"S",10271.06,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
8,-15,-30,-22.5,"S",15348.83,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
9,-30,-45,-37.5,"S",6149.45,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
10,-45,-60,-52.5,"S",0,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
11,-60,-75,-67.5,"S",126.85,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
12,-75,-90,-82.5,"S",898.47,"norian",228,218.25,208.5,19.5,"N","#D6AAD3"
1,90,75,82.5,"N",5829.21,"carnian",237,232.5,228,9,"Cr","#C99BCB"
2,75,60,67.5,"N",2784,"carnian",237,232.5,228,9,"Cr","#C99BCB"
3,60,45,52.5,"N",7599.41,"carnian",237,232.5,228,9,"Cr","#C99BCB"
4,45,30,37.5,"N",17647.08,"carnian",237,232.5,228,9,"Cr","#C99BCB"
5,30,15,22.5,"N",22021.77,"carnian",237,232.5,228,9,"Cr","#C99BCB"
6,15,0,7.5,"N",17933.07,"carnian",237,232.5,228,9,"Cr","#C99BCB"
7,0,-15,-7.5,"S",9195.76,"carnian",237,232.5,228,9,"Cr","#C99BCB"
8,-15,-30,-22.5,"S",0,"carnian",237,232.5,228,9,"Cr","#C99BCB"
9,-30,-45,-37.5,"S",5908.19,"carnian",237,232.5,228,9,"Cr","#C99BCB"
10,-45,-60,-52.5,"S",0,"carnian",237,232.5,228,9,"Cr","#C99BCB"
11,-60,-75,-67.5,"S",0,"carnian",237,232.5,228,9,"Cr","#C99BCB"
12,-75,-90,-82.5,"S",111.68,"carnian",237,232.5,228,9,"Cr","#C99BCB"
1,90,75,82.5,"N",4318.98,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
2,75,60,67.5,"N",0,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
3,60,45,52.5,"N",2331.64,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
4,45,30,37.5,"N",14345.57,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
5,30,15,22.5,"N",12285.12,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
6,15,0,7.5,"N",13466.98,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
7,0,-15,-7.5,"S",10722.61,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
8,-15,-30,-22.5,"S",3740.13,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
9,-30,-45,-37.5,"S",5155.85,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
10,-45,-60,-52.5,"S",0,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
11,-60,-75,-67.5,"S",0,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
12,-75,-90,-82.5,"S",414.31,"ladinian",242,239.5,237,5,"Ldn","#C983BF"
1,90,75,82.5,"N",5160.03,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
2,75,60,67.5,"N",0,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
3,60,45,52.5,"N",1839.33,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
4,45,30,37.5,"N",12454.69,"anisian",247.2,244.6,242,5.2,"An","#BC75B7"
