"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",0.06,0,1
2,75,60,67.5,"N",0.84,0,3.52499999999999
3,60,45,52.5,"N",18.39184,10.909675,23.2513
4,45,30,37.5,"N",31.79678,28.0851,34.859425
5,30,15,22.5,"N",8.45099,4,13.5511
6,15,0,7.5,"N",0.03,0,0.524999999999991
7,0,-15,-7.5,"S",0.03,0,0.524999999999991
8,-15,-30,-22.5,"S",2.26992,0,5
9,-30,-45,-37.5,"S",7.31546,3,12.757575
10,-45,-60,-52.5,"S",NA,NA,NA
11,-60,-75,-67.5,"S",NA,NA,NA
12,-75,-90,-82.5,"S",0.02,0,0
