"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",0.13,0,1
2,75,60,67.5,"N",1,0,3
3,60,45,52.5,"N",34.2491,30.98375,36.7095
4,45,30,37.5,"N",30.8306,26.8125,34.102
5,30,15,22.5,"N",12.6589,5.98475,18.45075
6,15,0,7.5,"N",1.59,0,4
7,0,-15,-7.5,"S",0.26,0,1
8,-15,-30,-22.5,"S",5.2525,1,9.95575
9,-30,-45,-37.5,"S",8.5174,4,13.99375
10,-45,-60,-52.5,"S",NA,NA,NA
11,-60,-75,-67.5,"S",NA,NA,NA
12,-75,-90,-82.5,"S",0.13,0,1
