"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",0.35,0,2
2,75,60,67.5,"N",0.9,0,3
3,60,45,52.5,"N",23.0684,17.5815,27.35575
4,45,30,37.5,"N",35.6755,33.53375,37.941
5,30,15,22.5,"N",4.5243,1,8.51449999999999
6,15,0,7.5,"N",0.45,0,2
7,0,-15,-7.5,"S",0.4,0,2
8,-15,-30,-22.5,"S",4.3273,1.475,8.9505
9,-30,-45,-37.5,"S",28.2324,23.90225,32.46175
10,-45,-60,-52.5,"S",23.8102,18.2895,28.173
11,-60,-75,-67.5,"S",9.8795,5.475,14.946
12,-75,-90,-82.5,"S",0.06,0,1
