"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",197.51,176.475,223.05
2,75,60,67.5,"N",193.86,170.475,221.525
3,60,45,52.5,"N",203.95,177.95,231.05
4,45,30,37.5,"N",187.96,166.375,213
5,30,15,22.5,"N",145.76,121.95,164.05
6,15,0,7.5,"N",154.42,133.85,175.05
7,0,-15,-7.5,"S",134.75,115.475,160
8,-15,-30,-22.5,"S",137.85,116.475,157.1
9,-30,-45,-37.5,"S",130.24,112.475,149.525
10,-45,-60,-52.5,"S",68.24,53.475,84.525
11,-60,-75,-67.5,"S",82.44,68,98.05
12,-75,-90,-82.5,"S",51.96,39,66.525
