"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",187.31,164.95,210.525
2,75,60,67.5,"N",182.28,158.375,204.525
3,60,45,52.5,"N",197.19,171.425,223.525
4,45,30,37.5,"N",185.02,164.425,201.05
5,30,15,22.5,"N",154.95,136.95,179.575
6,15,0,7.5,"N",143.66,121.85,164.525
7,0,-15,-7.5,"S",110.52,91.475,127.625
8,-15,-30,-22.5,"S",125.63,107.475,142.525
9,-30,-45,-37.5,"S",116.23,98.95,135.525
10,-45,-60,-52.5,"S",80.14,65.95,96
11,-60,-75,-67.5,"S",125.88,108.475,146
12,-75,-90,-82.5,"S",64.71,52,81
