"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",147.01,124.8,169.625
2,75,60,67.5,"N",107.61,86.95,122.525
3,60,45,52.5,"N",93.27,75.475,110.525
4,45,30,37.5,"N",142.85,123.425,165.625
5,30,15,22.5,"N",91.05,76,110.05
6,15,0,7.5,"N",70.34,56,86
7,0,-15,-7.5,"S",69.99,57,83.05
8,-15,-30,-22.5,"S",134.52,110.95,157.575
9,-30,-45,-37.5,"S",167.08,143.95,193.1
10,-45,-60,-52.5,"S",172.45,149.475,197.05
11,-60,-75,-67.5,"S",167.91,145,195
12,-75,-90,-82.5,"S",217.4,198.475,239.525
