"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",187.33,164.475,210.525
2,75,60,67.5,"N",160.2,138,180.575
3,60,45,52.5,"N",221.36,194.425,245.575
4,45,30,37.5,"N",188.65,164.425,214.05
5,30,15,22.5,"N",131.63,109.9,154.725
6,15,0,7.5,"N",109,91,127.05
7,0,-15,-7.5,"S",144.61,126.95,166.525
8,-15,-30,-22.5,"S",164.33,144,188.525
9,-30,-45,-37.5,"S",151.52,125.475,170.525
10,-45,-60,-52.5,"S",37.21,27.475,49.05
11,-60,-75,-67.5,"S",57.46,44,73.625
12,-75,-90,-82.5,"S",98.35,78,118.05
