"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",186.24,160.375,208.575
2,75,60,67.5,"N",194.62,165.9,220
3,60,45,52.5,"N",235.21,208.95,260.1
4,45,30,37.5,"N",221.08,200.475,245.05
5,30,15,22.5,"N",151.82,133.95,174.525
6,15,0,7.5,"N",134.34,115.95,155.05
7,0,-15,-7.5,"S",148.24,130.475,175.05
8,-15,-30,-22.5,"S",160.86,143,185
9,-30,-45,-37.5,"S",142.22,120,162.15
10,-45,-60,-52.5,"S",67.1,53.475,83
11,-60,-75,-67.5,"S",75.76,61,91.575
12,-75,-90,-82.5,"S",121.23,103.475,139.05
