"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",193.17,173,217.525
2,75,60,67.5,"N",193.12,172.475,214
3,60,45,52.5,"N",216.51,190.9,245.15
4,45,30,37.5,"N",206.39,184.475,229.525
5,30,15,22.5,"N",165.37,139.95,186.05
6,15,0,7.5,"N",157.35,137.475,184
7,0,-15,-7.5,"S",159.23,135.475,183.575
8,-15,-30,-22.5,"S",158.81,138,177.525
9,-30,-45,-37.5,"S",122.45,100.95,140
10,-45,-60,-52.5,"S",56.26,40.95,69.05
11,-60,-75,-67.5,"S",73.78,59.475,87
12,-75,-90,-82.5,"S",127.06,110,146.525
