"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",177.64,155,203.525
2,75,60,67.5,"N",191.76,171,212.525
3,60,45,52.5,"N",199.25,175.85,223.575
4,45,30,37.5,"N",211.14,190,232
5,30,15,22.5,"N",201.94,183.475,224.05
6,15,0,7.5,"N",174.81,153,192.575
7,0,-15,-7.5,"S",158.96,140.475,177.05
8,-15,-30,-22.5,"S",156.9,135.95,177.05
9,-30,-45,-37.5,"S",117.4,100.425,133.525
10,-45,-60,-52.5,"S",52.73,42.475,65.525
11,-60,-75,-67.5,"S",76.01,62,91.525
12,-75,-90,-82.5,"S",123.49,104.475,142
