"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",64.41,48.475,79
2,75,60,67.5,"N",247.82,222,276
3,60,45,52.5,"N",375.47,340.95,401.575
4,45,30,37.5,"N",324.53,298.475,354.525
5,30,15,22.5,"N",180.26,160.95,201.525
6,15,0,7.5,"N",82.98,66.95,98.525
7,0,-15,-7.5,"S",77.87,62.475,93.525
8,-15,-30,-22.5,"S",98.11,80.475,115.05
9,-30,-45,-37.5,"S",49.33,37.475,59
10,-45,-60,-52.5,"S",50.14,39.375,64.05
11,-60,-75,-67.5,"S",70.06,59.475,85
12,-75,-90,-82.5,"S",46.72,36,60.05
