"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",0.01,0,0
2,75,60,67.5,"N",NA,NA,NA
3,60,45,52.5,"N",1.89985,0,5.52447499999999
4,45,30,37.5,"N",13.93039,8.4465,20.002725
5,30,15,22.5,"N",17.82251,12.07895,22.580325
6,15,0,7.5,"N",32.16961,29.60015,34.649425
7,0,-15,-7.5,"S",21.09923,14.477675,26.628125
8,-15,-30,-22.5,"S",10.95362,5.999,16.781325
9,-30,-45,-37.5,"S",NA,NA,NA
10,-45,-60,-52.5,"S",NA,NA,NA
11,-60,-75,-67.5,"S",NA,NA,NA
12,-75,-90,-82.5,"S",0.03,0,0.524999999999991
