"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"859",2802,"col","Greenhorn Limestone",-104.716667,38.283333,"Pueblo, CO (C2-34)",NA,"",4,"Turonian","",93.9,89.8,93,"gp_mid",-63.25,45.01,"101",1,91.85,"turonian"
"860",2803,"col","Greenhorn Limestone",-104.716667,38.283333,"Pueblo, CO (C2-35)",NA,"",4,"Turonian","",93.9,89.8,93,"gp_mid",-63.25,45.01,"101",1,91.85,"turonian"
"861",2806,"col","Greenhorn Limestone",-104.716667,38.283333,"Pueblo, CO (C2-42)",NA,"",3,"Turonian","",93.9,89.8,93,"gp_mid",-63.25,45.01,"101",1,91.85,"turonian"
"863",3071,"col","Greenhorn Limestone",-104.716667,38.283333,"Pueblo, CO (C2-44)",NA,"",3,"Turonian","",93.9,89.8,93,"gp_mid",-63.25,45.01,"101",1,91.85,"turonian"
"864",3072,"col","Greenhorn Limestone",-104.716667,38.283333,"Pueblo, CO (C2-45)",NA,"",5,"Turonian","",93.9,89.8,93,"gp_mid",-63.25,45.01,"101",1,91.85,"turonian"
"865",3073,"col","Greenhorn Limestone",-104.716667,38.283333,"Pueblo, CO (C2-46)",NA,"",7,"Turonian","",93.9,89.8,93,"gp_mid",-63.25,45.01,"101",1,91.85,"turonian"
"866",3074,"col","Greenhorn Limestone",-104.716667,38.283333,"Pueblo, CO (C2-47)",NA,"",10,"Turonian","",93.9,89.8,93,"gp_mid",-63.25,45.01,"101",1,91.85,"turonian"
"1057",3815,"col","",9.524,4.555,"Second outcrop below Mundame",NA,"",2,"Turonian","",93.9,89.8,72318,"gp_mid",9.34,-5.72,"701",1,91.85,"turonian"
"1058",3816,"col","",9.524,4.555,"First outcrop below Mundame",NA,"",7,"Turonian","",93.9,89.8,72318,"gp_mid",9.34,-5.72,"701",1,91.85,"turonian"
"1061",3821,"col","",12.4,-6.016667,"coastal west Africa, Zaire",NA,"",1,"Turonian","",93.9,89.8,254,"gp_mid",8.73,-16.66,"701",1,91.85,"turonian"
"1063",1987,"col","Coleraine",-93.276665,47.321945,"Hill Annex Mine",NA,"",54,"Turonian","",93.9,89.8,53,"gp_mid",-47.66,51.73,"101",1,91.85,"turonian"
