"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"3274",112385,"col","Qinglong",119,32.150002,"Hushan, basal Qinglong Fm, Nanjing City",NA,"",2,"Griesbachian","",252.17,251.3,34166,"gp_mid",115.25,4.31,"604",1,251.735,"induan"
"4497",24961,"col","Lower Buntsandstein",20.666668,50.833332,"Lower Buntsandstein A1-a Tumlin-Podgrodzie IG1 borehole Kielce",NA,"",39,"Griesbachian","",252.17,251.3,6936,"gp_mid",37.22,29.26,"305",1,251.735,"induan"
"4498",24967,"col","Lower Buntsandstein",20.666668,50.833332,"Lower Buntsandstein A1-b Tumlin-Podgrodzie IG1 borehole Kielce",NA,"",36,"Griesbachian","",252.17,251.3,6936,"gp_mid",37.22,29.26,"305",1,251.735,"induan"
"4754",26379,"col","Kingscourt Sandstone",-6.785,53.900002,"Siltstone Member o-x Kingscourt",NA,"",8,"Griesbachian","",252.17,251.3,6998,"gp_mid",17.79,29.28,"313",1,251.735,"induan"
"4755",26380,"col","Kingscourt Sandstone",-6.785,53.900002,"Middle Sandstone Member y Kingscourt",NA,"",10,"Griesbachian","",252.17,251.3,6998,"gp_mid",17.79,29.28,"313",1,251.735,"induan"
"4756",26381,"col","Kingscourt Sandstone",-6.785,53.900002,"Middle Sandstone Member z Kingscourt",NA,"",10,"Griesbachian","",252.17,251.3,6998,"gp_mid",17.79,29.28,"313",1,251.735,"induan"
"5119",28204,"col","Alcsutdoboz Limestone",18.616667,47.416668,"Alcsutdoboz Limestone Fm Alcsutdoboz-2 borehole 920.0 to 919.0m Alcsutdoboz",NA,"",0,"Griesbachian","",252.17,251.3,7691,"gp_mid",39.21,9.03,"308",1,251.735,"induan"
"5120",28205,"col","Alcsutdoboz Limestone",18.616667,47.416668,"Alcsutdoboz Limestone Fm Alcsutdoboz-2 borehole 919.1 to 918.0m Alcsutdoboz",NA,"",0,"Griesbachian","",252.17,251.3,7691,"gp_mid",39.21,9.03,"308",1,251.735,"induan"
"5491",31358,"col","",29.27861,71.159721,"Finnmark core 7129/10-U-01 layer 58.95m",NA,"",41,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.63,49.67,"302",1,251.735,"induan"
"5497",31353,"col","",29.27861,71.159721,"Finnmark core 7129/10-U-01 layer 64.36m",NA,"",33,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.63,49.67,"302",1,251.735,"induan"
"5498",31354,"col","",29.27861,71.159721,"Finnmark core 7129/10-U-01 layer 63.56m",NA,"",34,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.63,49.67,"302",1,251.735,"induan"
"5499",31355,"col","",29.27861,71.159721,"Finnmark core 7129/10-U-01 layer 63.10m",NA,"",23,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.63,49.67,"302",1,251.735,"induan"
"5500",31356,"col","",29.27861,71.159721,"Finnmark core 7129/10-U-01 layer 62.20m",NA,"",19,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.63,49.67,"302",1,251.735,"induan"
"5501",31357,"col","",29.27861,71.159721,"Finnmark core 7129/10-U-01 layer 59.15m",NA,"",20,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.63,49.67,"302",1,251.735,"induan"
"5502",31359,"col","",29.27861,71.159721,"Finnmark core 7129/10-U-01 layer 57.23m",NA,"",39,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.63,49.67,"302",1,251.735,"induan"
"5503",31360,"col","",29.27861,71.159721,"Finnmark core 7129/10-U-01 layer 56.78m",NA,"",57,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.63,49.67,"302",1,251.735,"induan"
"5504",31361,"col","",29.27861,71.159721,"Finnmark core 7129/10-U-01 layer 56.43m",NA,"",53,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.63,49.67,"302",1,251.735,"induan"
"5510",31367,"col","Vikinghøgda",22,78,"Deltadalen Member, Vikinghøgda Formation, Svalbard Lower Triassic",NA,"",24,"Induan","",252.17,251.2,8474,"gp_mid",24.83,54.93,"311",1,251.685,"induan"
"5522",31388,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 116.17m",NA,"",50,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5523",31389,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 115.94m",NA,"",32,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5524",31390,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 112.30m",NA,"",41,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5526",31392,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 109.65m",NA,"",22,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5527",31393,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 104.73m",NA,"",48,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5528",31394,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 103.90m",NA,"",34,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5529",31395,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 100.22m",NA,"",27,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5531",31397,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 94.23m",NA,"",31,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5532",31398,"col","",26.84111,71.241386,"Finnmark core 7128/12-U-01 layer 84.28m",NA,"",31,"Griesbachian","",252.17,251.3,8467,"gp_mid",31.49,49.4,"302",1,251.735,"induan"
"5533",31399,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 80.26m",NA,"",29,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5534",31400,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 75.05m",NA,"",26,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5535",31403,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 70.36m",NA,"",34,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5536",31405,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 66.04m",NA,"",21,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5537",31406,"col","",28.841389,71.240555,"Finnmark core 7128/12-U-01 layer 64.34m",NA,"",35,"Griesbachian","",252.17,251.3,8467,"gp_mid",32.38,49.68,"302",1,251.735,"induan"
"5544",31423,"col","Wordie Creek",-23,73,"Wordie Creek Formation, Jameson Land, East Greenland.",NA,"",21,"Griesbachian","Dienerian",252.17,251.3,8490,"gp_mid",22.38,42.84,"102",1,251.735,"induan"
"5931",32510,"col","Blind Fiord",-71.25,81.834999,"Lake Hazen, CB-57-5-28/F, Ellesmere Island",NA,"",1,"Dienerian","",252.17,251.3,8766,"gp_mid",11.99,53.53,"106",1,251.735,"induan"
"5965",32556,"col","Ulakhan",130,65,"Ulakhan Formation?",NA,"",1,"Induan","",252.17,251.2,8773,"gp_mid",78.87,76.41,"401",1,251.685,"induan"
"6183",32971,"col","Vardebukta",15.88,76.870003,"Gavrilovfjellet, Brevassfjellet Bed, Spitsbergen",NA,"PMO 120.648",1,"Dienerian","",252.17,251.3,8835,"gp_mid",23.52,53.36,"309",1,251.735,"induan"
"6185",32980,"col","Vardebukta",16.459999,76.925003,"Bjornskardet, base of Vardebukta formation, Spitsbergen",NA,"",1,"Dienerian","",252.17,251.3,8835,"gp_mid",23.69,53.46,"309",1,251.735,"induan"
"6186",32982,"col","Vardebukta",16.459999,76.925003,"Bjornskardet, 34.5 m above base, Spitsbergen",NA,"",1,"Dienerian","",252.17,251.3,8835,"gp_mid",23.69,53.46,"309",1,251.735,"induan"
"6188",32984,"col","Vardebukta",14.8,77.68,"Mariaholmen, Myalina beds, Spitsbergen",NA,"PMO 120.725",2,"Dienerian","",252.17,251.3,8835,"gp_mid",22.65,54.03,"309",1,251.735,"induan"
"6204",32973,"col","Vardebukta",15.85,76.879997,"Kovalevskifjellet, Brevassfjellet Bed, Spitsbergen",NA,"",1,"Dienerian","",252.17,251.3,8835,"gp_mid",23.5,53.37,"309",1,251.735,"induan"
"6207",32976,"col","Vardebukta",15.85,76.900002,"Wurmbrachegga, Brevassfjellet Bed, Spitsbergen",NA,"",1,"Dienerian","",252.17,251.3,8835,"gp_mid",23.49,53.39,"309",1,251.735,"induan"
"6209",32978,"col","Vardebukta",16.235001,77.010002,"Treskelen, 34.5 m above base Spitsbergen",NA,"",1,"Dienerian","",252.17,251.3,8835,"gp_mid",23.56,53.52,"309",1,251.735,"induan"
"6396",33244,"col","Dinwoody",-112.790001,44.676998,"D-1: D(B) Hidden Pasture Springs",NA,"",4,"Griesbachian","",252.17,251.3,8833,"gp_mid",-34.82,29.54,"127",1,251.735,"induan"
"6400",33248,"col","Dinwoody",-112.790001,44.676998,"D-2: D(B) Hidden Pasture Springs",NA,"",3,"Griesbachian","",252.17,251.3,8833,"gp_mid",-34.82,29.54,"127",1,251.735,"induan"
"6403",33251,"col","Dinwoody",-111.43,42.223,"D-3: D(A) Paris Canyon/Bear Lake",NA,"",9,"Griesbachian","",252.17,251.3,8833,"gp_mid",-31.16,25.57,"101",1,251.735,"induan"
"6405",33253,"col","Dinwoody",-111,42,"D-4: D(A) Paris Canyon/Bear Lake",NA,"",10,"Griesbachian","",252.17,251.3,8833,"gp_mid",-30.94,25.24,"101",1,251.735,"induan"
"7300",35043,"col","Ximatang",103.864998,24.025,"Ximatang section",NA,"",2,"Griesbachian","",252.17,251.3,51768,"gp_mid",104.32,-16.6,"611",1,251.735,"induan"
"10155",40245,"col","Kurotaki",133.666672,33.583332,"Nangoku Area, Kurotaki Formation, Shikoku",NA,"",5,"Induan","",252.17,251.2,10664,"gp_mid",128.77,1.79,"610",1,251.685,"induan"
"10457",40863,"col","Mianwali",71.635002,32.814999,"Zaluch Nala, Locality 3, Bed 8",NA,"",1,"Dienerian","",252.17,251.3,11136,"gp_mid",52.44,-34.31,"501",1,251.735,"induan"
"10458",110932,"col","Mianwali",71.635002,32.814999,"Zaluch Nala, Locality 3, Bed 7",NA,"",2,"Griesbachian","",252.17,251.3,11136,"gp_mid",52.44,-34.31,"501",1,251.735,"induan"
"10563",41082,"col","Qinglong",119.050003,32.150002,"Longtan Section ACT916, Nanjing City",NA,"",1,"Griesbachian","",252.17,251.3,33589,"gp_mid",115.28,4.28,"604",1,251.735,"induan"
"10564",112380,"col","Yinkeng",119.709503,31.082001,"Zhongxin Dadui Quarry Act733, Meishan, Changxing County",NA,"",2,"Griesbachian","",252.17,251.3,33589,"gp_mid",117.01,-6.99,"611",1,251.735,"induan"
"10815",41560,"col","Mianwali",71.817001,32.513,"USNM9157, Khan Zaman Nala, Salt Range",NA,"",1,"Griesbachian","",252.17,251.3,11135,"gp_mid",52.16,-34.56,"501",1,251.735,"induan"
"10816",41561,"col","Mianwali",71.817001,32.513,"USNM9158, Khan Zaman Nala, Salt Range",NA,"",1,"Griesbachian","",252.17,251.3,11135,"gp_mid",52.16,-34.56,"501",1,251.735,"induan"
"12388",43788,"col","Huangzhishan",119.989166,30.921944,"Huangzhishan section, Bed 11, Huzhou city",NA,"",20,"Griesbachian","",252.17,251.3,11539,"gp_mid",117.29,-7.08,"611",1,251.735,"induan"
"12389",43789,"col","Huangzhishan",119.989166,30.921944,"Huangzhishan section, Bed 12, Huzhou city",NA,"",6,"Griesbachian","",252.17,251.3,11539,"gp_mid",117.29,-7.08,"611",1,251.735,"induan"
"12390",43790,"col","Yinkeng",120.099998,30.866667,"Beds 15-17, Yinkeng Formation, Huangzhishan section, Huzhou city, Zhejiang",NA,"",7,"Griesbachian","",252.17,251.3,11539,"gp_mid",117.4,-7.1,"611",1,251.735,"induan"
"12452",43852,"col","Blind Fiord",-95.379997,80.550003,"GSC 32373, Arthaber Creek, Axel Heiberg Island",NA,"",7,"Griesbachian","",252.17,251.3,11541,"gp_mid",5.72,54.78,"106",1,251.735,"induan"
"12455",43856,"col","Blind Fiord",-95.370003,80.550003,"GSC 32367, Arthaber Creek, Axel Heiberg Island",NA,"",4,"Dienerian","",252.17,251.3,17934,"gp_mid",5.72,54.78,"106",1,251.735,"induan"
"12462",44001,"col","",106,24,"Naliling Section 2",44000,"",6,"Dienerian","",252.17,251.3,11557,"gp_mid",106.34,-16.4,"611",1,251.735,"induan"
"12665",44295,"col","Dinwoody",-114.333336,41.25,"AMNH Locality B8246, Dinwoody Fm, Nevada",NA,"",1,"Griesbachian","",252.17,251.3,11472,"gp_mid",-33.79,25.56,"101",1,251.735,"induan"
"12698",112382,"col","Qinglong",120.300003,31.135,"Xishan, Wuxing County",NA,"",1,"Griesbachian","",252.17,251.3,33589,"gp_mid",117.48,-6.8,"611",1,251.735,"induan"
"12699",112383,"col","Qinglong",120.589996,31.305,"Ducun well 6, Wuxian County",NA,"",1,"Griesbachian","",252.17,251.3,33589,"gp_mid",117.68,-6.56,"611",1,251.735,"induan"
"12721",44354,"col","Xikou",117.199997,26.049999,"Jueqian Bed 47, Fenghai, Yong'an County",NA,"",6,"Griesbachian","",252.17,251.3,11660,"gp_mid",116.21,-12.43,"611",1,251.735,"induan"
"12792",44447,"col","Werfen",13,46,"Gartnerkofel-1 core, Carnic Alps, Austria, Werfen Fm",NA,"",10,"Griesbachian","",252.17,251.3,11621,"gp_mid",36.15,11.81,"307",1,251.735,"induan"
"12796",44451,"col","Werfen",11.85,46.383331,"Mazzin Member, Werfen Fm, Tereso, Dolomites",NA,"",8,"Griesbachian","",252.17,251.3,11624,"gp_mid",36.16,12.7,"307",1,251.735,"induan"
"12836",44491,"col","Dinwoody",-112.300003,44.757,"Blacktail Creek, MT-4",NA,"",10,"Griesbachian","",252.17,251.3,11667,"gp_mid",-34.46,29.71,"127",1,251.735,"induan"
"12837",44492,"col","Dinwoody",-112.300003,44.757,"Blacktail Creek, MT-11",NA,"",9,"Griesbachian","",252.17,251.3,11667,"gp_mid",-34.46,29.71,"127",1,251.735,"induan"
"12838",44493,"col","Dinwoody",-112.300003,44.757,"Blacktail Creek, MT-8",NA,"",4,"Griesbachian","",252.17,251.3,11667,"gp_mid",-34.46,29.71,"127",1,251.735,"induan"
"12839",44494,"col","Dinwoody",-112.300003,44.757,"Blacktail Creek, MT-14",NA,"",11,"Griesbachian","",252.17,251.3,11667,"gp_mid",-34.46,29.71,"127",1,251.735,"induan"
"12840",44495,"col","Dinwoody",-112.300003,44.757,"Blacktail Creek, MT-17",NA,"",9,"Griesbachian","",252.17,251.3,11667,"gp_mid",-34.46,29.71,"127",1,251.735,"induan"
"12841",44496,"col","Dinwoody",-112.790001,44.676998,"Hidden Pasture, MT-2",NA,"",5,"Griesbachian","",252.17,251.3,11667,"gp_mid",-34.82,29.54,"127",1,251.735,"induan"
"12842",44497,"col","Dinwoody",-112.790001,44.676998,"Hidden Pasture, MT-3",NA,"",5,"Griesbachian","",252.17,251.3,11667,"gp_mid",-34.82,29.54,"127",1,251.735,"induan"
"12843",44498,"col","Dinwoody",-110.732498,43.574165,"Gros Ventre, WY-5",NA,"",7,"Griesbachian","",252.17,251.3,11667,"gp_mid",-30.04,26.61,"101",1,251.735,"induan"
"12844",44499,"col","Dinwoody",-110.732498,43.574165,"Gros Ventre, WY-7",NA,"",11,"Griesbachian","",252.17,251.3,11667,"gp_mid",-30.04,26.61,"101",1,251.735,"induan"
"13001",44631,"col","Werfen",11.516667,46.283333,"Tesero, It-13",NA,"",3,"Griesbachian","",252.17,251.3,11667,"gp_mid",35.97,12.87,"307",1,251.735,"induan"
"13002",44632,"col","Werfen",11.516667,46.283333,"Tesero-13 upper shell bed",NA,"",2,"Griesbachian","",252.17,251.3,11667,"gp_mid",35.97,12.87,"307",1,251.735,"induan"
"13020",44650,"col","Werfen",11.798889,46.395832,"Uomo, It-3",NA,"",2,"Griesbachian","",252.17,251.3,11667,"gp_mid",36.16,12.74,"307",1,251.735,"induan"
"13021",44651,"col","Werfen",11.798889,46.395832,"Uomo, It-8",NA,"",3,"Griesbachian","",252.17,251.3,11667,"gp_mid",36.16,12.74,"307",1,251.735,"induan"
