"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number"
"65652",98409,"col","Tuscahoma",-87.53,31.84,"M 22",NA,"",8,"Thanetian","",59.2,56,11845,"gp_mid",-60.37,35.86,"109",57.6,"thanetian",17495,-67.8548,33.5914,17
"65861",98634,"col","Tuscahoma",-85.05,31.61,"M 699",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-57.99,34.99,"109",57.6,"thanetian",17579,-67.8548,33.5914,17
"65862",98635,"col","Tuscahoma",-85.05,31.61,"M 700",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-57.99,34.99,"109",57.6,"thanetian",17579,-67.8548,33.5914,17
"65919",98692,"col","Pendleton Ferry",-93.48,31.57,"LGS 52",NA,"",5,"Thanetian","",59.2,56,35012,"gp_mid",-66.48,37.15,"101",57.6,"thanetian",17606,-75.3626,34.7961,17
"65929",98702,"col","Aquia",-76.49,39.01,"M 479",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-46.65,39.71,"109",57.6,"thanetian",17609,-54.9529,39.1212,17
"66003",98774,"col","Marthaville",-93.4,31.74,"M 335",NA,"LGS 26",9,"Thanetian","",59.2,56,11845,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66006",98777,"col","Pendleton Ferry",-93.4,31.74,"M 473",NA,"LGS 58",9,"Thanetian","",59.2,56,11845,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66013",98784,"col","Marthaville",-93.4,31.74,"M 79",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66045",98816,"col","Marthaville",-99.81,28.41,"M 550",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-74.13,35.71,"101",57.6,"thanetian",17666,-84.0474,31.0483,17
"66138",98910,"col","Pendleton Ferry",-93.4,31.61,"M 474",NA,"LGS 48",5,"Thanetian","",59.2,56,11845,"gp_mid",-66.38,37.17,"101",57.6,"thanetian",17704,-75.3626,34.7961,17
"66141",98913,"col","Marthaville",-93.51,31.72,"M 477",NA,"LGS 35",4,"Thanetian","",59.2,56,11845,"gp_mid",-66.44,37.29,"101",57.6,"thanetian",17707,-75.3626,34.7961,17
"66143",98915,"col","Pendleton Ferry",-93.57,31.35,"M 715",NA,"LGS 43",6,"Thanetian","",59.2,56,11845,"gp_mid",-66.65,36.96,"101",57.6,"thanetian",17708,-75.3626,34.7961,17
"66144",98916,"col","Marthaville",-93.57,31.35,"M 716",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-66.65,36.96,"101",57.6,"thanetian",17708,-75.3626,34.7961,17
"66145",98918,"col","Marthaville",-93.48,31.57,"M 718",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-66.48,37.15,"101",57.6,"thanetian",17606,-75.3626,34.7961,17
"66147",98920,"col","Marthaville",-93.48,31.57,"M 720",NA,"LGS 30",5,"Thanetian","",59.2,56,11845,"gp_mid",-66.48,37.15,"101",57.6,"thanetian",17606,-75.3626,34.7961,17
"66149",98922,"col","Pendleton Ferry",-93.57,31.35,"LGS 42",NA,"",10,"Thanetian","",59.2,56,35012,"gp_mid",-66.65,36.96,"101",57.6,"thanetian",17708,-75.3626,34.7961,17
"66150",98923,"col","Marthaville",-93.64,31.63,"M 84",NA,"LGS 32",6,"Thanetian","",59.2,56,11845,"gp_mid",-66.61,37.25,"101",57.6,"thanetian",17710,-75.3626,34.7961,17
"66153",98927,"col","Marthaville",-93.64,31.63,"LGS 36",NA,"",2,"Thanetian","",59.2,56,35012,"gp_mid",-66.61,37.25,"101",57.6,"thanetian",17710,-75.3626,34.7961,17
"66155",98929,"col","Pendleton Ferry",-93.57,31.35,"M 894",NA,"LGS 49",10,"Thanetian","",59.2,56,11845,"gp_mid",-66.65,36.96,"101",57.6,"thanetian",17708,-75.3626,34.7961,17
"66269",99045,"col","Pendleton Ferry",-93.71,31.4,"M 837",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-66.77,37.05,"101",57.6,"thanetian",16045,-75.3626,34.7961,17
"66441",99260,"col","Tuscahoma",-76.55,38.95,"M 728",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-46.73,39.67,"109",57.6,"thanetian",17807,-54.9529,39.1212,17
"66447",99266,"col","Aquia",-77.1,38.52,"M 484",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-47.45,39.41,"109",57.6,"thanetian",17811,-59.2504,37.2781,17
"66455",99273,"col","Aquia",-76.99,38.4,"M 731",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-47.4,39.26,"109",57.6,"thanetian",17812,-59.2504,37.2781,17
"66456",99274,"col","Aquia",-76.99,38.4,"M 732",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-47.4,39.26,"109",57.6,"thanetian",17812,-59.2504,37.2781,17
"66458",99276,"col","Aquia",-77.13,38.55,"M 734",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-47.47,39.44,"109",57.6,"thanetian",17813,-59.2504,37.2781,17
"66460",99278,"col","Aquia",-77.1,38.52,"M 865",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-47.45,39.41,"109",57.6,"thanetian",17811,-59.2504,37.2781,17
"66462",99280,"col","Aquia",-76.13,39.27,"M 342",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-46.2,39.86,"109",57.6,"thanetian",17815,-54.9529,39.1212,17
"66464",99282,"col","Aquia",-76.97,38.7,"M 121",NA,"",8,"Thanetian","",59.2,56,11845,"gp_mid",-47.25,39.54,"109",57.6,"thanetian",17817,-59.2504,37.2781,17
"66465",99283,"col","Aquia",-76.76,38.97,"M 489",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-46.93,39.74,"109",57.6,"thanetian",17818,-54.9529,39.1212,17
"66466",99284,"col","",-76.75,38.87,"M 490",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-46.96,39.65,"109",57.6,"thanetian",17819,-54.9529,39.1212,17
"66467",99285,"col","Aquia",-76.91,38.9,"M 491",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-47.1,39.71,"109",57.6,"thanetian",17820,-58.5889,39.7239,17
"66470",99288,"col","Aquia",-77.07,38.61,"M 739",NA,"",3,"Thanetian","",59.2,56,11845,"gp_mid",-47.38,39.48,"109",57.6,"thanetian",17821,-59.2504,37.2781,17
"66712",99717,"col","Marthaville",-93.22,31.72,"LGS 13",NA,"",4,"Thanetian","",59.2,56,35012,"gp_mid",-66.15,37.22,"101",57.6,"thanetian",17883,-75.3626,34.7961,17
"66714",99718,"col","Marthaville",-93.22,31.72,"LGS 14",NA,"",3,"Thanetian","",59.2,56,35012,"gp_mid",-66.15,37.22,"101",57.6,"thanetian",17883,-75.3626,34.7961,17
"66715",99719,"col","Marthaville",-93.4,31.74,"LGS 15",NA,"",2,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66716",99720,"col","Marthaville",-93.4,31.74,"LGS 16",NA,"",4,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66717",99721,"col","Marthaville",-93.4,31.74,"LGS 17",NA,"",6,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66719",99723,"col","Pendleton Ferry",-93.3,31.69,"LGS 55",NA,"",8,"Thanetian","",59.2,56,35012,"gp_mid",-66.25,37.22,"101",57.6,"thanetian",17884,-75.3626,34.7961,17
"66720",99724,"col","Marthaville",-93.4,31.74,"LGS 19",NA,"",6,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66721",99725,"col","Marthaville",-93.4,31.74,"LGS 21",NA,"",8,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66722",99726,"col","Marthaville",-93.4,31.74,"LGS 22",NA,"",2,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66723",99727,"col","Marthaville",-93.4,31.74,"LGS 23",NA,"",2,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66724",99728,"col","Marthaville",-93.4,31.74,"LGS 24",NA,"",1,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66725",99729,"col","Marthaville",-93.4,31.74,"LGS 25",NA,"",4,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66727",99731,"col","Marthaville",-93.4,31.74,"LGS 28",NA,"",1,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66728",99732,"col","Marthaville",-93.4,31.74,"LGS 29",NA,"",1,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66729",99733,"col","Marthaville",-93.85,31.43,"LGS 39",NA,"",3,"Thanetian","",59.2,56,35012,"gp_mid",-66.9,37.11,"101",57.6,"thanetian",17885,-75.3626,34.7961,17
"66750",99758,"col","Marthaville",-93.4,31.74,"LGS 31",NA,"",1,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66751",99759,"col","Marthaville",-93.4,31.74,"LGS 33",NA,"",3,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"66755",99763,"col","Marthaville",-93.64,31.63,"LGS 34",NA,"",4,"Thanetian","",59.2,56,35012,"gp_mid",-66.61,37.25,"101",57.6,"thanetian",17710,-75.3626,34.7961,17
"67705",101117,"col","Tuscahoma",-87.37,31.82,"MGS 83",NA,"",1,"Thanetian","",59.2,56,11842,"gp_mid",-60.22,35.79,"109",57.6,"thanetian",13183,-67.8548,33.5914,17
"67706",101118,"col","Tuscahoma",-87.5,31.53,"MGS 84",NA,"",1,"Thanetian","",59.2,56,11842,"gp_mid",-60.46,35.56,"109",57.6,"thanetian",18242,-67.8548,33.5914,17
"67711",101123,"col","Marthaville",-93.09,31.76,"MGS 95",NA,"LGS 20",9,"Thanetian","",59.2,56,11842,"gp_mid",-66,37.23,"101",57.6,"thanetian",18245,-75.3626,34.7961,17
"67712",101124,"col","Marthaville",-93.09,31.76,"MGS 96",NA,"LGS 27",3,"Thanetian","",59.2,56,11842,"gp_mid",-66,37.23,"101",57.6,"thanetian",18245,-75.3626,34.7961,17
"67714",101126,"col","Pendleton Ferry",-93.57,31.47,"M 713",NA,"LGS 40",47,"Thanetian","",59.2,56,11842,"gp_mid",-66.61,37.08,"101",57.6,"thanetian",16066,-75.3626,34.7961,17
"67717",101129,"col","Pendleton Ferry",-93.57,31.47,"MGS 103",NA,"LGS 51",12,"Thanetian","",59.2,56,11842,"gp_mid",-66.61,37.08,"101",57.6,"thanetian",16066,-75.3626,34.7961,17
"67883",101302,"col","Aquia",-77.18,38.27,"M 283",NA,"",7,"Thanetian","",59.2,56,11845,"gp_mid",-47.64,39.19,"109",57.6,"thanetian",15931,-59.2504,37.2781,17
"67887",101306,"col","Aquia",-77.3,38.35,"M 630",NA,"",17,"Thanetian","",59.2,56,11845,"gp_mid",-47.72,39.3,"109",57.6,"thanetian",18305,-59.2504,37.2781,17
"67897",101316,"col","Aquia",-77.41,38.42,"PRI 1270",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-47.79,39.4,"109",57.6,"thanetian",18308,-59.2504,37.2781,17
"67899",101318,"col","Aquia",-77.41,38.42,"M 634",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-47.79,39.4,"109",57.6,"thanetian",18308,-59.2504,37.2781,17
"67900",101319,"col","Aquia",-77.41,38.42,"M 920",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-47.79,39.4,"109",57.6,"thanetian",18308,-59.2504,37.2781,17
"67902",101321,"col","Aquia",-77.37,37.77,"M 636",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-48.04,38.77,"109",57.6,"thanetian",18310,-59.2504,37.2781,17
"67903",101322,"col","Aquia",-77.37,37.77,"M 854",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-48.04,38.77,"109",57.6,"thanetian",18310,-59.2504,37.2781,17
"67909",101328,"col","Vincentown",-74.66,39.84,"PRI 2009",NA,"",4,"Thanetian","",59.2,56,11845,"gp_mid",-44.55,40,"109",57.6,"thanetian",18315,-54.9529,39.1212,17
"67921",101340,"col","",-74.53,40.07,"M 519",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-44.33,40.18,"109",57.6,"thanetian",15888,-54.9529,39.1212,17
"67931",101350,"col","Vincentown",-74,40.24,"M 162",NA,"",4,"Thanetian","",59.2,56,11845,"gp_mid",-43.75,40.2,"109",57.6,"thanetian",18326,-54.9529,39.1212,17
"67942",101361,"col","Aquia",-77.28,37.32,"M 852",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-48.14,38.32,"109",57.6,"thanetian",18331,-59.2504,37.2781,17
"68715",102400,"col","",27.6,43.15,"Trustikovo",NA,"",21,"Thanetian","",59.2,56,34737,"gp_mid",29.44,24.12,"308",57.6,"thanetian",18726,23.0507,38.0605,17
"68716",102401,"col","",27.65,43.22,"Povelyanovo",NA,"",4,"Thanetian","",59.2,56,34737,"gp_mid",29.5,24.16,"308",57.6,"thanetian",18727,23.0507,38.0605,17
"68717",102402,"col","",27.63,43.17,"Razdelna",NA,"",1,"Thanetian","",59.2,56,34737,"gp_mid",29.47,24.12,"308",57.6,"thanetian",18728,23.0507,38.0605,17
"68718",102403,"col","",24.77,43.68,"Somovit",NA,"",5,"Thanetian","",59.2,56,34737,"gp_mid",27.67,25.52,"308",57.6,"thanetian",18729,23.0507,38.0605,17
"69672",103766,"col","",24.53,43.35,"Kurtozhabene",NA,"",2,"Thanetian","",59.2,56,34737,"gp_mid",27.34,25.3,"308",57.6,"thanetian",19152,23.0507,38.0605,17
"69777",103935,"col","",27.28,43.02,"Komunari",NA,"",1,"Thanetian","",59.2,56,34737,"gp_mid",29.14,24.1,"308",57.6,"thanetian",19214,23.0507,38.0605,17
"70297",105201,"col","Marthaville",-93.4,31.74,"LGS 18",NA,"",5,"Thanetian","",59.2,56,35012,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"70301",105209,"col","Pendleton Ferry",-93.22,31.72,"LGS 60",NA,"",2,"Thanetian","",59.2,56,35012,"gp_mid",-66.15,37.22,"101",57.6,"thanetian",17883,-75.3626,34.7961,17
"70581",105503,"col","Pendleton Ferry",-93.57,31.35,"LGS 44",NA,"",6,"Thanetian","",59.2,56,35012,"gp_mid",-66.65,36.96,"101",57.6,"thanetian",17708,-75.3626,34.7961,17
"70583",105505,"col","Pendleton Ferry",-93.57,31.35,"LGS 46",NA,"",5,"Thanetian","",59.2,56,35012,"gp_mid",-66.65,36.96,"101",57.6,"thanetian",17708,-75.3626,34.7961,17
"76046",112144,"col","",-81.27,-4.7,"South of Negritos",NA,"",11,"Thanetian","",59.2,56,36607,"gp_mid",-63.34,-5.18,"201",57.6,"thanetian",21287,NA,NA,17
"77024",113321,"col","",-6.12,32.12,"Sidi Chennane",NA,"Arambourgisuchus khouribgaensis type locality",1,"Thanetian","",59.2,56,36774,"gp_mid",0.81,21.2,"707",57.6,"thanetian",21589,-8.2122,26.0193,17
"77286",113632,"col","interbasaltic plant-beds",-6.23,56.34,"Ardtun Head, Isle of Mull",NA,"",12,"Thanetian","",59.2,56,36962,"gp_mid",3.9,46.83,"303",57.6,"thanetian",21685,-8.5281,51.847,17
"77421",113770,"col","Hannut",4.1,50.3,"Jeumont",NA,"Eosuchus lerichei type locality",1,"Thanetian","",59.2,56,29875,"gp_mid",11.58,40.24,"315",57.6,"thanetian",21735,1.7834,44.5577,17
"77726",114106,"col","Lakhra",67.88,26.17,"Yale-GSP locality W1",NA,"",14,"Thanetian","",59.2,56,37015,"gp_mid",66.29,-6.99,"501",57.6,"thanetian",21842,61.0409,3.1418,17
"80925",118314,"col","",-42.88,-22.84,"São José de Itaborai",NA,"Companhia Nacional de Cimento Portland quarry",68,"Itaboraian","",59,57,42973,"gp_mid",-27.2,-28.16,"201",58,"thanetian",22640,-26.703,-26.2301,17
"83679",121516,"col","Cerrejón",-72.58,11.13,"FH0705-FH0712 (Cerrejón Formation)",NA,"",1,"Thanetian","",59.2,56,38750,"gp_mid",-52.52,9.28,"203",57.6,"thanetian",23375,-58.2237,5.426,17
"83680",121517,"col","Bogota",-73.96,5.08,"FH0903 (Bogota Formation)",NA,"",1,"Thanetian","",59.2,56,38750,"gp_mid",-54.72,3.47,"203",57.6,"thanetian",23376,-61.8953,1.1648,17
"83681",121518,"col","Bogota",-73.86,5.14,"FH0801 (Bogota Formation)",NA,"",1,"Thanetian","",59.2,56,38750,"gp_mid",-54.62,3.52,"203",57.6,"thanetian",23377,-61.8953,1.1648,17
"83682",121519,"col","Bogota",-73.86,5.14,"FH0806 (Bogota Formation)",NA,"",1,"Thanetian","",59.2,56,38750,"gp_mid",-54.62,3.52,"203",57.6,"thanetian",23377,-61.8953,1.1648,17
"84560",122852,"col","Aquia",-77.27,38.34,"Belvedere Beach",NA,"Belvidere Beach",2,"Thanetian","",59.2,56,39155,"gp_mid",-47.7,39.28,"109",57.6,"thanetian",23626,-59.2504,37.2781,17
"85100",123511,"col","Vincentown",-74.6,39.26,"Ocean City (NJSM)",NA,"",1,"Thanetian","",59.2,56,34880,"gp_mid",-44.76,39.44,"109",57.6,"thanetian",23827,-54.9529,39.1212,17
"85101",123512,"col","Vincentown",-74.75,39.93,"Vincentown",NA,"Crocodilus clavirostris type",2,"Thanetian","",59.2,56,34880,"gp_mid",-44.59,40.11,"109",57.6,"thanetian",13430,-54.9529,39.1212,17
"85103",123514,"col","Aquia",-76.99,38.7,"USNM Eosuchus minor specimens",NA,"",1,"Thanetian","",59.2,56,34880,"gp_mid",-47.26,39.55,"109",57.6,"thanetian",23829,-59.2504,37.2781,17
"85104",123515,"col","Aquia",-77.3,38.4,"USNM Eosuchus minor specimens",NA,"",1,"Thanetian","",59.2,56,34880,"gp_mid",-47.69,39.35,"109",57.6,"thanetian",23830,-59.2504,37.2781,17
"85424",123874,"col","Lower Aquia",-76.85,38.91,"Landover Mall",NA,"",1,"Thanetian","",59.2,56,39866,"gp_mid",-47.04,39.71,"109",57.6,"thanetian",23964,-54.9529,39.1212,17
"85655",124191,"col","Aquia",-77.27,38.46,"Liverpool Point",NA,"",9,"Thanetian","",59.2,56,39882,"gp_mid",-47.64,39.4,"109",57.6,"thanetian",24007,-59.2504,37.2781,17
"85675",124225,"col","",-109.17,45.15,"Foster Gulch, Eagle coal mine, Bear Creek",NA,"",1,"Thanetian","",59.2,56,5055,"gp_mid",-76.95,53.91,"101",57.6,"thanetian",24014,-87.4595,49.3639,17
"86273",124965,"col","Vincentown",-74.75,39.94,"Rancocas Creek, south branch",NA,"Vincentown",19,"Thanetian","",59.2,56,40566,"gp_mid",-44.59,40.12,"109",57.6,"thanetian",24197,-54.9529,39.1212,17
"86274",124966,"col","Vincentown",-74.78,39.93,"Medford Farms",NA,"",22,"Thanetian","",59.2,56,39861,"gp_mid",-44.63,40.11,"109",57.6,"thanetian",24198,-54.9529,39.1212,17
"86373",125070,"col","Sentinel Butte",-103.79,47.63,"Sheep Butte",NA,"",2,"Thanetian","",59.2,56,40538,"gp_mid",-69.48,54.91,"101",57.6,"thanetian",24227,-82.6408,51.2353,17
"86449",177668,"col","Santa Susana",-118.73,34.28,"UCMP 7015. Santa Susana",NA,"UCLA 7015",2,"Thanetian","",59.2,56,58779,"gp_mid",-89.71,41.97,"105",57.6,"thanetian",24261,-99.2121,36.6971,17
"87879",127180,"col","Aquia",-77.17,38.58,"Mattawoman Creek",NA,"",1,"Thanetian","",59.2,56,41357,"gp_mid",-47.49,39.48,"109",57.6,"thanetian",24547,-59.2504,37.2781,17
"88662",128411,"col","Taizicun",89.77,42.38,"Shanshan",NA,"Mongolemys turfanensis type specimen locality; IVPP loc. 66013",1,"Thanetian","",59.2,56,41938,"gp_mid",86.45,37.93,"407",57.6,"thanetian",24785,84.601,43.6202,17
"92187",133215,"col","Djbel",-5.61,31.51,"Talazit",NA,"",1,"Thanetian","",59.2,56,42870,"gp_mid",1.08,20.5,"714",57.6,"thanetian",8062,-4.7471,25.5058,17
"92212",133243,"col","Jbel Guersif",-5.66,31.61,"Ilimzi",NA,"",3,"Thanetian","",59.2,56,42890,"gp_mid",1.06,20.61,"714",57.6,"thanetian",15089,-8.2122,26.0193,17
"92213",133244,"col","",-5.66,31.61,"Timadriouine",NA,"",1,"Thanetian","",59.2,56,42890,"gp_mid",1.06,20.61,"714",57.6,"thanetian",15089,-8.2122,26.0193,17
"95204",137125,"col","",4.03,49.25,"Montchenot East",NA,"Les Monts-Martin; Mont-Chenot",24,"Thanetian","",59.2,56,43828,"gp_mid",11.43,39.2,"315",57.6,"thanetian",26590,1.7834,44.5577,17
"95205",137126,"col","",4.03,49.25,"Montchenot West",NA,"Les Monts-Martin; Mont-Chenot",9,"Thanetian","",59.2,56,43828,"gp_mid",11.43,39.2,"315",57.6,"thanetian",26590,1.7834,44.5577,17
"95211",137132,"col","Châlons-sur-Vesle",3.92,49.29,"Châlons-sur-Vesle",NA,"",2,"Thanetian","",59.2,56,43830,"gp_mid",11.34,39.24,"315",57.6,"thanetian",26591,1.7834,44.5577,17
"95273",137197,"col","Jbel Guersif",-5.66,31.61,"Adrar Mgorn 1bis",NA,"",6,"Thanetian","",59.2,56,43865,"gp_mid",1.06,20.61,"714",57.6,"thanetian",15089,-8.2122,26.0193,17
"95565",137533,"col","Ninniyur",79.2,11.29,"Mattur ",NA,"",2,"Thanetian","",59.2,56,43995,"gp_mid",71.74,-24.54,"501",57.6,"thanetian",26692,64.4291,-18.5828,17
"95566",137534,"col","Ninniyur",79.48,11.53,"Ninniyur village",NA,"",1,"Thanetian","",59.2,56,43995,"gp_mid",72.1,-24.39,"501",57.6,"thanetian",26693,64.4291,-18.5828,17
"95567",137535,"col","Ninniyur",79.28,11.42,"Sendurai ",NA,"",1,"Thanetian","",59.2,56,43995,"gp_mid",71.86,-24.45,"501",57.6,"thanetian",26694,64.4291,-18.5828,17
"95805",137805,"col","",2.9,46.1,"Menat (Dangeard Bakouline collection, Universite de Lyon 1)",NA,"",3,"Thanetian","",59.2,56,44067,"gp_mid",10.2,36.11,"305",57.6,"thanetian",26765,2.0571,39.5618,17
"96224",138239,"col","Jibou",23.26,47.26,"Jibou A (JBA)",NA,"Calcaires de Rona; Botanic Garden of Jibou",10,"Thanetian","",59.2,56,44195,"gp_mid",28.51,29.18,"308",57.6,"thanetian",13820,18.2702,40.6562,17
"96225",138240,"col","Jibou",23.3,47.28,"Rona 1 (RN1)",NA,"Calcaires de Rona; River Somes",12,"Thanetian","",59.2,56,44195,"gp_mid",28.55,29.18,"308",57.6,"thanetian",26913,18.2702,40.6562,17
"96226",138241,"col","Jibou",23.3,47.28,"Rona 2 (RN2)",NA,"Calcaires de Rona; River Somes",7,"Thanetian","",59.2,56,44195,"gp_mid",28.55,29.18,"308",57.6,"thanetian",26913,18.2702,40.6562,17
"96227",138242,"col","Jibou",23.26,47.26,"Jibou B (JBB1)",NA,"JBB; Calcaires de Rona; Botanic Garden of Jibou",1,"Thanetian","",59.2,56,44196,"gp_mid",28.51,29.18,"308",57.6,"thanetian",13820,18.2702,40.6562,17
"96228",138243,"col","Jibou",23.26,47.26,"Jibou B (JBB2)",NA,"JBB; Calcaires de Rona; Botanic Garden of Jibou",1,"Thanetian","",59.2,56,44196,"gp_mid",28.51,29.18,"308",57.6,"thanetian",13820,18.2702,40.6562,17
"96229",138244,"col","Jibou",23.26,47.26,"Jibou B (JBB3)",NA,"JBB; Calcaires de Rona; Botanic Garden of Jibou",1,"Thanetian","",59.2,56,44196,"gp_mid",28.51,29.18,"308",57.6,"thanetian",13820,18.2702,40.6562,17
"96230",138245,"col","Jibou",23.26,47.26,"Jibou B (JBB5)",NA,"JBB; Calcaires de Rona; Botanic Garden of Jibou",1,"Thanetian","",59.2,56,44196,"gp_mid",28.51,29.18,"308",57.6,"thanetian",13820,18.2702,40.6562,17
"100078",142748,"col","",-87.34,32,"Prairie Creek and Pine Barren section / Prairie Creek and Allenton",NA,"",26,"Thanetian","",59.2,56,45555,"gp_mid",-60.12,35.96,"109",57.6,"thanetian",27579,-67.8548,33.5914,17
"100079",142749,"col","",-87.2,31.97,"Estelle",NA,"",5,"Thanetian","",59.2,56,45555,"gp_mid",-59.99,35.9,"109",57.6,"thanetian",27580,-67.8548,33.5914,17
"102147",145510,"col","Fulra Dam",68.64,23.58,"Narayan Sarovar Rd [Fulra Dam Fm]",NA,"",15,"Thanetian","",59.2,56,47038,"gp_mid",65.97,-9.66,"501",57.6,"thanetian",27909,57.0629,-5.8112,17
"107261",151895,"col","Kolosh",42.83,37.22,"Shiranish village, Kolosh Fm",NA,"",5,"Thanetian","",59.2,56,48535,"gp_mid",43.49,17.35,"503",57.6,"thanetian",28752,38.3673,24.4138,17
"107983",153143,"col","Pavy",-64.4,81.74,"Watercourse Bay, Ellesmere Island",NA,"",1,"Thanetian","",59.2,56,49341,"gp_mid",10.18,70.08,"106",57.6,"thanetian",29008,-8.1126,76.8182,17
"108140",153341,"col","",-85.82,31.72,"Well near Brundidge Depot (USGS locality 25208)",NA,"",2,"Thanetian","",59.2,56,49378,"gp_mid",-58.71,35.29,"109",57.6,"thanetian",29016,-67.8548,33.5914,17
"108146",153348,"col","Vincentown",-74.75,39.99,"Stokely Canning Factory, north bank of Rancocas Creek",NA,"",1,"Thanetian","",59.2,56,49378,"gp_mid",-44.57,40.16,"109",57.6,"thanetian",29020,-54.9529,39.1212,17
"108703",154088,"col","",-2.26,43.3,"Zumaya section, U1, 17m, Samples Z4",NA,"",45,"Thanetian","",59.2,56,49947,"gp_mid",6.21,33.31,"304",57.6,"thanetian",29167,-4.2637,36.8823,17
"108704",154089,"col","",-2.26,43.3,"Zumaya section, U2, Samples Z5, Thickness 18 m",NA,"",45,"Thanetian","",59.2,56,49947,"gp_mid",6.21,33.31,"304",57.6,"thanetian",29167,-4.2637,36.8823,17
"109716",155340,"col","Ulukla",35,37.62,"Ulukla Basin, Ulukla Fm, Northern Margin: Imrahor Log",NA,"",6,"Thanetian","",59.2,56,50684,"gp_mid",37.6,24.06,"504",57.6,"thanetian",29375,31.4016,29.543,17
"109737",155376,"col","Ulukla",35,37.62,"Ulukla Basin, Ulukla Fm, Imrahor Log, Back Reef Facies",NA,"",15,"Thanetian","",59.2,56,50684,"gp_mid",37.6,24.06,"504",57.6,"thanetian",29375,31.4016,29.543,17
"109738",155377,"col","Ulukla",35,37.62,"Ulukla Basin, Ulukla Fm, Imrahor Log, Back Reef Facies",NA,"",9,"Thanetian","",59.2,56,50684,"gp_mid",37.6,24.06,"504",57.6,"thanetian",29375,31.4016,29.543,17
