"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma","time_bin","id","getech_lng","getech_lat","Stage.number"
"34130",52598,"col","Silverado",-117.71,33.87,"F88 - Silverado Formation, Santa Ana Mountains",NA,"USGS# 18984; Field# S42",5,"Thanetian","",59.2,56,3060,"gp_mid",-88.7,41.41,"105",57.6,"thanetian",8251,-98.0847,40.6031,17
"34131",52599,"col","Silverado",-117.71,33.87,"F89 - Silverado Formation, Santa Ana Mountains",NA,"USGS# 18985; Field# S45",5,"Thanetian","",59.2,56,3060,"gp_mid",-88.7,41.41,"105",57.6,"thanetian",8251,-98.0847,40.6031,17
"34132",52600,"col","Silverado",-117.71,33.87,"F90 - Silverado Formation, Santa Ana Mountains",NA,"USGS# 18986; Field# S44",2,"Thanetian","",59.2,56,3060,"gp_mid",-88.7,41.41,"105",57.6,"thanetian",8251,-98.0847,40.6031,17
"34133",52601,"col","Silverado",-117.71,33.87,"F91 - Silverado Formation, Santa Ana Mountains",NA,"USGS# 18987",1,"Thanetian","",59.2,56,3060,"gp_mid",-88.7,41.41,"105",57.6,"thanetian",8251,-98.0847,40.6031,17
"34134",52602,"col","Silverado",-117.71,33.87,"F92 - Silverado Formation, Santa Ana Mountains",NA,"USGS# 18988",8,"Thanetian","",59.2,56,3060,"gp_mid",-88.7,41.41,"105",57.6,"thanetian",8251,-98.0847,40.6031,17
"34135",52603,"col","Silverado",-117.71,33.87,"F93 - Silverado Formation, Santa Ana Mountains",NA,"USGS# 18989",5,"Thanetian","",59.2,56,3060,"gp_mid",-88.7,41.41,"105",57.6,"thanetian",8251,-98.0847,40.6031,17
"34136",52604,"col","Silverado",-117.71,33.87,"F94 - Silverado Formation, Santa Ana Mountains",NA,"USGS# 18990",3,"Thanetian","",59.2,56,3060,"gp_mid",-88.7,41.41,"105",57.6,"thanetian",8251,-98.0847,40.6031,17
"34137",52605,"col","Silverado",-117.76,33.81,"F95 - Silverado Formation, Santa Ana Mountains",NA,"Pomoma College loc.# 160",4,"Thanetian","",59.2,56,3060,"gp_mid",-88.76,41.36,"105",57.6,"thanetian",8253,-98.0847,40.6031,17
"34138",52606,"col","Silverado",-117.76,33.81,"F96 - Silverado Formation, Santa Ana Mountains",NA,"Field# V16",8,"Thanetian","",59.2,56,3060,"gp_mid",-88.76,41.36,"105",57.6,"thanetian",8253,-98.0847,40.6031,17
"34139",52607,"col","Silverado",-117.72,33.79,"F97 - Silverado Formation, Santa Ana Mountains",NA,"USGS# 18991",2,"Thanetian","",59.2,56,3060,"gp_mid",-88.73,41.34,"105",57.6,"thanetian",8252,-98.0847,40.6031,17
"34140",52608,"col","Silverado",-117.72,33.79,"F98 - Silverado Formation, Santa Ana Mountains",NA,"",1,"Thanetian","",59.2,56,3060,"gp_mid",-88.73,41.34,"105",57.6,"thanetian",8252,-98.0847,40.6031,17
"34141",52609,"col","Silverado",-117.72,33.79,"F99 - Silverado Formation, Santa Ana Mountains",NA,"USGS# 18992",3,"Thanetian","",59.2,56,3060,"gp_mid",-88.73,41.34,"105",57.6,"thanetian",8252,-98.0847,40.6031,17
"34142",52610,"col","Martinez",-122.24,38.06,"UW 2329, Selby Station",NA,"",9,"Thanetian","",59.2,56,14145,"gp_mid",-91.23,47.3,"130",57.6,"thanetian",8254,NA,NA,17
"34143",52611,"col","Martinez",-122.02,38.21,"UW 2363 - Potrero Hills",NA,"",11,"Thanetian","",59.2,56,14145,"gp_mid",-90.93,47.42,"130",57.6,"thanetian",8255,NA,NA,17
"34144",52612,"col","Martinez",-122.15,38.05,"UW 260A - Benicia",NA,"",35,"Thanetian","",59.2,56,14145,"gp_mid",-91.14,47.28,"130",57.6,"thanetian",8256,NA,NA,17
"34145",52613,"col","Martinez",-122.1,38.02,"UW 1075 - Martinez",NA,"",21,"Thanetian","",59.2,56,14145,"gp_mid",-91.08,47.24,"130",57.6,"thanetian",8257,NA,NA,17
"34147",52615,"col","Martinez",-122.13,38.01,"UW 1698 - Martinez",NA,"",7,"Thanetian","",59.2,56,14145,"gp_mid",-91.12,47.23,"130",57.6,"thanetian",8259,NA,NA,17
"34148",52616,"col","Martinez",-122.24,38.06,"UW 1853A - Selby Station",NA,"",3,"Thanetian","",59.2,56,14145,"gp_mid",-91.23,47.3,"130",57.6,"thanetian",8254,NA,NA,17
"34149",52617,"col","Martinez",-122.08,38,"UW 1956 - Vine Hill",NA,"",5,"Thanetian","",59.2,56,14145,"gp_mid",-91.07,47.23,"130",57.6,"thanetian",8260,NA,NA,17
"34150",52618,"col","Martinez",-121.99,38.21,"UW 2540 - Potrero Hills",NA,"",15,"Thanetian","",59.2,56,14145,"gp_mid",-90.91,47.42,"130",57.6,"thanetian",8261,NA,NA,17
"41640",62244,"col","Aquia",-76.67,37.95,"Piscataway Mbr, Aquia Fm - 128-137 m, Haynesville Core",NA,"",3,"Thanetian","",59.2,56,17987,"gp_mid",-47.29,38.76,"109",57.6,"thanetian",10061,-55.6037,36.6745,17
"45579",68175,"col","Argiles d'lignite du Soissonnais",2.65,49.35,"Le Quesnoy (reworked elasmobranchs)",NA,"",12,"Thanetian","",59.2,56,19606,"gp_mid",10.28,39.36,"315",57.6,"thanetian",11066,1.7834,44.5577,17
"45790",68428,"col","Sables de Bracheux",4.15,49.27,"Mont Berru",NA,"Berru bed 5; Mouras Quarry; Cernay",42,"Thanetian","",59.2,56,29562,"gp_mid",11.53,39.21,"315",57.6,"thanetian",11109,1.7834,44.5577,17
"45791",68429,"col","Tuffeau de St Omer",3.17,50.53,"Templeuve",NA,"",7,"Thanetian","",59.2,56,19707,"gp_mid",10.83,40.51,"315",57.6,"thanetian",11110,1.7834,44.5577,17
"45795",68433,"col","Upnor",1.13,51.37,"Herne Bay",NA,"",1,"Thanetian","",59.2,56,42904,"gp_mid",9.21,41.45,"315",57.6,"thanetian",2050,-1.7169,46.9649,17
"46256",68903,"col","",-2.08,42.87,"Usabide and Legunbe, Pyrenean Basin, Navarra",NA,"Reef 697",24,"Thanetian","",59.2,56,19892,"gp_mid",6.3,32.86,"304",57.6,"thanetian",11254,-4.2637,36.8823,17
"47898",71234,"col","",-5.85,34.32,"Ouled Abdoun Basin (selachians associated with Phosphatherium)",NA,"",5,"Thanetian","",59.2,56,23856,"gp_mid",NA,NA,"coordinates not computable using this model",57.6,"thanetian",11714,-7.7381,28.4836,17
"50875",76994,"col","Zongpu",90,32,"Bed 13 (of Douvillé) - Operculina limestone",NA,"",14,"Thanetian","",59.2,56,26050,"gp_mid",85.43,13.56,"613",57.6,"thanetian",12577,81.5706,29.6876,17
"51126",77353,"col","",-6.72,32.68,"Sidi Chennane",NA,"Quarry A4",3,"Thanetian","",59.2,56,26180,"gp_mid",0.44,21.88,"707",57.6,"thanetian",12645,-8.2122,26.0193,17
"51656",78359,"col","Aquia",-76.8,38.87,"3 miles west of Leeland",NA,"",1,"Thanetian","",59.2,56,26372,"gp_mid",-47.01,39.65,"109",57.6,"thanetian",12832,-54.9529,39.1212,17
"51931",78687,"col","Falaises de Fresco",-5.62,5.08,"Falaises de Fresco, region EF (Kraïébouèn), bed 5",NA,"",7,"Thanetian","",59.2,56,26458,"gp_mid",-5.62,-5.1,"714",57.6,"thanetian",12910,-8.9987,-1.734,17
"52268",79282,"col","",13.83,45.67,"Padriciano",NA,"",7,"Thanetian","",59.2,56,26586,"gp_mid",21.1,31.07,"307",57.6,"thanetian",12990,16.8917,35.0871,17
"52274",79288,"col","",13.95,45.6,"Hrpelje-Kozina",NA,"",4,"Thanetian","",59.2,56,26586,"gp_mid",21.14,30.97,"307",57.6,"thanetian",12991,16.8917,35.0871,17
"52275",79289,"col","",14,45.73,"Dolenja Vas, Bed 26",NA,"",4,"Thanetian","",59.2,56,26585,"gp_mid",21.26,31.07,"307",57.6,"thanetian",12992,16.8917,35.0871,17
"52276",79290,"col","",13.95,45.6,"Golež",NA,"",2,"Thanetian","",59.2,56,26586,"gp_mid",21.14,30.97,"307",57.6,"thanetian",12991,16.8917,35.0871,17
"52278",79292,"col","",14,45.73,"Dolenja Vas, Bed 28",NA,"",3,"Thanetian","",59.2,56,26585,"gp_mid",21.26,31.07,"307",57.6,"thanetian",12992,16.8917,35.0871,17
"52279",79293,"col","",13.9,45.72,"Sopada hill",NA,"",4,"Thanetian","",59.2,56,26586,"gp_mid",21.18,31.09,"307",57.6,"thanetian",12993,16.8917,35.0871,17
"52280",79294,"col","",14,45.73,"Dolenja Vas, Bed 29",NA,"Reef 3702",7,"Thanetian","",59.2,56,26585,"gp_mid",21.26,31.07,"307",57.6,"thanetian",12992,16.8917,35.0871,17
"52281",79295,"col","",14,45.73,"Dolenja Vas, Bed 30",NA,"",6,"Thanetian","",59.2,56,26585,"gp_mid",21.26,31.07,"307",57.6,"thanetian",12992,16.8917,35.0871,17
"52282",79296,"col","",14.25,45.58,"Breg",NA,"",3,"Thanetian","",59.2,56,26586,"gp_mid",21.34,30.85,"307",57.6,"thanetian",12994,16.8917,35.0871,17
"52283",79297,"col","",14,45.73,"Dolenja vas West, Bed 29",NA,"Dolenja vas, Bed 29",1,"Thanetian","",59.2,56,26586,"gp_mid",21.26,31.07,"307",57.6,"thanetian",12992,16.8917,35.0871,17
"52290",79304,"col","",0.9,42.17,"Claret 0",NA,"",3,"Thanetian","",59.2,56,26583,"gp_mid",8.77,31.89,"304",57.6,"thanetian",12996,-0.8103,36.8048,17
"52291",79305,"col","",0.9,42.17,"Claret 4",NA,"",8,"Thanetian","",59.2,56,26583,"gp_mid",8.77,31.89,"304",57.6,"thanetian",12996,-0.8103,36.8048,17
"52292",79306,"col","",0.9,42.17,"Tendruy",NA,"",4,"Thanetian","",59.2,56,26583,"gp_mid",8.77,31.89,"304",57.6,"thanetian",12996,-0.8103,36.8048,17
"52293",79307,"col","",0.9,42.17,"Palau",NA,"",3,"Thanetian","",59.2,56,26583,"gp_mid",8.77,31.89,"304",57.6,"thanetian",12996,-0.8103,36.8048,17
"52636",80170,"col","Soldado",-62.01,10.08,"Bed No. 2, Soldado Rock [Soldado Fm]",NA,"",42,"Thanetian","",59.2,56,26958,"gp_mid",-42.27,6.82,"201",57.6,"thanetian",13119,-49.5405,6.2005,17
"52794",80477,"col","Tuscahoma",-84.85,31.7,"AHe-4 Tuscahoma",NA,"",4,"Thanetian","",59.2,56,124,"gp_mid",-57.76,35.02,"109",57.6,"thanetian",13177,-67.8548,33.5914,17
"52810",80495,"col","Tuscahoma",-87.37,31.82,"AMo-1 Greggs Landing Marl",NA,"",63,"Thanetian","",59.2,56,124,"gp_mid",-60.22,35.79,"109",57.6,"thanetian",13183,-67.8548,33.5914,17
"52892",80621,"col","Tuscahoma",-87.53,31.83,"AWi-22 Tuscahoma",NA,"",21,"Thanetian","",59.2,56,124,"gp_mid",-60.38,35.85,"109",57.6,"thanetian",13211,-67.8548,33.5914,17
"52896",80670,"col","Tuscahoma",-88.22,32.08,"ACh-12 Tuscahoma",NA,"",7,"Thanetian","",59.2,56,124,"gp_mid",-60.96,36.27,"101",57.6,"thanetian",13212,-71.5947,34.1963,17
"52897",80671,"col","Tuscahoma",-88.22,32.08,"ACh-20 Tuscahoma",NA,"",8,"Thanetian","",59.2,56,124,"gp_mid",-60.96,36.27,"101",57.6,"thanetian",13212,-71.5947,34.1963,17
"52898",80672,"col","Tuscahoma",-85.58,31.33,"ADa-3 Tuschoma",NA,"",13,"Thanetian","",59.2,56,124,"gp_mid",-58.63,34.87,"109",57.6,"thanetian",13213,-67.8548,33.5914,17
"52899",80673,"col","Tuscahoma",-87.37,31.82,"AMo-1 Bells Landing Marl",NA,"",13,"Thanetian","",59.2,56,124,"gp_mid",-60.22,35.79,"109",57.6,"thanetian",13183,-67.8548,33.5914,17
"52915",80761,"col","Tuscahoma",-87.37,31.82,"AMo-2 Tuscahoma",NA,"",27,"Thanetian","",59.2,56,124,"gp_mid",-60.22,35.79,"109",57.6,"thanetian",13183,-67.8548,33.5914,17
"52916",80762,"col","Tuscahoma",-87.95,31.85,"AWi-19 Tuscahoma",NA,"",10,"Thanetian","",59.2,56,124,"gp_mid",-60.79,35.98,"109",57.6,"thanetian",13215,-67.8548,33.5914,17
"52917",80763,"col","Tuscahoma",-87.95,31.85,"AWi-23 Tuscahoma",NA,"",7,"Thanetian","",59.2,56,124,"gp_mid",-60.79,35.98,"109",57.6,"thanetian",13215,-67.8548,33.5914,17
"52939",80825,"col","Trstelj",13.97,45.68,"Divaca",NA,"",15,"Thanetian","",59.2,56,26603,"gp_mid",21.21,31.03,"307",57.6,"thanetian",13227,16.8917,35.0871,17
"52941",80827,"col","Trstelj",13.99,45.71,"Cebulovica",NA,"",11,"Thanetian","",59.2,56,26603,"gp_mid",21.23,31.05,"307",57.6,"thanetian",13229,16.8917,35.0871,17
"52942",80828,"col","Trstelj",14,45.57,"Kozina",NA,"",2,"Thanetian","",59.2,56,26603,"gp_mid",21.16,30.93,"307",57.6,"thanetian",13230,16.8917,35.0871,17
"52943",80830,"col","Trstelj",14,45.57,"Kozina",NA,"",3,"Thanetian","",59.2,56,26603,"gp_mid",21.16,30.93,"307",57.6,"thanetian",13230,16.8917,35.0871,17
"52944",80832,"col","Trstelj",14,45.57,"Kozina",NA,"",3,"Thanetian","",59.2,56,26603,"gp_mid",21.16,30.93,"307",57.6,"thanetian",13230,16.8917,35.0871,17
"53457",81775,"col","Vincentown",-74.75,39.93,"Vincentown (Bryan collection, Vincentown Fm)",NA,"",5,"Thanetian","",59.2,56,27587,"gp_mid",-44.59,40.11,"109",57.6,"thanetian",13430,-54.9529,39.1212,17
"53467",81801,"col","Vine Hill Sandstone",-122.25,38.06,"Tunnel near smelter at Selby Station",NA,"UCMP IP12165",1,"Thanetian","",59.2,56,27587,"gp_mid",-91.24,47.3,"130",57.6,"thanetian",13435,NA,NA,17
"53588",82042,"col","Cardabia",116.58,-26.73,"Scrubby Range",NA,"",1,"Thanetian","",59.2,56,18233,"gp_mid",117.51,-54.13,"801",57.6,"thanetian",13504,103.8972,-51.8188,17
"54564",83307,"col","Jibou",23.26,47.26,"Jibou B (JBB4)",NA,"JBB; Calcaires de Rona; Botanic Garden of Jibou",25,"Thanetian","",59.2,56,44195,"gp_mid",28.51,29.18,"308",57.6,"thanetian",13820,18.2702,40.6562,17
"55062",83985,"col","Kalambaina",5.65,14.83,"Tamaské, Tahoua",NA,"",11,"Thanetian","",59.2,56,72239,"gp_mid",7.4,1.9,"714",57.6,"thanetian",13975,3.2781,6.7655,17
"55107",84045,"col","Aquia",-77.26,38.42,"Clifton Beach",NA,"",10,"Thanetian","",59.2,56,41194,"gp_mid",-47.65,39.36,"109",57.6,"thanetian",13991,-59.2504,37.2781,17
"56039",85320,"col","Tuscahoma",-87.53,31.85,"AWi-23 Replicate 1",NA,"",17,"Thanetian","",59.2,56,28506,"gp_mid",-60.37,35.87,"109",57.6,"thanetian",14340,-67.8548,33.5914,17
"56041",85322,"col","Tuscahoma",-87.53,31.85,"AWi-23 Replicate 2",NA,"",23,"Thanetian","",59.2,56,28506,"gp_mid",-60.37,35.87,"109",57.6,"thanetian",14340,-67.8548,33.5914,17
"56562",86176,"col","Tuscahoma",-87.42,31.78,"AMo-2 Rep 1",NA,"",24,"Thanetian","",59.2,56,28506,"gp_mid",-60.28,35.78,"109",57.6,"thanetian",14546,-67.8548,33.5914,17
"56563",86177,"col","Tuscahoma",-87.42,31.78,"AMo-2 Rep 2",NA,"",27,"Thanetian","",59.2,56,28506,"gp_mid",-60.28,35.78,"109",57.6,"thanetian",14546,-67.8548,33.5914,17
"56565",86179,"col","Tuscahoma",-87.42,31.78,"AMo-2 Rep 3",NA,"",29,"Thanetian","",59.2,56,28506,"gp_mid",-60.28,35.78,"109",57.6,"thanetian",14546,-67.8548,33.5914,17
"56606",86295,"col","",-6.57,32.87,"Lithoptila type specimen",NA,"Grand Daoui; Oued Zem",5,"Thanetian","",59.2,56,29076,"gp_mid",0.63,22.03,"707",57.6,"thanetian",14559,-8.2122,26.0193,17
"56853",86611,"col","",44,-22.58,"Andranonkira Plateau",NA,"",1,"Thanetian","",59.2,56,29108,"gp_mid",41.81,-39.82,"702",57.6,"thanetian",14636,39.3648,-32.9924,17
"57766",87827,"col","",-87.47,31.8,"Greggs Landing, Greggs Landing Marl",NA,"",2,"Thanetian","",59.2,56,13490,"gp_mid",-60.32,35.81,"109",57.6,"thanetian",14958,-67.8548,33.5914,17
"57767",87828,"col","",-87.47,31.8,"Greggs Landing, Bells Landing Marl",NA,"",3,"Thanetian","",59.2,56,13490,"gp_mid",-60.32,35.81,"109",57.6,"thanetian",14958,-67.8548,33.5914,17
"57769",87829,"col","",-87.53,31.83,"Lower Peach Tree Landing, Greggs Landing Marl",NA,"",1,"Thanetian","",59.2,56,13490,"gp_mid",-60.38,35.85,"109",57.6,"thanetian",13211,-67.8548,33.5914,17
"57770",87831,"col","",-87.53,31.83,"Lower Peach Tree Landing, Bells Landing Marl",NA,"",1,"Thanetian","",59.2,56,13490,"gp_mid",-60.38,35.85,"109",57.6,"thanetian",13211,-67.8548,33.5914,17
"57844",87925,"col","Conglomérat de Cernay",4.1,49.27,"Cernay",NA,"Cernay-lès-Reims; carrières Lemoine; Lemoine Quarry",52,"Thanetian","",59.2,56,29562,"gp_mid",11.49,39.21,"315",57.6,"thanetian",14975,1.7834,44.5577,17
"57856",87943,"col","",4.15,49.27,"Lentille de Berru",NA,"Berru bed 4",15,"Thanetian","",59.2,56,1635,"gp_mid",11.53,39.21,"315",57.6,"thanetian",11109,1.7834,44.5577,17
"57867",87955,"col","",4.05,49.17,"Calcaire de Rilly near Reims",NA,"",3,"Thanetian","",59.2,56,1635,"gp_mid",11.44,39.11,"315",57.6,"thanetian",14984,1.7834,44.5577,17
"58031",88183,"col","",18.62,49.22,"Hricovske Podhradie, loc. 51",NA,"Reef 659",40,"Thanetian","",59.2,56,29614,"gp_mid",23.67,38.79,"305",57.6,"thanetian",15039,15.3511,45.1295,17
"58032",88184,"col","",18.68,49.23,"Hradisko, loc. 66",NA,"Reef 659",38,"Thanetian","",59.2,56,29614,"gp_mid",23.72,38.81,"305",57.6,"thanetian",15040,15.3511,45.1295,17
"58033",88185,"col","",18.45,49.12,"Povazska Bystrica, loc. 36",NA,"Reef 660",38,"Thanetian","",59.2,56,29614,"gp_mid",23.53,38.7,"305",57.6,"thanetian",15041,15.3511,45.1295,17
"58122",88272,"col","",18.4,49.1,"Makovec-Rybarikovo, loc. 33",NA,"Reef 660",45,"Thanetian","",59.2,56,29614,"gp_mid",23.48,38.68,"305",57.6,"thanetian",15081,15.3511,45.1295,17
"58123",88273,"col","",18.62,49.22,"Hricovske Podhradie, loc. 55",NA,"Reef 659",35,"Thanetian","",59.2,56,29614,"gp_mid",23.67,38.79,"305",57.6,"thanetian",15039,15.3511,45.1295,17
"58124",88274,"col","",18.62,49.22,"Vlcia Jama, loc. 58",NA,"Reef 659",36,"Thanetian","",59.2,56,29614,"gp_mid",23.67,38.79,"305",57.6,"thanetian",15039,15.3511,45.1295,17
"58125",88275,"col","",18.45,49.1,"Sväta Helena, loc. 37",NA,"Reef 660",23,"Thanetian","",59.2,56,29614,"gp_mid",23.53,38.68,"305",57.6,"thanetian",15082,15.3511,45.1295,17
"58153",88301,"col","Jbel Guersif",-5.66,31.61,"Adrar Mgorn 1",NA,"",49,"Thanetian","",59.2,56,29646,"gp_mid",1.06,20.61,"714",57.6,"thanetian",15089,-8.2122,26.0193,17
"59267",90072,"col","Coal Canyon",-118.57,34.11,"CSUN 354, Garapito Creek",NA,"Garapito Creek; Sylvia Park",10,"Thanetian","",59.2,56,30195,"gp_mid",-89.58,41.78,"105",57.6,"thanetian",15457,-99.2121,36.6971,17
"59268",90073,"col","Coal Canyon",-118.57,34.11,"CSUN 355, Garapito Creek",NA,"Garapito Creek; Sylvia Park",6,"Thanetian","",59.2,56,30195,"gp_mid",-89.58,41.78,"105",57.6,"thanetian",15457,-99.2121,36.6971,17
"59286",90141,"col","Tuscahoma",-87.42,31.78,"Bells Rep 1",NA,"AMo-2 of Toulmin",21,"Thanetian","",59.2,56,29915,"gp_mid",-60.28,35.78,"109",57.6,"thanetian",14546,-67.8548,33.5914,17
"59287",90142,"col","Tuscahoma",-87.42,31.78,"Bells Rep 2",NA,"AMo-2 of Toulmin",19,"Thanetian","",59.2,56,29915,"gp_mid",-60.28,35.78,"109",57.6,"thanetian",14546,-67.8548,33.5914,17
"59474",90439,"col","Tuscahoma",-87.37,31.82,"AMo-1 Bells Landing",NA,"AMo-1 of Toulmin, 1977",35,"Thanetian","",59.2,56,28119,"gp_mid",-60.22,35.79,"109",57.6,"thanetian",13183,-67.8548,33.5914,17
"59735",90818,"col","Tuscahoma",-87.37,31.82,"PRI 751",NA,"",84,"Thanetian","",59.2,56,11845,"gp_mid",-60.22,35.79,"109",57.6,"thanetian",13183,-67.8548,33.5914,17
"59737",90895,"col","Lefkara",33.67,35.08,"Yigitler section, sample YK-54 [Lefkara Fm]",NA,"",25,"Thanetian","",59.2,56,19792,"gp_mid",NA,NA,"coordinates not computable using this model",57.6,"thanetian",15660,30.0629,27.3375,17
"59877",91755,"col","Vincentown",-74.56,40.05,"M 155",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-44.37,40.17,"109",57.6,"thanetian",15719,-54.9529,39.1212,17
"59888",91120,"col","Pendleton Ferry",-93.7,31.4,"PRI 2277",NA,"",5,"Thanetian","",59.2,56,11845,"gp_mid",-66.76,37.04,"101",57.6,"thanetian",15726,-75.3626,34.7961,17
"59894",91126,"col","Aquia",-77.38,38.43,"PRI 3144",NA,"",31,"Thanetian","",59.2,56,11845,"gp_mid",-47.75,39.4,"109",57.6,"thanetian",15731,-59.2504,37.2781,17
"59895",91127,"col","Aquia",-77.38,38.43,"PRI 3147",NA,"",13,"Thanetian","",59.2,56,11845,"gp_mid",-47.75,39.4,"109",57.6,"thanetian",15731,-59.2504,37.2781,17
"60420",91756,"col","Vincentown",-75.07,39.85,"M 157",NA,"",9,"Thanetian","",59.2,56,11845,"gp_mid",-44.93,40.12,"109",57.6,"thanetian",15885,-54.9529,39.1212,17
"60421",91757,"col","Vincentown",-75.11,39.76,"M 158",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-45.01,40.05,"109",57.6,"thanetian",15886,-54.9529,39.1212,17
"60425",91761,"col","Vincentown",-74.53,40.07,"M 164",NA,"",14,"Thanetian","",59.2,56,11845,"gp_mid",-44.33,40.18,"109",57.6,"thanetian",15888,-54.9529,39.1212,17
"60510",91846,"col","Pendleton Ferry",-93.75,31.47,"Sabine River upstream from highway 6 bridge",NA,"M 261",15,"Thanetian","",59.2,56,11845,"gp_mid",-66.78,37.12,"101",57.6,"thanetian",15924,-75.3626,34.7961,17
"60523",91859,"col","Aquia",-77.18,38.27,"M 281",NA,"",35,"Thanetian","",59.2,56,11845,"gp_mid",-47.64,39.19,"109",57.6,"thanetian",15931,-59.2504,37.2781,17
"60524",91860,"col","Aquia",-77.18,38.27,"M 282",NA,"",3,"Thanetian","",59.2,56,11845,"gp_mid",-47.64,39.19,"109",57.6,"thanetian",15931,-59.2504,37.2781,17
"60528",91864,"col","Aquia",-77.46,38.3,"M 288",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-47.89,39.3,"109",57.6,"thanetian",15934,-59.2504,37.2781,17
"60529",91865,"col","Aquia",-77.46,38.3,"M 289",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-47.89,39.3,"109",57.6,"thanetian",15934,-59.2504,37.2781,17
"60530",91866,"col","Aquia",-77.46,38.3,"M 290",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-47.89,39.3,"109",57.6,"thanetian",15934,-59.2504,37.2781,17
"60695",92031,"col","Tuscahoma",-87.4,31.81,"M 301",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-60.25,35.8,"109",57.6,"thanetian",15964,-67.8548,33.5914,17
"60696",92032,"col","Tuscahoma",-87.52,31.54,"M 302",NA,"",3,"Thanetian","",59.2,56,11845,"gp_mid",-60.47,35.57,"109",57.6,"thanetian",15965,-67.8548,33.5914,17
"60698",92034,"col","Tuscahoma",-87.52,31.54,"M 304",NA,"",39,"Thanetian","",59.2,56,11845,"gp_mid",-60.47,35.57,"109",57.6,"thanetian",15965,-67.8548,33.5914,17
"60897",92239,"col","Tuscahoma",-93.71,31.4,"M 407",NA,"",5,"Thanetian","",59.2,56,11845,"gp_mid",-66.77,37.05,"101",57.6,"thanetian",16045,-75.3626,34.7961,17
"60900",92242,"col","Pendleton Ferry",-93.71,31.4,"M 409",NA,"",3,"Thanetian","",59.2,56,11845,"gp_mid",-66.77,37.05,"101",57.6,"thanetian",16045,-75.3626,34.7961,17
"60935",92279,"col","Tuscahoma",-93.4,31.74,"M 80",NA,"",1,"Thanetian","",59.2,56,11845,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"60938",92281,"col","Marthaville",-93.57,31.47,"M 85",NA,"LGS 38",3,"Thanetian","",59.2,56,11845,"gp_mid",-66.61,37.08,"101",57.6,"thanetian",16066,-75.3626,34.7961,17
"60955",92302,"col","Marthaville",-93.4,31.74,"PRI 52",NA,"",5,"Thanetian","",59.2,56,11845,"gp_mid",-66.32,37.29,"101",57.6,"thanetian",16065,-75.3626,34.7961,17
"60958",92305,"col","Marthaville",-93.57,31.47,"PRI 55",NA,"",5,"Thanetian","",59.2,56,11845,"gp_mid",-66.61,37.08,"101",57.6,"thanetian",16066,-75.3626,34.7961,17
"60960",92307,"col","Pendleton Ferry",-93.82,31.26,"PRI 74",NA,"",7,"Thanetian","",59.2,56,11845,"gp_mid",-66.94,36.94,"101",57.6,"thanetian",16076,-75.3626,34.7961,17
"60990",92352,"col","Tuscahoma",-87.52,31.54,"PRI 790",NA,"",68,"Thanetian","",59.2,56,11845,"gp_mid",-60.47,35.57,"109",57.6,"thanetian",15965,-67.8548,33.5914,17
"65513",98257,"col","Tuscahoma",-88.11,32.06,"M 298",NA,"",11,"Thanetian","",59.2,56,11845,"gp_mid",-60.87,36.22,"101",57.6,"thanetian",17439,-67.8548,33.5914,17
"65560",98304,"col","Tuscahoma",-88.06,31.94,"M 653",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-60.86,36.09,"101",57.6,"thanetian",17465,-67.8548,33.5914,17
"65587",98331,"col","Tuscahoma",-88.02,32.15,"M 656",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-60.74,36.28,"101",57.6,"thanetian",17477,-67.8548,33.5914,17
"65609",98365,"col","Tuscahoma",-87.4,31.81,"M 661",NA,"",28,"Thanetian","",59.2,56,11845,"gp_mid",-60.25,35.8,"109",57.6,"thanetian",15964,-67.8548,33.5914,17
"65615",98371,"col","Tuscahoma",-87.55,31.84,"M 667",NA,"",3,"Thanetian","",59.2,56,11845,"gp_mid",-60.39,35.86,"109",57.6,"thanetian",17486,-67.8548,33.5914,17
"65621",98377,"col","Tuscahoma",-87.52,31.92,"M 668",NA,"",3,"Thanetian","",59.2,56,11845,"gp_mid",-60.33,35.93,"109",57.6,"thanetian",17489,-67.8548,33.5914,17
"65622",98378,"col","Tuscahoma",-87.52,31.92,"M 669",NA,"",5,"Thanetian","",59.2,56,11845,"gp_mid",-60.33,35.93,"109",57.6,"thanetian",17489,-67.8548,33.5914,17
"65623",98379,"col","Tuscahoma",-87.52,31.92,"M 670",NA,"",2,"Thanetian","",59.2,56,11845,"gp_mid",-60.33,35.93,"109",57.6,"thanetian",17489,-67.8548,33.5914,17
