"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"4984",27890,"col","Techout",10.466667,33,"3/13/14 (Profil 8; Ksar Jelidat)",NA,"",1,"Bathonian","",168.3,166.1,6119,"gp_mid",22.51,16.3,"715",1,167.2,"bathonian"
"5130",154235,"col","Upper Great oolite",-0.83,49.919998,"Arromanches",NA,"Steneosaurus boutilieri type locality",1,"Bathonian","",168.3,166.1,50075,"gp_mid",20.7,34.1,"305",1,167.2,"bathonian"
"5861",32319,"col","Valtos Sandstone",-6.156389,57.59528,"Dun Dearg, Valtos, Isle of Skye",NA,"Staffin",3,"Bathonian","",168.3,166.1,8705,"gp_mid",15.62,41.36,"303",1,167.2,"bathonian"
"7514",35669,"col","Hamam",35.633331,32.099998,"Wadi Nimr R1",NA,"",22,"Bathonian","",168.3,166.1,9529,"gp_mid",40.38,5.05,"503",1,167.2,"bathonian"
"7515",35670,"col","Hamam",35.633331,32.099998,"Wadi Nimr R3",NA,"",6,"Bathonian","",168.3,166.1,9529,"gp_mid",40.38,5.05,"503",1,167.2,"bathonian"
"7516",35671,"col","Hamam",35.633331,32.099998,"Wadi Nimr R4",NA,"",7,"Bathonian","",168.3,166.1,9529,"gp_mid",40.38,5.05,"503",1,167.2,"bathonian"
"7517",35672,"col","Hamam",35.633331,32.099998,"Wadi Nimr R5",NA,"",14,"Bathonian","",168.3,166.1,9529,"gp_mid",40.38,5.05,"503",1,167.2,"bathonian"
"7518",35673,"col","Hamam",35.633331,32.099998,"Wadi Nimr R6",NA,"",7,"Bathonian","",168.3,166.1,9529,"gp_mid",40.38,5.05,"503",1,167.2,"bathonian"
"7519",35674,"col","Hamam",35.633331,32.099998,"Wadi Nimr R8",NA,"",9,"Bathonian","",168.3,166.1,9529,"gp_mid",40.38,5.05,"503",1,167.2,"bathonian"
"7520",35675,"col","Hamam",35.633331,32.099998,"Wadi Nimr R9",NA,"",8,"Bathonian","",168.3,166.1,9529,"gp_mid",40.38,5.05,"503",1,167.2,"bathonian"
"7549",35704,"col","Hamam",35.616669,32.116669,"Arda A13",NA,"",8,"Bathonian","",168.3,166.1,9529,"gp_mid",40.37,5.07,"503",1,167.2,"bathonian"
"7550",35705,"col","Hamam",35.616669,32.116669,"Arda A14",NA,"",3,"Bathonian","",168.3,166.1,9529,"gp_mid",40.37,5.07,"503",1,167.2,"bathonian"
"7551",35706,"col","Hamam",35.616669,32.116669,"Arda A18",NA,"",7,"Bathonian","",168.3,166.1,9529,"gp_mid",40.37,5.07,"503",1,167.2,"bathonian"
"7569",35739,"col","Hamam",35.616669,32.116669,"Arda A19",NA,"",6,"Bathonian","",168.3,166.1,9529,"gp_mid",40.37,5.07,"503",1,167.2,"bathonian"
"7570",35740,"col","Hamam",35.616669,32.116669,"Arda A23",NA,"",4,"Bathonian","",168.3,166.1,9529,"gp_mid",40.37,5.07,"503",1,167.2,"bathonian"
"7571",35741,"col","Hamam",35.616669,32.183334,"Arda A24",NA,"",3,"Bathonian","",168.3,166.1,9529,"gp_mid",40.4,5.13,"503",1,167.2,"bathonian"
"7574",35744,"col","Hamam",35.616669,32.116669,"Arda A21",NA,"",5,"Bathonian","",168.3,166.1,9529,"gp_mid",40.37,5.07,"503",1,167.2,"bathonian"
"7575",35745,"col","Hamam",35.700001,32.200001,"Tal el Dhahab S2",NA,"",13,"Bathonian","",168.3,166.1,9529,"gp_mid",40.47,5.11,"503",1,167.2,"bathonian"
"7576",35746,"col","Hamam",35.700001,32.200001,"Tal el Dhahab S4",NA,"",6,"Bathonian","",168.3,166.1,9529,"gp_mid",40.47,5.11,"503",1,167.2,"bathonian"
