"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"2566",8103,"col","Huai Tak",99.839996,18.620001,"Shan-Thai terrane",NA,"Huai Thak formation",5,"Changhsingian","",254.17,252.17,440,"gp_mid",90.15,-18.99,"616",1,253.17,"changhsingian"
"2572",8145,"col","Hua Thak",99,18,"Huai Thak Formation",NA,"",24,"Changhsingian","",254.17,252.17,440,"gp_mid",90.24,-20,"616",1,253.17,"changhsingian"
"3273",43663,"col","Dalong",119,32.150002,"Hushan Act956, Nanjing City",NA,"",1,"Changhsingian","",254.17,252.17,33589,"gp_mid",114.4,3.89,"604",1,253.17,"changhsingian"
"3880",14339,"col","Estcourt",29.833332,-29,"Estcourt - Rondedraai (Est 211)",NA,"",4,"Changhsingian","",254.17,252.17,6188,"gp_mid",-7.14,-52.72,"701",1,253.17,"changhsingian"
"3881",14344,"col","Estcourt",29.833332,-29,"Estcourt - Wagondrift (Est 311)",NA,"",4,"Changhsingian","",254.17,252.17,6188,"gp_mid",-7.14,-52.72,"701",1,253.17,"changhsingian"
"3882",14350,"col","Estcourt",30,-29.166668,"Mooi River - far end (quarry) (Moo 212)",NA,"",12,"Changhsingian","",254.17,252.17,6188,"gp_mid",-7.22,-52.94,"701",1,253.17,"changhsingian"
"3883",14356,"col","Estcourt",30,-29.333332,"Balgowan (Bal 111)",NA,"",21,"Changhsingian","",254.17,252.17,6188,"gp_mid",-7.44,-53.04,"701",1,253.17,"changhsingian"
"3884",14357,"col","Estcourt",30.166668,-29.5,"Lidgetton (Lid 111)",NA,"",14,"Changhsingian","",254.17,252.17,6188,"gp_mid",-7.52,-53.25,"701",1,253.17,"changhsingian"
"3885",14361,"col","Escourt",29.78657,-29.79953,"Bulwer (Bul 111)",NA,"",24,"Changhsingian","",254.17,252.17,6188,"gp_mid",-8.25,-53.16,"701",1,253.17,"changhsingian"
"3886",14362,"col","Estcourt",32,-28.5,"Emakwezini (Ema 111)",NA,"",4,"Changhsingian","",254.17,252.17,6188,"gp_mid",-4.55,-53.93,"701",1,253.17,"changhsingian"
"4137",22946,"col","",-2.483333,54.568333,"Hilton Plant Bed Appleby Westmorland H12",NA,"",18,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.51,"315",1,253.17,"changhsingian"
"4140",22967,"col","",-1.266667,52.983334,"Kimberley Marl United Kingdom K14",NA,"",18,"Changhsingian","",254.17,252.17,6605,"gp_mid",21.59,28.01,"315",1,253.17,"changhsingian"
"4152",22980,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H2",NA,"",14,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4153",22981,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H3",NA,"",15,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4154",22982,"col","",-2.483333,54.566666,"Hilton Plant Bed Appleby Westmorland H5",NA,"",13,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.51,"315",1,253.17,"changhsingian"
"4167",22999,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H9",NA,"",14,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4169",23063,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H11",NA,"",12,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4170",23064,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H13",NA,"",16,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4171",23065,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H15",NA,"",17,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4172",23066,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H19",NA,"",14,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4173",23067,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H21",NA,"",15,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4177",23074,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H23",NA,"",10,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4178",23077,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H40",NA,"",14,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4179",23125,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H41",NA,"",10,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4180",23126,"col","",-2.483333,54.583332,"Hilton Plant Bed Appleby Westmorland H44",NA,"",10,"Changhsingian","",254.17,252.17,6605,"gp_mid",20.58,29.53,"315",1,253.17,"changhsingian"
"4188",23241,"col","",-1.266667,52.983334,"Kimberley Marl United Kingdom K11",NA,"",14,"Changhsingian","",254.17,252.17,6605,"gp_mid",21.59,28.01,"315",1,253.17,"changhsingian"
"4189",23242,"col","",-1.266667,52.983334,"Kimberley Marl United Kingdom K13",NA,"",12,"Changhsingian","",254.17,252.17,6605,"gp_mid",21.59,28.01,"315",1,253.17,"changhsingian"
"4254",23568,"col","Bellerophon",11.65,46.366669,"Karerpass Italy St 1",NA,"",24,"Changhsingian","",254.17,252.17,6620,"gp_mid",35.95,12.08,"307",1,253.17,"changhsingian"
"4256",23573,"col","Bellerophon",11.65,46.366669,"Karerpass Italy St 9",NA,"",23,"Changhsingian","",254.17,252.17,6620,"gp_mid",35.95,12.08,"307",1,253.17,"changhsingian"
"4265",23700,"col","",9.116667,50.316666,"Zechstein Buedingen Germany Zu A",NA,"",8,"Changhsingian","",254.17,252.17,6754,"gp_mid",29.19,26.35,"315",1,253.17,"changhsingian"
"4267",23705,"col","",9.116667,50.299999,"Zechstein Buedingen Zm B Germany",NA,"",15,"Changhsingian","",254.17,252.17,6754,"gp_mid",29.2,26.33,"305",1,253.17,"changhsingian"
"4275",23821,"col","",9.116667,50.299999,"Zechstein Buedingen Zm C Germany",NA,"",9,"Changhsingian","",254.17,252.17,6754,"gp_mid",29.2,26.33,"305",1,253.17,"changhsingian"
"4276",23822,"col","",9.116667,50.299999,"Zechstein Buedingen Zm D Germany",NA,"",9,"Changhsingian","",254.17,252.17,6754,"gp_mid",29.2,26.33,"305",1,253.17,"changhsingian"
"4277",23823,"col","",9.116667,50.299999,"Zechstein Buedingen Zm E Germany",NA,"",8,"Changhsingian","",254.17,252.17,6754,"gp_mid",29.2,26.33,"305",1,253.17,"changhsingian"
"4278",23825,"col","",9.116667,50.299999,"Zechstein Buedingen Zm F Germany",NA,"",10,"Changhsingian","",254.17,252.17,6754,"gp_mid",29.2,26.33,"305",1,253.17,"changhsingian"
"4362",23970,"col","Alpine Salt Deposits",13.1,47.683334,"Georgenberg Horizont Hallein Austria",NA,"",2,"Changhsingian","",254.17,252.17,6776,"gp_mid",37.6,11.74,"307",1,253.17,"changhsingian"
"4363",23971,"col","Alpine Salt Deposits",13.65,47.533333,"Christina Horizont Hallstatt Austria",NA,"",4,"Changhsingian","",254.17,252.17,6776,"gp_mid",37.62,11.34,"307",1,253.17,"changhsingian"
"4364",23974,"col","",6.55,51.599998,"Werra Serie Borth Germany",NA,"",1,"Changhsingian","",254.17,252.17,6776,"gp_mid",27.15,27.32,"315",1,253.17,"changhsingian"
"4410",24247,"col","Changxing",110.860001,29.410999,"Shenxianwan, Kangjiaping, Cili County",NA,"Reef 2148",1,"Changhsingian","",254.17,252.17,6856,"gp_mid",109.2,-11.08,"611",1,253.17,"changhsingian"
"4411",24248,"col","Changxing",110.877998,29.415001,"Shuanglongquan, Kangjiaping, Cili County",NA,"Reef 2148",14,"Changhsingian","",254.17,252.17,6856,"gp_mid",109.21,-11.07,"611",1,253.17,"changhsingian"
"4412",24249,"col","Changxing",110.904999,29.419001,"Daluoken, Kangjiaping, Cili County",NA,"Reef 2148",18,"Changhsingian","",254.17,252.17,6856,"gp_mid",109.24,-11.06,"611",1,253.17,"changhsingian"
"4802",26972,"col","Leine",10.666667,52.116669,"Grey Pelite Mb T3 Asse II shaft Remlingen",NA,"",0,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.86,28.31,"315",1,253.17,"changhsingian"
"4803",26973,"col","Leine",10.016667,51.666668,"Grey Pelite Mb T3-a Wulften 1 borehole Wulften",NA,"",14,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.52,27.78,"315",1,253.17,"changhsingian"
"4804",26974,"col","Leine",10.216667,51.950001,"Grey Pelite T3 Fallstein-Nord I borehole Hahausen",NA,"",17,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.59,28.09,"315",1,253.17,"changhsingian"
"4805",26975,"col","Leine",9.15,50.366669,"Platty Dolomite Mb Ca3-a Gelnhaar borehole Gelnhaar",NA,"",15,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.2,26.4,"315",1,253.17,"changhsingian"
"4806",26976,"col","Strassfurt",10.016667,51.666668,"Grey Pelite Mb T3-b Wulften 1 borehole Wulften",NA,"",12,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.52,27.78,"315",1,253.17,"changhsingian"
"4807",26977,"col","Leine",10,51.150002,"Platy Dolomite Mb Ca3 Reichensachsen shaft Reichensachsen",NA,"",15,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.62,27.28,"315",1,253.17,"changhsingian"
"4808",26979,"col","Leine",10.666667,52.116669,"Platy Dolomite Mb Ca3 Schlbr 8 borehole Remlingen",NA,"",16,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.86,28.31,"315",1,253.17,"changhsingian"
"4809",26980,"col","Aller",10.216667,51.950001,"Red Saltclay Mb T4 Goslar Z1 borehole Hahausen",NA,"",10,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.59,28.09,"315",1,253.17,"changhsingian"
"4810",26982,"col","Leine",9.15,50.366669,"Platy Dolomite Mb Ca3-b Gelnhaar borehole Gelnhaar",NA,"",0,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.2,26.4,"315",1,253.17,"changhsingian"
"4811",27000,"col","Leine",10.216667,51.950001,"Main Anhydrite Mb A3 Hahausen 1 borehole Hahausen",NA,"",12,"Changhsingian","",254.17,252.17,7261,"gp_mid",29.59,28.09,"315",1,253.17,"changhsingian"
"4845",27264,"col","Chhidru",72.75,35.75,"Kumaranwalla, Dokhs, Salt Range",NA,"",1,"Changhsingian","",254.17,252.17,7535,"gp_mid",56.12,-34.88,"501",1,253.17,"changhsingian"
"5101",28127,"col","Dinnyes Dolomite",18.616667,47.416668,"Dinnyes Dolomite Fm Alcsutdoboz-2 borehole 925.2 to 924.5m Alcsutdoboz",NA,"",4,"Changhsingian","",254.17,252.17,7691,"gp_mid",39.07,8.3,"308",1,253.17,"changhsingian"
"5102",28128,"col","Dinnyes Dolomite",18.616667,47.416668,"Dinnyes Dolomite Fm Alcsutdoboz-2 borehole 924.5 to 924.0m Alcsutdoboz",NA,"",3,"Changhsingian","",254.17,252.17,7691,"gp_mid",39.07,8.3,"308",1,253.17,"changhsingian"
"5103",28129,"col","Dinnyes Dolomite",18.616667,47.416668,"Dinnyes Dolomite Fm Alcsutdoboz-2 borehole 924.0 to 922.9m Alcsutdoboz",NA,"",5,"Changhsingian","",254.17,252.17,7691,"gp_mid",39.07,8.3,"308",1,253.17,"changhsingian"
"5104",28130,"col","Dinnyes Dolomite",18.616667,47.416668,"Dinnyes Dolomite Fm Alcsutdoboz-2 borehole 922.9 to 922.4m",NA,"",0,"Changhsingian","",254.17,252.17,7691,"gp_mid",39.07,8.3,"308",1,253.17,"changhsingian"
"5114",28199,"col","Alcsutdoboz Limestone",18.616667,47.416668,"Alcsutdoboz Limestone Fm Alcsutdoboz-2 borehole 922.4 to 922.1m Alcsutdoboz",NA,"",4,"Changhsingian","",254.17,252.17,7691,"gp_mid",39.07,8.3,"308",1,253.17,"changhsingian"
"5115",28200,"col","Alcsutdoboz Limestone",18.616667,47.416668,"Alcsutdoboz Limestone Fm Alcsutdoboz-2 borehole 922.1 to 921.1m Alcsutdoboz",NA,"",7,"Changhsingian","",254.17,252.17,7691,"gp_mid",39.07,8.3,"308",1,253.17,"changhsingian"
"5116",28201,"col","Alcsutdoboz Limestone",18.616667,47.416668,"Alcsutdoboz Limestone Fm Alcsutdoboz-2 borehole 921.1 to 920.0m Alcsutdoboz",NA,"",6,"Changhsingian","",254.17,252.17,7691,"gp_mid",39.07,8.3,"308",1,253.17,"changhsingian"
"5539",31418,"col","Daluokeng",110.900002,29.4,"Daluokeng, Daluokeng Member 3, Gaofeng, Cili County",NA,"",1,"Changhsingian","",254.17,252.17,8481,"gp_mid",109.24,-11.08,"611",1,253.17,"changhsingian"
"5540",31419,"col","Daluokeng",110.900002,29.4,"Daluokeng, Daluokeng Member 2, Gaofeng, Cili County",NA,"",1,"Changhsingian","",254.17,252.17,8481,"gp_mid",109.24,-11.08,"611",1,253.17,"changhsingian"
"5541",31420,"col","Daluokeng",110.900002,29.4,"Daluokeng, Daluokeng Member 1, Gaofeng, Cili County",NA,"Reef 2852",22,"Changhsingian","",254.17,252.17,8481,"gp_mid",109.24,-11.08,"611",1,253.17,"changhsingian"
"5927",32497,"col","Changhsing",105.333336,27.299999,"Ophiuroids, Changhsingian, Quingchang",NA,"",1,"Changhsingian","",254.17,252.17,8764,"gp_mid",104.65,-13.97,"611",1,253.17,"changhsingian"
"7153",34656,"col","",99.900002,17.99,"Phrae-Amphoe Long Highway, km 17.5",NA,"Reef 285",31,"Changhsingian","",254.17,252.17,9169,"gp_mid",90.74,-19.29,"616",1,253.17,"changhsingian"
"7746",36221,"col","Changxing",106.433334,29.916668,"Tudiya buildup, Sichuan, China",NA,"Reef 64",69,"Changhsingian","",254.17,252.17,9711,"gp_mid",105.25,-11.24,"611",1,253.17,"changhsingian"
"9472",39077,"col","",29.666668,-28.833332,"Loskop",NA,"",13,"Changhsingian","",254.17,252.17,40250,"gp_mid",-7.07,-52.5,"701",1,253.17,"changhsingian"
"9984",39933,"col","Mara",165.688995,-21.743999,"Presqu'île Mara NC/f172",NA,"",3,"Changhsingian","",254.17,252.17,10835,"gp_mid",148.56,-69.29,"834",1,253.17,"changhsingian"
"10486",40941,"col","Ali Bashi",45.145,39.595001,"Baisal Mountain, Paratirolites Beds",NA,"",6,"Changhsingian","",254.17,252.17,27321,"gp_mid",56.47,7.63,"512",1,253.17,"changhsingian"
"10487",40942,"col","Ali Bashi",45.23,39.580002,"Avush Gorge, Paratirolites Beds",NA,"",1,"Changhsingian","",254.17,252.17,27321,"gp_mid",56.53,7.6,"512",1,253.17,"changhsingian"
"10498",40950,"col","Arqov",34.669998,30.75,"Boqer-1 Well, 3500-3526 m, Negev Desert",NA,"",8,"Changhsingian","",254.17,252.17,28159,"gp_mid",38.76,-6.4,"508",1,253.17,"changhsingian"
"10565",112384,"col","Dalong",119,32.150002,"Hushan, Dalong Fm, Nanjing City",NA,"",3,"Changhsingian","",254.17,252.17,34166,"gp_mid",114.4,3.89,"604",1,253.17,"changhsingian"
"10569",112128,"col","",105.269997,26.709999,"Zhongling Section M10-1-2, Nayong County",NA,"",1,"Changhsingian","",254.17,252.17,27402,"gp_mid",104.67,-14.56,"611",1,253.17,"changhsingian"
"10812",41557,"col","Chhidru",70.910004,32.202999,"USNM9049, Tapan Wahan, southern Khisor Range",NA,"",22,"Changhsingian","",254.17,252.17,11135,"gp_mid",51.43,-34.66,"501",1,253.17,"changhsingian"
"10813",41558,"col","Chhidru",71.045998,32.235001,"USNM9175, Kingriali Mountain, Khisor Range",NA,"",8,"Changhsingian","",254.17,252.17,11135,"gp_mid",51.51,-34.76,"501",1,253.17,"changhsingian"
"10814",41559,"col","Mianwali",71.775002,32.549999,"USNM9156, Chhidru Nala, Salt Range",NA,"",5,"Changhsingian","",254.17,252.17,11135,"gp_mid",52.12,-35.24,"501",1,253.17,"changhsingian"
"10818",41562,"col","Mianwali",71.222,32.966999,"USNM9159, Narmia Spring, Surghar Range",NA,"",10,"Changhsingian","",254.17,252.17,11135,"gp_mid",52.41,-34.66,"501",1,253.17,"changhsingian"
"10819",41563,"col","Mianwali",71.222,32.966999,"USNM9160, Narmia Spring, Surghar Range",NA,"",1,"Changhsingian","",254.17,252.17,11135,"gp_mid",52.41,-34.66,"501",1,253.17,"changhsingian"
"10820",41564,"col","Mianwali",71.222,32.966999,"USNM9161, Narmia Nala, Surghar Range",NA,"",13,"Changhsingian","",254.17,252.17,11135,"gp_mid",52.41,-34.66,"501",1,253.17,"changhsingian"
"10821",41565,"col","Mianwali",71.222,32.966999,"USNM9162, Narmia Nala, Surghar Range",NA,"",1,"Changhsingian","",254.17,252.17,11135,"gp_mid",52.41,-34.66,"501",1,253.17,"changhsingian"
"10822",41566,"col","Mianwali",71.222,32.966999,"USNM9163, Narmia Nala, Surghar Range",NA,"",3,"Changhsingian","",254.17,252.17,11135,"gp_mid",52.41,-34.66,"501",1,253.17,"changhsingian"
"10823",41567,"col","Mianwali",71.220001,32.966999,"USNM9164, Narmia Nala, Surghar Range",NA,"",1,"Changhsingian","",254.17,252.17,11135,"gp_mid",52.41,-34.66,"501",1,253.17,"changhsingian"
"10946",41765,"col","",169.383347,-46.19117,"GS1456, Steel's House Quarry, Clinton (G45/f9498)",NA,"",18,"Changhsingian","",254.17,252.17,14317,"gp_mid",-101.98,-87.62,"807",1,253.17,"changhsingian"
"10951",120441,"col","Stephens",173.520996,-41.103001,"GS3758, Whangamoa Head",NA,"",1,"Changhsingian","",254.17,252.17,33741,"gp_mid",71.56,-88.7,"806",1,253.17,"changhsingian"
"10972",41786,"col","",167.903305,-45.580688,"GS7803, Waituna Farm (D43/f9524)",NA,"",7,"Changhsingian","",254.17,252.17,14317,"gp_mid",-127.08,-87.2,"807",1,253.17,"changhsingian"
"11527",42463,"col","",23.511999,37.91,"USNM9264, Kaki Vigla, Salamis Island",NA,"",3,"Changhsingian","",254.17,252.17,11299,"gp_mid",32.73,0.33,"307",1,253.17,"changhsingian"
"11528",108325,"col","",23.513,37.909,"Kaki Vigla, Salamis Island",NA,"",22,"Changhsingian","",254.17,252.17,35930,"gp_mid",32.73,0.33,"307",1,253.17,"changhsingian"
"11719",42775,"col","Huai Tak",99.870003,18.65,"Huai Tao T22, Lampang Province",NA,"",5,"Changhsingian","",254.17,252.17,11369,"gp_mid",90.14,-18.95,"616",1,253.17,"changhsingian"
"11720",42776,"col","Huai Tak",99.878998,18.732,"Huai Mae Phlung, Doi Pha Phlung 20F, Lampang Province",NA,"Loc 880-80601-05",27,"Changhsingian","",254.17,252.17,11369,"gp_mid",90.07,-18.9,"616",1,253.17,"changhsingian"
"11721",42777,"col","Huai Tak",99.864998,18.635,"Huai Tak 16F, Lampang Province",NA,"",19,"Changhsingian","",254.17,252.17,11369,"gp_mid",90.15,-18.96,"616",1,253.17,"changhsingian"
"11803",42897,"col","Nikitina",40.724998,43.904999,"Crinoids, Upper Nikitina Formation, Severnaya Gorge, Caucasus",NA,"",1,"Changhsingian","",254.17,252.17,11385,"gp_mid",54.1,26.7,"302",1,253.17,"changhsingian"
"11816",42910,"col","Yenduyet",103.910004,21.34,"Son La",NA,"",8,"Changhsingian","",254.17,252.17,11387,"gp_mid",100.89,-20.26,"615",1,253.17,"changhsingian"
"12007",120513,"col","Senja",84.050003,28.68,"UQ L4797, Manang District",NA,"",6,"Changhsingian","",254.17,252.17,27702,"gp_mid",52.72,-46.47,"501",1,253.17,"changhsingian"
"12009",120510,"col","Senja",84.050003,28.68,"UQ L4794, Manang District",NA,"",1,"Changhsingian","",254.17,252.17,27702,"gp_mid",52.72,-46.47,"501",1,253.17,"changhsingian"
"12015",120509,"col","Senja",84.050003,28.68,"UQ L4793, Manang District",NA,"",5,"Changhsingian","",254.17,252.17,27702,"gp_mid",52.72,-46.47,"501",1,253.17,"changhsingian"
"12018",120508,"col","Senja",84.050003,28.68,"UQ L4792, Manang District",NA,"",19,"Changhsingian","",254.17,252.17,27702,"gp_mid",52.72,-46.47,"501",1,253.17,"changhsingian"
"12032",43144,"col","Senja",83,29.450001,"W1385, Karnali Unspecified",NA,"",1,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12034",43145,"col","Senja",82.939003,29.452,"W1388, Section 22, Pija Village, Karnali",NA,"",3,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.12,-45.26,"501",1,253.17,"changhsingian"
"12035",43146,"col","Senja",82.900002,29.48,"W1307, Section 14, Popa Village, Karnali",NA,"",5,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.14,-45.22,"501",1,253.17,"changhsingian"
"12036",120516,"col","Senja",84.050003,28.68,"UQ L4800, Manang District",NA,"",3,"Changhsingian","",254.17,252.17,27702,"gp_mid",52.72,-46.47,"501",1,253.17,"changhsingian"
"12037",43152,"col","Senja",82.939003,29.452,"W1389, Section 22, Pija Village, Karnali",NA,"",5,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.12,-45.26,"501",1,253.17,"changhsingian"
"12038",43153,"col","Senja",82.939003,29.452,"W1390, Section 22, Pija Village, Karnali",NA,"",3,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.12,-45.26,"501",1,253.17,"changhsingian"
"12040",43154,"col","Senja",83.107002,29.483999,"W1452, Section 21, Nisal Village, Karnali",NA,"",2,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.25,-45.38,"501",1,253.17,"changhsingian"
"12041",43155,"col","Senja",83.107002,29.483999,"W1453, Section 21, Nisal Village, Karnali",NA,"",2,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.25,-45.38,"501",1,253.17,"changhsingian"
"12042",43156,"col","Senja",83.107002,29.483999,"W1455, Section 21, Nisal Village, Karnali",NA,"",2,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.25,-45.38,"501",1,253.17,"changhsingian"
"12044",43157,"col","Senja",83,29.450001,"W1516, Karnali Unspecified",NA,"",3,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12046",43158,"col","Senja",82.964996,29.360001,"W1517, Section 38, She Gompa, Karnali",NA,"",3,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.02,-45.32,"501",1,253.17,"changhsingian"
"12047",43159,"col","Senja",83,29.450001,"W1541, Karnali Unspecified",NA,"",3,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12049",43162,"col","Senja",83,29.450001,"W1111, Karnali Unspecified",NA,"",1,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12050",43163,"col","Senja",83,29.450001,"W1202, Karnali Unspecified",NA,"",2,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12051",43164,"col","Senja",83,29.450001,"W1203, Karnali Unspecified",NA,"",1,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12052",43165,"col","Senja",83,29.450001,"W1207, Karnali Unspecified",NA,"",1,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12053",43166,"col","Senja",83,29.450001,"W1208, Karnali Unspecified",NA,"",10,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12054",43167,"col","Senja",83,29.450001,"W1210, Karnali Unspecified",NA,"",5,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12055",43168,"col","Senja",83,29.450001,"W1212, Karnali Unspecified",NA,"",4,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12056",43169,"col","Senja",83,29.450001,"W1213, Nisal Mb, Karnali Unspecified",NA,"",2,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
"12057",43170,"col","Senja",83,29.450001,"W1214, Karnali Unspecified",NA,"",6,"Changhsingian","",254.17,252.17,11418,"gp_mid",53.15,-45.31,"501",1,253.17,"changhsingian"
