"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"43466",98434,"col","Porters Creek",-87.40361,32.134445,"M 857",NA,"",2,"Selandian","",61.6,59.2,11845,"gp_mid",-58.95,36.22,"101",1,60.4,"selandian"
"43469",98436,"col","Naheola",-87.053329,31.936943,"M 860",NA,"",2,"Selandian","",61.6,59.2,11845,"gp_mid",-58.68,35.94,"109",1,60.4,"selandian"
"43470",98437,"col","Naheola",-87.053329,31.936943,"M 861",NA,"",1,"Selandian","",61.6,59.2,11845,"gp_mid",-58.68,35.94,"109",1,60.4,"selandian"
"43535",98521,"col","Porters Creek",-88.950554,34.729721,"M 879",NA,"",1,"Selandian","",61.6,59.2,11845,"gp_mid",-59.41,39.1,"101",1,60.4,"selandian"
"43537",98523,"col","Naheola",-88.950554,34.729721,"M 898",NA,"",1,"Selandian","",61.6,59.2,11845,"gp_mid",-59.41,39.1,"101",1,60.4,"selandian"
"43621",98639,"col","Porters Creek",-85.047218,31.609167,"M 887",NA,"",0,"Selandian","",61.6,59.2,11845,"gp_mid",-56.83,35.08,"109",1,60.4,"selandian"
"54194",113759,"col","Landana",12.188333,-5.553611,"Landana cliffs (layer 8)",NA,"Congosaurus bequaerti type locality",2,"Selandian","",61.6,59.2,54617,"gp_mid",9.66,-19.82,"701",1,60.4,"selandian"
"58344",119661,"col","Kauru",170.753052,-45.058887,"J41/f220",NA,"Raupo Creek; Five Forks",3,"Selandian","",61.6,59.2,38383,"gp_mid",-153.68,-50.17,"807",1,60.4,"selandian"
"66931",133217,"col","",-6.683333,32.650002,"Sidi Chennane quarries, bed IIa",NA,"Lahimia selloumi type",11,"Selandian","",61.6,59.2,42871,"gp_mid",0.64,21.45,"707",1,60.4,"selandian"
"80292",153343,"col","Fort Gaines",-85.239998,31.51,"Roadcut (SW Section) in Henry County",NA,"",1,"Selandian","",61.6,59.2,49378,"gp_mid",-57.06,35.04,"109",1,60.4,"selandian"
"80293",153344,"col","Clayton",-85.239998,31.51,"NW1/4 Section 12 in Henry County",NA,"",2,"Selandian","",61.6,59.2,49378,"gp_mid",-57.06,35.04,"109",1,60.4,"selandian"
"80822",154636,"col","",-5.85,34.316666,"Ouled Abdoun (Ocepeia grandis)",NA,"",1,"Selandian","",61.6,59.2,50266,"gp_mid",NA,NA,"coordinates not computable using this model",1,60.4,"selandian"
"83474",159792,"col","",12.566667,55.666943,"Vestre Gasværk",NA,"",32,"Selandian","",61.6,59.2,52128,"gp_mid",19.06,44.83,"302",1,60.4,"selandian"
"83475",159793,"col","Lellinge Greensand",12.597222,55.711388,"Sundkrogen [Lellinge Greensand]",NA,"",36,"Selandian","",61.6,59.2,52128,"gp_mid",19.09,44.87,"302",1,60.4,"selandian"
"83476",159794,"col","",12.653889,55.649723,"Kongedyb",NA,"",22,"Selandian","",61.6,59.2,52128,"gp_mid",19.13,44.81,"302",1,60.4,"selandian"
"83477",159795,"col","Lellinge Greensand",12.621389,55.63139,"Gemmas Allé [Lellinge Greensand]",NA,"",14,"Selandian","",61.6,59.2,52128,"gp_mid",19.11,44.79,"302",1,60.4,"selandian"
"83918",160393,"col","Lellinge Greensand",12.609444,55.629444,"Gemmas Allé (conglomerate)",NA,"Amager; Tårnby Torv",2,"Selandian","",61.6,59.2,52305,"gp_mid",19.1,44.79,"302",1,60.4,"selandian"
"85250",162251,"col","Getkilna",163.781387,60.915833,"Unspecified localities [Getkilna Fm]",NA,"",9,"Selandian","",61.6,59.2,52858,"gp_mid",151.88,70.92,"405",1,60.4,"selandian"
"87474",166826,"col","Landana",12.135,-5.225,"Landana Cliffs (lower part)",NA,"",2,"Selandian","",61.6,59.2,54493,"gp_mid",9.68,-19.49,"701",1,60.4,"selandian"
"87800",167480,"col","Syzran",46.985001,51.849998,"Upstream of Voskresenskoe",NA,"",1,"Selandian","",61.6,59.2,54655,"gp_mid",47.04,41.78,"302",1,60.4,"selandian"
"92192",178129,"col","Seguin",-97.473053,30.183056,"Locality 11-T-101, dry creek at mouth with Colorado River",NA,"",34,"Selandian","",61.6,59.2,58332,"gp_mid",-69.91,37.08,"101",1,60.4,"selandian"
"92928",179310,"col","Kivinje",39.677223,-10.020556,"Petruny MS Thesis TDP Site 27",NA,"",45,"Selandian","",61.6,59.2,59257,"gp_mid",38.62,-27.81,"701",1,60.4,"selandian"
"93411",180400,"col","Manantial",-72.675003,11.11,"UCMP C-14091, Manantial",NA,"",32,"Selandian","",61.6,59.2,59868,"gp_mid",-51.94,9.19,"203",1,60.4,"selandian"
"93413",180402,"col","Sepultura",-115.260002,29.530001,"UCLA 2372, Arroyo Santa Catarina",NA,"",1,"Selandian","",61.6,59.2,59868,"gp_mid",-85.95,37.21,"105",1,60.4,"selandian"
"94594",183887,"col","Khadro",70.120003,29.950001,"Fossil Bed F.1836, Rakhi Nala",NA,"",2,"Selandian","",61.6,59.2,599,"gp_mid",69.17,-6.81,"501",1,60.4,"selandian"
"94626",183924,"col","Khadro",70.120003,29.950001,"Fossil Bed F.1838, Rakhi Nala",NA,"",1,"Selandian","",61.6,59.2,599,"gp_mid",69.17,-6.81,"501",1,60.4,"selandian"
"94671",184016,"col","",-121.851997,37.938999,"UCMP 1540, Stewartville",NA,"",37,"Selandian","",61.6,59.2,58450,"gp_mid",-89.71,47.6,"130",1,60.4,"selandian"
"95160",185135,"col","Santa Susana",-118.712997,34.25,"LACMIP 22330, Meier Canyon",NA,"",1,"Selandian","",61.6,59.2,58450,"gp_mid",-88.53,42.39,"105",1,60.4,"selandian"
"95163",185138,"col","",-118.696999,34.117001,"LACMIP 25281, Stokes Canyon",NA,"",1,"Selandian","",61.6,59.2,58450,"gp_mid",-88.55,42.26,"105",1,60.4,"selandian"
"97551",191399,"col","Wills Point",-96.211639,32.104229,"Station 19, Foggyhead Creek, Navarro Co., TX",NA,"",3,"Selandian","",61.6,59.2,64088,"gp_mid",-67.86,38.58,"101",1,60.4,"selandian"
"98379",195087,"col","Landana",12.133333,-5.233333,"Landana Section (layer 2)",NA,"",1,"Selandian","",61.6,59.2,66354,"gp_mid",9.67,-19.5,"701",1,60.4,"selandian"
"98380",195088,"col","Landana",12.133333,-5.233333,"Landana Section (layer 3)",NA,"",1,"Selandian","",61.6,59.2,66354,"gp_mid",9.67,-19.5,"701",1,60.4,"selandian"
"98381",195089,"col","Landana",12.133333,-5.233333,"Landana Section (layer 5)",NA,"",1,"Selandian","",61.6,59.2,66354,"gp_mid",9.67,-19.5,"701",1,60.4,"selandian"
"98382",195090,"col","Landana",12.133333,-5.233333,"Landana Section (layer 6)",NA,"",1,"Selandian","",61.6,59.2,66354,"gp_mid",9.67,-19.5,"701",1,60.4,"selandian"
"98383",195091,"col","Landana",12.133333,-5.233333,"Landana Section (layer 11)",NA,"",1,"Selandian","",61.6,59.2,66354,"gp_mid",9.67,-19.5,"701",1,60.4,"selandian"
"98384",195092,"col","Landana",12.133333,-5.233333,"Landana Section (layer 12)",NA,"",1,"Selandian","",61.6,59.2,66354,"gp_mid",9.67,-19.5,"701",1,60.4,"selandian"
"98385",195093,"col","Landana",12.133333,-5.233333,"Landana Section (layer 14)",NA,"",1,"Selandian","",61.6,59.2,66354,"gp_mid",9.67,-19.5,"701",1,60.4,"selandian"
"98386",195094,"col","Landana",12.133333,-5.233333,"Landana Section (layers 1-18)",NA,"",1,"Selandian","",61.6,59.2,66354,"gp_mid",9.67,-19.5,"701",1,60.4,"selandian"
"99073",196766,"col","Kerteminde Marl",10.35,55.560001,"Gundstrup gravel pit",NA,"",3,"Selandian","",61.6,59.2,67001,"gp_mid",17.29,44.78,"302",1,60.4,"selandian"
"102004",203526,"col","Landana",12.135,-5.225,"PaleoAngola locality Landana 1",NA,"",1,"Selandian","",61.6,59.2,63791,"gp_mid",9.68,-19.49,"701",1,60.4,"selandian"
"102005",203527,"col","Landana",12.135,-5.225,"PaleoAngola locality Landana 1 (1-2 m higher)",NA,"",1,"Selandian","",61.6,59.2,63791,"gp_mid",9.68,-19.49,"701",1,60.4,"selandian"
"102937",205398,"col","",-118.550003,34.065498,"Stanford locality 2691, ridge east of Santa Ynez Canyon",NA,"",16,"Selandian","",61.6,59.2,70473,"gp_mid",-88.4,42.19,"105",1,60.4,"selandian"
"102957",205427,"col","Tuscahoma",-87.419998,31.799999,"BL",NA,"Bells Landing, Alabama River",51,"Selandian","",61.6,59.2,28119,"gp_mid",-59.1,35.91,"109",1,60.4,"selandian"
"102982",205452,"col","Porters Creek",-87.43,32.029999,"Dixon Cr",NA,"Alabama River (Dixons Creek)",41,"Selandian","",61.6,59.2,28119,"gp_mid",-59.02,36.13,"109",1,60.4,"selandian"
"103002",205472,"col","Tuscahoma",-87.480003,31.809999,"GL",NA,"Greggs Landing\r\n\r\n",36,"Selandian","",61.6,59.2,28119,"gp_mid",-59.16,35.94,"109",1,60.4,"selandian"
"103029",205499,"col","Poerters Creek",-87.419998,32.029999,"ML",NA,"Matthews landing\r\n\r\n\r\n",61,"Selandian","",61.6,59.2,28119,"gp_mid",-59.01,36.13,"109",1,60.4,"selandian"
"103054",205525,"col","Porters Creek",-87.43,32.029999,"REC329",NA,"Alabama River, Dixons Creek\r\n\r\n\r\n\r\n\r\n\r\n",1,"Selandian","",61.6,59.2,28119,"gp_mid",-59.02,36.13,"109",1,60.4,"selandian"
"103072",205545,"col","Tuscahoma",-87.480003,31.940001,"YB",NA,"Yellow Bluff\r\n\r\n\r\n",3,"Selandian","",61.6,59.2,28119,"gp_mid",-59.11,36.06,"109",1,60.4,"selandian"
"105820",211012,"col","Lellinge Greensand",12.598268,55.683025,"Larsens Plads",NA,"",1,"Selandian","",61.6,59.2,72881,"gp_mid",19.09,44.84,"302",1,60.4,"selandian"
"105821",211014,"col","Lellinge Greensand",12.56754,55.660275,"Copenhagen South Harbour",NA,"",1,"Selandian","",61.6,59.2,72881,"gp_mid",19.06,44.82,"302",1,60.4,"selandian"
