"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"1649",4879,"col","Fernie",-113.800003,52.266666,"Scalp Creek",NA,"Ya-Ha-Tinda Ranch",4,"Late Pliensbachian","",189.6,183,295,"gp_mid",-39.39,34.3,"101",1,186.3,"pliensbachian"
"1740",5225,"col","Tiglukpuk",-148.233337,68.866669,"Nosebleed Creek (USGS Mes. loc. 22747)",NA,"",2,"Pliensbachian","",190.8,182.7,313,"gp_mid",-52.16,57.26,"103",1,186.75,"pliensbachian"
"2673",7426,"col","Aberhan Pliensbach",-70.75,-33.466667,"Aberhan 5-1",NA,"5.1",16,"Pliensbachian","",190.8,182.7,487,"gp_mid",-16.29,-36.37,"291",1,186.75,"pliensbachian"
"2674",7427,"col","Aberhan Pliensbach",-70.75,-33.466667,"Aberhan 5-6",NA,"5.6",26,"Pliensbachian","",190.8,182.7,487,"gp_mid",-16.29,-36.37,"291",1,186.75,"pliensbachian"
"2675",7428,"col","Aberhan Pliensbach",-70.75,-33.466667,"Aberhan 3-13",NA,"Mar-13",27,"Pliensbachian","",190.8,182.7,487,"gp_mid",-16.29,-36.37,"291",1,186.75,"pliensbachian"
"2676",7429,"col","Aberhan Pliensbach",-70.75,-33.466667,"Aberhan 3-14",NA,"Mar-14",27,"Pliensbachian","",190.8,182.7,487,"gp_mid",-16.29,-36.37,"291",1,186.75,"pliensbachian"
"2677",7430,"col","Aberhan Pliensbach",-70.75,-33.466667,"Aberhan 3-16",NA,"Mar-16",20,"Pliensbachian","",190.8,182.7,487,"gp_mid",-16.29,-36.37,"291",1,186.75,"pliensbachian"
"2990",118047,"col","Dyrham",-2.77,50.736,"Day's Shell Bed, West Cliff of Dorset, UK",NA,"",2,"Margaritatus","",189.6,183,37967,"gp_mid",14.4,39.01,"315",1,186.3,"pliensbachian"
"2991",118048,"col","Dyrham",-2.77,50.736,"Down Cliff Sands, Dorset, UK",NA,"",6,"Margaritatus","",189.6,183,37967,"gp_mid",14.4,39.01,"315",1,186.3,"pliensbachian"
"2992",118049,"col","Dyrham",-2.77,50.736,"Margaritatus Stone, Dorset, UK",NA,"",2,"Margaritatus","",189.6,183,37967,"gp_mid",14.4,39.01,"315",1,186.3,"pliensbachian"
"3132",10700,"col","",-69.75,-35.083332,"Puesto Araya, Argentina",NA,"3071",8,"Early Pliensbachian","",189.6,183,3974,"gp_mid",-15,-37.27,"291",1,186.3,"pliensbachian"
"3133",10701,"col","Piedra Pintada",-70.48333,-39.866669,"Estancia Santa Isabel",NA,"",30,"Early Pliensbachian","Late Pliensbachian",189.6,183,3974,"gp_mid",-13.47,-41.94,"291",1,186.3,"pliensbachian"
"3134",10702,"col","Piedra Pintada",-70.26667,-40.116669,"Cerrito Roth, Argentina",NA,"",21,"Early Pliensbachian","Late Pliensbachian",189.6,183,3974,"gp_mid",-13.13,-42.11,"291",1,186.3,"pliensbachian"
"3999",21259,"col","Robertson",-119.5,44.099998,"Suplee-Izee",NA,"Reef 111",26,"Late Pliensbachian","",189.6,183,11270,"gp_mid",-46.01,24.27,"129",1,186.3,"pliensbachian"
"4258",23624,"col","",11,49,"Untersturmig - Probe 2",NA,"",13,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4259",23625,"col","",11,49,"Untersturmig - Probe 1",NA,"",14,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4260",23626,"col","",11,49,"Untersturmig - Probe 3",NA,"",18,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4261",23627,"col","",11,49,"Untersturmig - Probe 4",NA,"",19,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4262",23628,"col","",11,49,"Untersturmig - Probe 5",NA,"",14,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4268",23812,"col","",11,49,"Buttenheim - Probe 6",NA,"",18,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4270",23814,"col","",11,49,"Buttenheim - Probe 8",NA,"",27,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4271",23815,"col","",11,49,"Buttenheim - Probe 9",NA,"",31,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4272",23816,"col","",11,49,"Butenheim - Probe 10",NA,"",26,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4273",23817,"col","",11,49,"Buttenheim - Probe 11",NA,"",31,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4274",23818,"col","",11,49,"Buttenheim - Probe 12",NA,"",24,"Late Pliensbachian","",189.6,183,6743,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4285",23840,"col","",11,49,"Probe 2",NA,"",38,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4286",23841,"col","",11,49,"Probe 4",NA,"",34,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4287",23842,"col","",11,49,"Probe 5",NA,"",31,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4288",23843,"col","",11,49,"Probe 6",NA,"",38,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4289",23844,"col","",11,49,"Probe 7",NA,"",32,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4290",23845,"col","",11,49,"Probe 8",NA,"",29,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4291",23846,"col","",11,49,"Probe 9",NA,"",40,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4292",23847,"col","",11,49,"Probe 10",NA,"",27,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4293",23848,"col","",11,49,"Probe 11",NA,"",19,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4294",23849,"col","Kalchreuth",11.127778,49.548611,"Assoziation 1 Probe 1",NA,"Kalchreuthia frankei-Cylindrobullina domeria-Levipleura blainvillei ",30,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.78,41.2,"305",1,186.3,"pliensbachian"
"4295",23850,"col","Kalchreuth",11.127778,49.548611,"Assotiation 1 Probe 2",NA,"Kalchreuthia frankei-Cylindrobullina domeria-Levipeura blainvillei",36,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.78,41.2,"305",1,186.3,"pliensbachian"
"4296",23851,"col","Kalchreuth",11.127778,49.548611,"Assotiation 1 Probe 3",NA,"Kalchreuthia frankei-Cylindrobullina domeria-Levipleura blainvillei",39,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.78,41.2,"305",1,186.3,"pliensbachian"
"4297",23852,"col","Kalchreuth",11.127778,49.548611,"Assotiation 1 Probe 4",NA,"Kalchreuthia frankei-Cylindrobullina domeria-Levipleura blainvillei",33,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.78,41.2,"305",1,186.3,"pliensbachian"
"4298",23853,"col","Kalchreuth",11.127778,49.548611,"Assotiation 1 Probe 5",NA,"Kalchreuthia frankei-Cylindrobullina domeria Levipleura blainvillei",30,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.78,41.2,"305",1,186.3,"pliensbachian"
"4299",23854,"col","",11,49,"Probe 3",NA,"",39,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.97,40.66,"305",1,186.3,"pliensbachian"
"4300",23855,"col","Kalchreuth",11.127778,49.548611,"Assotiation 1 Probe 7",NA,"Kalchreuthia frankei-Cylindrobullina domeria Levipleura blainvillei",32,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.78,41.2,"305",1,186.3,"pliensbachian"
"4301",23856,"col","Kalchreuth",11.127778,49.548611,"Assotiation 2 Probe 10",NA,"Levipleura blainvillei-Kalchreuthia frankei-Cylindrobullina domeria",27,"Late Pliensbachian","",189.6,183,6774,"gp_mid",25.78,41.2,"305",1,186.3,"pliensbachian"
