"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"597",2112,"col","",40.259724,43.30389,"Gagra",NA,"",7,"Berriasian","",145,139.8,62,"gp_mid",51.12,30.27,"511",1,142.4,"berriasian"
"673",2450,"col","",105,75,"Kheta River-2",NA,"",24,"Berriasian","",145,139.8,73,"gp_mid",63.42,71.75,"401",1,142.4,"berriasian"
"674",2456,"col","",105,75,"Kheta River-3",NA,"",28,"Berriasian","",145,139.8,73,"gp_mid",63.42,71.75,"401",1,142.4,"berriasian"
"675",2457,"col","",105,75,"Kheta River-4",NA,"",24,"Berriasian","",145,139.8,73,"gp_mid",63.42,71.75,"401",1,142.4,"berriasian"
"676",2458,"col","",105,75,"Kheta River-5",NA,"",16,"Berriasian","",145,139.8,73,"gp_mid",63.42,71.75,"401",1,142.4,"berriasian"
"677",2459,"col","",105,75,"Kheta River-6",NA,"",27,"Berriasian","",145,139.8,73,"gp_mid",63.42,71.75,"401",1,142.4,"berriasian"
"678",2460,"col","",105,75,"Kheta River-7",NA,"",14,"Berriasian","",145,139.8,73,"gp_mid",63.42,71.75,"401",1,142.4,"berriasian"
"679",2461,"col","",105,75,"Kheta River-8",NA,"",19,"Berriasian","",145,139.8,73,"gp_mid",63.42,71.75,"401",1,142.4,"berriasian"
"680",2462,"col","",105,75,"Kheta River-9",NA,"",5,"Berriasian","",145,139.8,73,"gp_mid",63.42,71.75,"401",1,142.4,"berriasian"
"681",2463,"col","",105,75,"Kenta River-10",NA,"",5,"Berriasian","",145,139.8,73,"gp_mid",63.42,71.75,"401",1,142.4,"berriasian"
"683",2467,"col","",97.633331,70.800003,"Boyarka River-2",NA,"",19,"Berriasian","",145,139.8,73,"gp_mid",70.12,67.64,"401",1,142.4,"berriasian"
"684",2468,"col","",97.633331,70.800003,"Boyarka River-3",NA,"",31,"Berriasian","",145,139.8,73,"gp_mid",70.12,67.64,"401",1,142.4,"berriasian"
"685",2469,"col","",97.633331,70.800003,"Boyarka River-4",NA,"",27,"Berriasian","",145,139.8,73,"gp_mid",70.12,67.64,"401",1,142.4,"berriasian"
"686",2470,"col","",97.633331,70.800003,"Boyarka River-5",NA,"",12,"Berriasian","",145,139.8,73,"gp_mid",70.12,67.64,"401",1,142.4,"berriasian"
"687",2471,"col","",97.633331,70.800003,"Boyarka River-6",NA,"",33,"Berriasian","",145,139.8,73,"gp_mid",70.12,67.64,"401",1,142.4,"berriasian"
"695",2478,"col","",113,73,"Cape Urdyuk-Khaya-4",NA,"",37,"Berriasian","",145,139.8,73,"gp_mid",72.55,72.82,"401",1,142.4,"berriasian"
"696",2479,"col","",113,73,"Cape Urdyuk-Khaya-5",NA,"",31,"Berriasian","",145,139.8,73,"gp_mid",72.55,72.82,"401",1,142.4,"berriasian"
"697",2480,"col","",113,73,"Cape Urdyuk-Khaya-6",NA,"",6,"Berriasian","",145,139.8,73,"gp_mid",72.55,72.82,"401",1,142.4,"berriasian"
"698",2481,"col","",113,73,"Cape Urdyuk-Khaya-7",NA,"",23,"Berriasian","",145,139.8,73,"gp_mid",72.55,72.82,"401",1,142.4,"berriasian"
"699",2482,"col","",113,73,"Cape Urdyuk-Khaya-8",NA,"",21,"Berriasian","",145,139.8,73,"gp_mid",72.55,72.82,"401",1,142.4,"berriasian"
"700",2483,"col","",113,73,"Cape Urdyuk-Khaya-9",NA,"",19,"Berriasian","",145,139.8,73,"gp_mid",72.55,72.82,"401",1,142.4,"berriasian"
"701",2484,"col","",113,73,"Cape Urdyuk-Khaya-10",NA,"",27,"Berriasian","",145,139.8,73,"gp_mid",72.55,72.82,"401",1,142.4,"berriasian"
"702",2485,"col","",113,73,"Cape Urdyuk-Khaya-11",NA,"",23,"Berriasian","",145,139.8,73,"gp_mid",72.55,72.82,"401",1,142.4,"berriasian"
"705",2488,"col","",57,64.5,"Yatriya River-1",NA,"",22,"Berriasian","",145,139.8,73,"gp_mid",53.49,53.41,"302",1,142.4,"berriasian"
"706",2489,"col","",57,64.5,"Yatriya River-2",NA,"",33,"Berriasian","",145,139.8,73,"gp_mid",53.49,53.41,"302",1,142.4,"berriasian"
"707",2490,"col","",57,64.5,"Yatriya River-3",NA,"",31,"Berriasian","",145,139.8,73,"gp_mid",53.49,53.41,"302",1,142.4,"berriasian"
"708",2491,"col","",57,64.5,"Yatriya River-4",NA,"",14,"Berriasian","",145,139.8,73,"gp_mid",53.49,53.41,"302",1,142.4,"berriasian"
"709",2492,"col","",57,64.5,"Yatriya River-5",NA,"",16,"Berriasian","",145,139.8,73,"gp_mid",53.49,53.41,"302",1,142.4,"berriasian"
"711",2494,"col","",59,62.5,"Yany-Man'ya River-1",NA,"",8,"Berriasian","",145,139.8,73,"gp_mid",56.29,52.02,"302",1,142.4,"berriasian"
"712",2495,"col","",59,62.5,"Yany-Man'ya River-2",NA,"",5,"Berriasian","",145,139.8,73,"gp_mid",56.29,52.02,"302",1,142.4,"berriasian"
"713",2496,"col","",59,62.5,"Yany-Man'ya River-3",NA,"",8,"Berriasian","",145,139.8,73,"gp_mid",56.29,52.02,"302",1,142.4,"berriasian"
"714",2497,"col","",59,62.5,"Yany-Man'ya River-4",NA,"",12,"Berriasian","",145,139.8,73,"gp_mid",56.29,52.02,"302",1,142.4,"berriasian"
"715",2500,"col","",59,62.25,"Tol'ya River-3",NA,"",4,"Berriasian","",145,139.8,73,"gp_mid",56.47,51.8,"302",1,142.4,"berriasian"
"716",2498,"col","",59,62.25,"Tol'ya River-1",NA,"",7,"Berriasian","",145,139.8,73,"gp_mid",56.47,51.8,"302",1,142.4,"berriasian"
"717",2499,"col","",59,62.25,"Tol'ya River-2",NA,"",7,"Berriasian","",145,139.8,73,"gp_mid",56.47,51.8,"302",1,142.4,"berriasian"
"718",2501,"col","",60,62.5,"Mauryn'ya River-1",NA,"",8,"Berriasian","",145,139.8,73,"gp_mid",56.96,52.23,"302",1,142.4,"berriasian"
