"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"1673",4901,"col","Coon Hollow",-116.462776,45.663055,"Pittsburg Landing (Idaho)",NA,"",8,"Bajocian","",170.3,168.3,307,"gp_mid",-41.85,33.67,"129",1,169.3,"bajocian"
"1722",5207,"col","Tiglukpuk",-151.833328,68.366669,"Tiglukpuk Creek (USGS Mes. loc. 22591)",NA,"",2,"Bajocian","",170.3,168.3,313,"gp_mid",-37.58,67.67,"103",1,169.3,"bajocian"
"2550",8058,"col","Taberna",-96.949997,16.783333,"Mx1: Barranco de la Bolita (Levels 1-6)",NA,"",2,"Bajocian","",170.3,168.3,539,"gp_mid",-36.13,5.18,"104",1,169.3,"bajocian"
"2551",8059,"col","Taberna",-96.949997,16.783333,"Mx1: Barranco de la Bolita (Level 7)",NA,"",3,"Bajocian","",170.3,168.3,539,"gp_mid",-36.13,5.18,"104",1,169.3,"bajocian"
"2552",8060,"col","Taberna",-96.949997,16.783333,"Mx1: Barranco de la Bolita (Level 9)",NA,"",3,"Bajocian","",170.3,168.3,539,"gp_mid",-36.13,5.18,"104",1,169.3,"bajocian"
"2553",8061,"col","Taberna",-96.949997,16.783333,"Mx1: Barranco de la Bolita (Level 10)",NA,"",5,"Bajocian","",170.3,168.3,539,"gp_mid",-36.13,5.18,"104",1,169.3,"bajocian"
"2554",8062,"col","Taberna",-96.949997,16.783333,"Mx2: La Isleta (Level 2)",NA,"",5,"Bajocian","",170.3,168.3,539,"gp_mid",-36.13,5.18,"104",1,169.3,"bajocian"
"2555",8063,"col","Taberna",-96.949997,16.783333,"Mx2: La Isleta (Level 3)",NA,"",4,"Bajocian","",170.3,168.3,539,"gp_mid",-36.13,5.18,"104",1,169.3,"bajocian"
"2556",8064,"col","Taberna",-96.949997,16.783333,"Mx3: Los Rebajes (Level 0)",NA,"",1,"Bajocian","",170.3,168.3,539,"gp_mid",-36.13,5.18,"104",1,169.3,"bajocian"
"2557",8065,"col","Taberna",-96.949997,16.783333,"Mx3: Los Rebajes (Level 1)",NA,"",11,"Bajocian","",170.3,168.3,539,"gp_mid",-36.13,5.18,"104",1,169.3,"bajocian"
"2558",8066,"col","Taberna",-96.949997,16.783333,"Mx3: Los Rebajes (Level 4.5)",NA,"",4,"Bajocian","",170.3,168.3,539,"gp_mid",-36.13,5.18,"104",1,169.3,"bajocian"
