"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",0,0,0
2,75,60,67.5,"N",0.89,0,3
3,60,45,52.5,"N",22.84,15.475,33
4,45,30,37.5,"N",100.96,83,117.525
5,30,15,22.5,"N",9.11,4,16
6,15,0,7.5,"N",0.25,0,1.52499999999999
7,0,-15,-7.5,"S",0.22,0,1
8,-15,-30,-22.5,"S",0,0,0
9,-30,-45,-37.5,"S",35.26,25.475,46
10,-45,-60,-52.5,"S",0,0,0
11,-60,-75,-67.5,"S",0,0,0
12,-75,-90,-82.5,"S",0.01,0,0
