"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",1.14,0,4
2,75,60,67.5,"N",0.67,0,2
3,60,45,52.5,"N",47.37,33.475,64
4,45,30,37.5,"N",50.12,39.475,63.575
5,30,15,22.5,"N",22.43,13,32
6,15,0,7.5,"N",1.74,0,4
7,0,-15,-7.5,"S",1,0,3
8,-15,-30,-22.5,"S",2.9,0,6
9,-30,-45,-37.5,"S",32.83,23.475,43.525
10,-45,-60,-52.5,"S",10.18,4,15.525
11,-60,-75,-67.5,"S",0,0,0
12,-75,-90,-82.5,"S",0.19,0,1
