"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",35.81,24.95,45.525
2,75,60,67.5,"N",210.7,194.475,233
3,60,45,52.5,"N",567.92,532,592.525
4,45,30,37.5,"N",580.58,558,612.1
5,30,15,22.5,"N",228.57,200.9,252.525
6,15,0,7.5,"N",40.89,29.475,55.525
7,0,-15,-7.5,"S",20.23,11.475,29.575
8,-15,-30,-22.5,"S",66.41,49.95,82.05
9,-30,-45,-37.5,"S",104.45,89,125.05
10,-45,-60,-52.5,"S",73.58,57,87.525
11,-60,-75,-67.5,"S",36.81,25.475,47.525
12,-75,-90,-82.5,"S",8.14,3.475,14
