"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",13.79,6.95,21.525
2,75,60,67.5,"N",82,66.95,97.05
3,60,45,52.5,"N",324.55,298.475,347.05
4,45,30,37.5,"N",379.2,344.65,408.05
5,30,15,22.5,"N",121.83,100.475,142
6,15,0,7.5,"N",21.59,12.475,30
7,0,-15,-7.5,"S",23.22,15.475,30.525
8,-15,-30,-22.5,"S",128.91,107.475,152.675
9,-30,-45,-37.5,"S",376.69,352.475,409.675
10,-45,-60,-52.5,"S",349.72,323.475,378.525
11,-60,-75,-67.5,"S",126.29,110,147.525
12,-75,-90,-82.5,"S",23.59,14,34.525
