"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",25.16,17,34.525
2,75,60,67.5,"N",150.27,129.475,170.525
3,60,45,52.5,"N",463.25,441.475,494
4,45,30,37.5,"N",483.33,450.425,512.525
5,30,15,22.5,"N",153.92,134,181.05
6,15,0,7.5,"N",27.99,19.475,37.525
7,0,-15,-7.5,"S",21.22,14,31.525
8,-15,-30,-22.5,"S",102.4,84.425,121.05
9,-30,-45,-37.5,"S",277.28,253,308.05
10,-45,-60,-52.5,"S",215.42,188.425,239.625
11,-60,-75,-67.5,"S",57.03,44,75.525
12,-75,-90,-82.5,"S",12.11,5.475,20
