"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",23.18,14.475,36
2,75,60,67.5,"N",124.69,101.375,147.525
3,60,45,52.5,"N",421.24,396.475,450.575
4,45,30,37.5,"N",469.66,439.95,502.1
5,30,15,22.5,"N",123.67,104.375,148.525
6,15,0,7.5,"N",16.49,7.95,24.525
7,0,-15,-7.5,"S",11.97,4.475,17.525
8,-15,-30,-22.5,"S",73.74,57.475,89.525
9,-30,-45,-37.5,"S",238.88,216.475,261.525
10,-45,-60,-52.5,"S",177.07,159.425,200.05
11,-60,-75,-67.5,"S",54.72,40.475,66.525
12,-75,-90,-82.5,"S",9.1,4.475,15
