"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",31.73,20.95,41.525
2,75,60,67.5,"N",146.21,127.95,164
3,60,45,52.5,"N",484.53,458.375,514
4,45,30,37.5,"N",503.83,473,530.525
5,30,15,22.5,"N",140.41,122,159.05
6,15,0,7.5,"N",17.52,10.475,25.525
7,0,-15,-7.5,"S",7.96,2.475,13
8,-15,-30,-22.5,"S",66.82,52,83.525
9,-30,-45,-37.5,"S",192.34,172,215.525
10,-45,-60,-52.5,"S",147.26,127.95,168.525
11,-60,-75,-67.5,"S",66.22,54,80.525
12,-75,-90,-82.5,"S",11,4,18
