"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",25.69,16,38.525
2,75,60,67.5,"N",158.96,137.475,181.05
3,60,45,52.5,"N",508.84,481.95,542
4,45,30,37.5,"N",489.83,456.475,516.525
5,30,15,22.5,"N",157.49,134.475,176.525
6,15,0,7.5,"N",29.31,20,39.525
7,0,-15,-7.5,"S",24.96,16.475,36
8,-15,-30,-22.5,"S",131.42,111.375,151.05
9,-30,-45,-37.5,"S",264.27,234.9,291.05
10,-45,-60,-52.5,"S",140.05,120.475,168.05
11,-60,-75,-67.5,"S",34.85,24,48
12,-75,-90,-82.5,"S",6.65,2,11
