"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",13.45,6,22
2,75,60,67.5,"N",77.71,62,94.05
3,60,45,52.5,"N",281.6,255.475,306
4,45,30,37.5,"N",352.51,322,381.525
5,30,15,22.5,"N",122.71,105.475,140
6,15,0,7.5,"N",21.78,15,31.575
7,0,-15,-7.5,"S",23.67,15,33.525
8,-15,-30,-22.5,"S",132.76,108.9,154.05
9,-30,-45,-37.5,"S",379.3,346.65,407.05
10,-45,-60,-52.5,"S",384.15,357.425,412
11,-60,-75,-67.5,"S",142.93,118.425,163.1
12,-75,-90,-82.5,"S",25.53,17.475,33.525
