"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",22.75,15,32
2,75,60,67.5,"N",124.69,105.375,145.525
3,60,45,52.5,"N",378.45,346.9,402.525
4,45,30,37.5,"N",452.96,427,479.625
5,30,15,22.5,"N",174.9,154.9,197.525
6,15,0,7.5,"N",31.6,23,42.05
7,0,-15,-7.5,"S",17.44,10,26.525
8,-15,-30,-22.5,"S",84.65,69.95,101.525
9,-30,-45,-37.5,"S",255.99,232.475,278.05
10,-45,-60,-52.5,"S",284.32,256.95,309
11,-60,-75,-67.5,"S",119.01,102,137
12,-75,-90,-82.5,"S",22.99,14.475,32.525
