"bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper"
1,90,75,82.5,"N",29.86,19,39.525
2,75,60,67.5,"N",172.19,147.475,196.575
3,60,45,52.5,"N",572.98,544.375,608.625
4,45,30,37.5,"N",624.08,595.425,653
5,30,15,22.5,"N",221.22,196,242.05
6,15,0,7.5,"N",37.03,26.475,49.525
7,0,-15,-7.5,"S",14.68,8,23
8,-15,-30,-22.5,"S",55.28,42.475,66.525
9,-30,-45,-37.5,"S",113.4,96.475,127.525
10,-45,-60,-52.5,"S",94.88,79.95,112.525
11,-60,-75,-67.5,"S",34.01,23.425,43.525
12,-75,-90,-82.5,"S",6.63,2,12.525
