"name","bin","max","min","mid","hemisphere","mean_richness","CI.Lower","CI.Upper","prop_richness","max_age","mid_age","min_age","duration","abbr","color","type"
"santonian",2,75,60,67.5,"N",282.14,250.95,309,0.153266986810369,86.3,84.95,83.6,2.7,"Snt","#D9EF74","simulated"
"santonian",4,45,30,37.5,"N",22.1,14,32,0.512404358914908,86.3,84.95,83.6,2.7,"Snt","#D9EF74","sampled"
"santonian",4,45,30,37.5,"N",19.05855,13.414175,24.28295,0.478041645962912,86.3,84.95,83.6,2.7,"Snt","#D9EF74","rarefied"
"coniacian",2,75,60,67.5,"N",278.56,251.475,307.525,0.151283597004307,89.8,88.05,86.3,3.5,"Cnc","#CCE968","simulated"
"coniacian",4,45,30,37.5,"N",18.95,13,28.05,0.483295077786279,89.8,88.05,86.3,3.5,"Cnc","#CCE968","sampled"
"coniacian",4,45,30,37.5,"N",17.08035,12.603175,22.56355,0.458921090028101,89.8,88.05,86.3,3.5,"Cnc","#CCE968","rarefied"
"turonian",2,75,60,67.5,"N",276.05,247.475,303,0.149991306426724,93.9,91.85,89.8,4.1,"Trnn","#BFE35D","simulated"
"turonian",4,45,30,37.5,"N",27.96,18,41,0.452061438965238,93.9,91.85,89.8,4.1,"Trnn","#BFE35D","sampled"
"turonian",4,45,30,37.5,"N",22.19759,16.498425,27.6637,0.408168410182444,93.9,91.85,89.8,4.1,"Trnn","#BFE35D","rarefied"
"cenomanian",2,75,60,67.5,"N",268.75,242.475,292.525,0.143566868773204,100.5,97.2,93.9,6.6,"Cnm","#B3DE53","simulated"
"cenomanian",4,45,30,37.5,"N",31.98,22,45,0.370353213665316,100.5,97.2,93.9,6.6,"Cnm","#B3DE53","sampled"
"cenomanian",4,45,30,37.5,"N",24.00519,19.121175,28.7,0.323641293686679,100.5,97.2,93.9,6.6,"Cnm","#B3DE53","rarefied"
"albian",1,90,75,82.5,"N",300.55,272.425,326.05,0.164511856019968,113,106.75,100.5,12.5,"Alb","#CCEA97","simulated"
"albian",4,45,30,37.5,"N",34.64,26,43.525,0.355683335044666,113,106.75,100.5,12.5,"Alb","#CCEA97","sampled"
"albian",4,45,30,37.5,"N",25.22455,21.6071,28.3899,0.292629412373416,113,106.75,100.5,12.5,"Alb","#CCEA97","rarefied"
"aptian",1,90,75,82.5,"N",283.62,257.375,313,0.156374743620846,125,119,113,12,"Ap","#BFE48A","simulated"
"aptian",4,45,30,37.5,"N",25.96,18.475,35.525,0.410045806349708,125,119,113,12,"Ap","#BFE48A","sampled"
"aptian",4,45,30,37.5,"N",21.30129,17.031175,25.46215,0.366251062794498,125,119,113,12,"Ap","#BFE48A","rarefied"
"barremian",1,90,75,82.5,"N",266.79,236.9,289,0.145109706615032,129.4,127.2,125,4.4,"Brrm","#B3DF7F","simulated"
"barremian",4,45,30,37.5,"N",19.28,11.475,27,0.462461021827776,129.4,127.2,125,4.4,"Brrm","#B3DF7F","sampled"
"barremian",4,45,30,37.5,"N",17.16124,11.0967,22.5634,0.436072369569532,129.4,127.2,125,4.4,"Brrm","#B3DF7F","rarefied"
"hauterivian",1,90,75,82.5,"N",376.49,344.95,411.525,0.21067681374332,132.9,131.15,129.4,3.5,"Htr","#A6D975","simulated"
"hauterivian",4,45,30,37.5,"N",14.69,8.475,21,0.404460352422907,132.9,131.15,129.4,3.5,"Htr","#A6D975","sampled"
"hauterivian",4,45,30,37.5,"N",13.93034,8.451475,18.9782,0.396414654975423,132.9,131.15,129.4,3.5,"Htr","#A6D975","rarefied"
"valanginian",1,90,75,82.5,"N",345.93,317.9,371,0.190424026906965,139.8,136.35,132.9,6.9,"Vl","#99D36A","simulated"
"valanginian",2,75,60,67.5,"N",12.48,6,18,0.257213520197857,139.8,136.35,132.9,6.9,"Vl","#99D36A","sampled"
"valanginian",2,75,60,67.5,"N",12.06073,5.99795,16.826975,0.253415331834225,139.8,136.35,132.9,6.9,"Vl","#99D36A","rarefied"
"berriasian",2,75,60,67.5,"N",310.03,280.475,335.05,0.168142744800282,145,142.4,139.8,5.2,"Brrs","#8CCD60","simulated"
"berriasian",4,45,30,37.5,"N",17.14,10.475,27.05,0.242022027675798,145,142.4,139.8,5.2,"Brrs","#8CCD60","sampled"
"berriasian",4,45,30,37.5,"N",15.74478,10.24025,22.255875,0.230170622479527,145,142.4,139.8,5.2,"Brrs","#8CCD60","rarefied"
"tithonian",2,75,60,67.5,"N",280.81,256.95,302.525,0.151339261654541,152.1,148.55,145,7.1,"Tt","#D9F1F7","simulated"
"tithonian",4,45,30,37.5,"N",22,13,33.05,0.252786395495806,152.1,148.55,145,7.1,"Tt","#D9F1F7","sampled"
"tithonian",4,45,30,37.5,"N",19.00755,12.684575,24.89985,0.230279238359556,152.1,148.55,145,7.1,"Tt","#D9F1F7","rarefied"
"kimmeridgian",2,75,60,67.5,"N",273.46,250.9,300.525,0.147297886895304,157.3,154.7,152.1,5.2,"Km","#CCECF4","simulated"
"kimmeridgian",4,45,30,37.5,"N",20.14,11.475,33.05,0.309180227202948,157.3,154.7,152.1,5.2,"Km","#CCECF4","sampled"
"kimmeridgian",4,45,30,37.5,"N",17.53861,11.146175,24.360325,0.281874650340856,157.3,154.7,152.1,5.2,"Km","#CCECF4","rarefied"
"oxfordian",2,75,60,67.5,"N",260.51,236.475,288,0.141080074084504,163.5,160.4,157.3,6.2,"Ox","#BFE7F1","simulated"
"oxfordian",4,45,30,37.5,"N",14.91,8,22.525,0.265775401069519,163.5,160.4,157.3,6.2,"Ox","#BFE7F1","sampled"
"oxfordian",4,45,30,37.5,"N",14.05779,7.960825,20.0727,0.25663761726906,163.5,160.4,157.3,6.2,"Ox","#BFE7F1","rarefied"
"callovian",2,75,60,67.5,"N",261.78,236,284.525,0.143542558849817,166.1,164.8,163.5,2.6,"Cll","#BFE7E5","simulated"
"callovian",4,45,30,37.5,"N",23.91,14.475,33.525,0.392481943532502,166.1,164.8,163.5,2.6,"Cll","#BFE7E5","sampled"
"callovian",4,45,30,37.5,"N",20.16538,13.752825,25.144525,0.354904140728412,166.1,164.8,163.5,2.6,"Cll","#BFE7E5","rarefied"
"bathonian",1,90,75,82.5,"N",241.31,212.95,264.525,0.135447947596783,168.3,167.2,166.1,2.2,"Bt","#B3E2E3","simulated"
"bathonian",4,45,30,37.5,"N",27.6,17.475,38,0.463164960563853,168.3,167.2,166.1,2.2,"Bt","#B3E2E3","sampled"
"bathonian",4,45,30,37.5,"N",22.14425,16.20805,26.957425,0.410607094203263,168.3,167.2,166.1,2.2,"Bt","#B3E2E3","rarefied"
"bajocian",1,90,75,82.5,"N",285.81,260.475,311.625,0.163484418615293,170.3,169.3,168.3,2,"Bj","#A6DDE0","simulated"
"bajocian",4,45,30,37.5,"N",26.47,17.95,37,0.509528392685274,170.3,169.3,168.3,2,"Bj","#A6DDE0","sampled"
"bajocian",4,45,30,37.5,"N",21.66236,16.40975,26.914125,0.46024175994612,170.3,169.3,168.3,2,"Bj","#A6DDE0","rarefied"
"aalenian",1,90,75,82.5,"N",280.44,255.425,311,0.159199800177116,174.1,172.2,170.3,3.8,"Aln","#9AD9DD","simulated"
"aalenian",4,45,30,37.5,"N",15.53,9,22.525,0.461515601783061,174.1,172.2,170.3,3.8,"Aln","#9AD9DD","sampled"
"aalenian",4,45,30,37.5,"N",14.60808,8.921,19.775275,0.446904663715872,174.1,172.2,170.3,3.8,"Aln","#9AD9DD","rarefied"
"toarcian",1,90,75,82.5,"N",309.85,282.475,340.1,0.172744454169896,182.7,178.4,174.1,8.6,"Trc","#99CEE3","simulated"
"toarcian",4,45,30,37.5,"N",35.11,25,47,0.432282688992859,182.7,178.4,174.1,8.6,"Trc","#99CEE3","sampled"
"toarcian",4,45,30,37.5,"N",25.1588,20.361625,29.707225,0.358932663674182,182.7,178.4,174.1,8.6,"Trc","#99CEE3","rarefied"
"pliensbachian",4,45,30,37.5,"N",328.29,304.475,359.575,0.172226739763397,190.8,186.75,182.7,8.1,"Pl","#80C5DD","simulated"
"pliensbachian",4,45,30,37.5,"N",45.5,33,60.525,0.406540385989993,190.8,186.75,182.7,8.1,"Pl","#80C5DD","sampled"
"pliensbachian",4,45,30,37.5,"N",28.54019,24.465475,32.41555,0.315342643355922,190.8,186.75,182.7,8.1,"Pl","#80C5DD","rarefied"
"sinemurian",3,60,45,52.5,"N",392.32,364.475,422.1,0.200111195556258,199.3,195.05,190.8,8.5,"Snm","#67BCD8","simulated"
"sinemurian",4,45,30,37.5,"N",24.64,15.95,34.05,0.346846846846847,199.3,195.05,190.8,8.5,"Snm","#67BCD8","sampled"
"sinemurian",4,45,30,37.5,"N",20.57477,15.00265,25.49615,0.31772639706592,199.3,195.05,190.8,8.5,"Snm","#67BCD8","rarefied"
"hettangian",3,60,45,52.5,"N",394.08,365.8,419.575,0.201161805392492,201.3,200.3,199.3,2,"Htt","#4EB3D3","simulated"
"hettangian",4,45,30,37.5,"N",23.13,14.475,34,0.510258107213766,201.3,200.3,199.3,2,"Htt","#4EB3D3","sampled"
"hettangian",4,45,30,37.5,"N",19.32325,13.6397,24.686625,0.466855004051678,201.3,200.3,199.3,2,"Htt","#4EB3D3","rarefied"
"rhaetian",3,60,45,52.5,"N",331.25,303.475,362.625,0.171969826758245,208.5,204.9,201.3,7.2,"Rht","#E3B9DB","simulated"
"rhaetian",3,60,45,52.5,"N",23,15,32.525,0.306380711336086,208.5,204.9,201.3,7.2,"Rht","#E3B9DB","sampled"
"rhaetian",3,60,45,52.5,"N",19.83064,14.3812,24.77365,0.291977689678517,208.5,204.9,201.3,7.2,"Rht","#E3B9DB","rarefied"
"norian",3,60,45,52.5,"N",270.15,242.95,302,0.146975615594703,228,218.25,208.5,19.5,"N","#D6AAD3","simulated"
"norian",3,60,45,52.5,"N",32.93,22.475,45.525,0.279660297239915,228,218.25,208.5,19.5,"N","#D6AAD3","sampled"
"norian",3,60,45,52.5,"N",24.68051,19.7351,29.0601,0.242599301469996,228,218.25,208.5,19.5,"N","#D6AAD3","rarefied"
"carnian",3,60,45,52.5,"N",251.8,226.95,283.05,0.13419456613266,237,232.5,228,9,"Cr","#C99BCB","simulated"
"carnian",5,30,15,22.5,"N",29.23,19,39,0.26081913090033,237,232.5,228,9,"Cr","#C99BCB","sampled"
"carnian",5,30,15,22.5,"N",23.08158,17.5278,27.423,0.233250444817965,237,232.5,228,9,"Cr","#C99BCB","rarefied"
"ladinian",5,30,15,22.5,"N",244.83,225.475,265.525,0.130260595677666,242,239.5,237,5,"Ldn","#C983BF","simulated"
"ladinian",5,30,15,22.5,"N",22.36,13.475,32.525,0.244853263250109,242,239.5,237,5,"Ldn","#C983BF","sampled"
"ladinian",5,30,15,22.5,"N",19.33571,13.016625,25.1092,0.226105390828141,242,239.5,237,5,"Ldn","#C983BF","rarefied"
"anisian",4,45,30,37.5,"N",211.14,190,232,0.114623540333219,247.2,244.6,242,5.2,"An","#BC75B7","simulated"
"anisian",5,30,15,22.5,"N",31,20,44.525,0.276144664172457,247.2,244.6,242,5.2,"An","#BC75B7","sampled"
"anisian",5,30,15,22.5,"N",23.63488,17.5061,29.172375,0.23676055027298,247.2,244.6,242,5.2,"An","#BC75B7","rarefied"
"olenekian",3,60,45,52.5,"N",216.51,190.9,245.15,0.118343809784094,251.2,249.2,247.2,4,"Ol","#B051A5","simulated"
"olenekian",6,15,0,7.5,"N",15.99,7.95,25.525,0.248562101663299,251.2,249.2,247.2,4,"Ol","#B051A5","sampled"
"olenekian",6,15,0,7.5,"N",14.84392,7.912625,20.85565,0.238090517870519,251.2,249.2,247.2,4,"Ol","#B051A5","rarefied"
"induan",3,60,45,52.5,"N",214.16,181.375,239.575,0.116757440451852,252.17,251.685,251.2,0.97,"I","#A4469F","simulated"
"induan",6,15,0,7.5,"N",16.59,9,24.525,0.214646137922112,252.17,251.685,251.2,0.97,"I","#A4469F","sampled"
"induan",6,15,0,7.5,"N",15.10669,8.943875,20.30545,0.202336880205858,252.17,251.685,251.2,0.97,"I","#A4469F","rarefied"
"changhsingian",3,60,45,52.5,"N",235.21,208.95,260.1,0.127920509919944,254.17,253.17,252.17,2,"Chn","#FCC0B2","simulated"
"changhsingian",6,15,0,7.5,"N",17.75,8.95,25.525,0.234168865435356,254.17,253.17,252.17,2,"Chn","#FCC0B2","sampled"
"changhsingian",6,15,0,7.5,"N",15.86546,8.85365,20.89685,0.216612147704858,254.17,253.17,252.17,2,"Chn","#FCC0B2","rarefied"
"wuchiapingian",3,60,45,52.5,"N",233.1,210.475,259.05,0.126263446975852,259.9,257.035,254.17,5.73,"Wc","#FCB4A2","simulated"
"wuchiapingian",6,15,0,7.5,"N",17.59,9,24,0.177372189170112,259.9,257.035,254.17,5.73,"Wc","#FCB4A2","sampled"
"wuchiapingian",6,15,0,7.5,"N",15.71819,8.939,20.470675,0.165240132493273,259.9,257.035,254.17,5.73,"Wc","#FCB4A2","rarefied"
"capitanian",3,60,45,52.5,"N",236.62,208.425,265.05,0.127278008477311,265.1,262.5,259.9,5.2,"Cp","#FB9A85","simulated"
"capitanian",7,0,-15,-7.5,"S",13.21,8.475,19.525,0.15765604487409,265.1,262.5,259.9,5.2,"Cp","#FB9A85","sampled"
"capitanian",7,0,-15,-7.5,"S",12.7641,8.428425,17.9784,0.155390305517786,265.1,262.5,259.9,5.2,"Cp","#FB9A85","rarefied"
"wordian",4,45,30,37.5,"N",235.43,214,258,0.12377047025734,268.8,266.95,265.1,3.7,"Wr","#FB8D76","simulated"
"wordian",4,45,30,37.5,"N",19.84,12,28.525,0.175528620720163,268.8,266.95,265.1,3.7,"Wr","#FB8D76","sampled"
"wordian",4,45,30,37.5,"N",17.73927,11.735075,23.408875,0.166691724702644,268.8,266.95,265.1,3.7,"Wr","#FB8D76","rarefied"
"roadian",4,45,30,37.5,"N",227.94,204.95,254.525,0.119986103215211,272.3,270.55,268.8,3.5,"Rd","#FB8069","simulated"
"roadian",4,45,30,37.5,"N",30.13,21.475,41.575,0.239488117001828,272.3,270.55,268.8,3.5,"Rd","#FB8069","sampled"
"roadian",4,45,30,37.5,"N",22.75126,18.430875,27.776675,0.201508796589686,272.3,270.55,268.8,3.5,"Rd","#FB8069","rarefied"
"kungurian",12,-75,-90,-82.5,"S",244.06,222.475,270.525,0.13445942967958,279.3,275.8,272.3,7,"Kn","#E38776","simulated"
"kungurian",4,45,30,37.5,"N",19.86,12.475,30.05,0.221380002229406,279.3,275.8,272.3,7,"Kn","#E38776","sampled"
"kungurian",4,45,30,37.5,"N",17.25714,11.87425,23.097475,0.204311425056189,279.3,275.8,272.3,7,"Kn","#E38776","rarefied"
"artinskian",12,-75,-90,-82.5,"S",272.29,246.95,301.05,0.153088016192056,290.1,284.7,279.3,10.8,"Art","#E37B68","simulated"
"artinskian",4,45,30,37.5,"N",19.89,10.475,32.1,0.235859124866596,290.1,284.7,279.3,10.8,"Art","#E37B68","sampled"
"artinskian",4,45,30,37.5,"N",17.28061,10.2113,24.394825,0.212884765158696,290.1,284.7,279.3,10.8,"Art","#E37B68","rarefied"
"sakmarian",12,-75,-90,-82.5,"S",246.97,219.95,271,0.139257279473126,295.5,292.8,290.1,5.4,"Sk","#E36F5C","simulated"
"sakmarian",4,45,30,37.5,"N",21.81,14.475,32,0.249914059814369,295.5,292.8,290.1,5.4,"Sk","#E36F5C","sampled"
"sakmarian",4,45,30,37.5,"N",18.52282,13.528975,23.85095,0.223435759574369,295.5,292.8,290.1,5.4,"Sk","#E36F5C","rarefied"
"asselian",12,-75,-90,-82.5,"S",226.54,202.95,249,0.126449869944294,298.9,297.2,295.5,3.4,"As","#E36350","simulated"
"asselian",4,45,30,37.5,"N",21.08,12.475,29,0.277149618722062,298.9,297.2,295.5,3.4,"As","#E36350","sampled"
"asselian",4,45,30,37.5,"N",18.27069,12.116075,23.13795,0.250477836633201,298.9,297.2,295.5,3.4,"As","#E36350","rarefied"
